event,ordinal,token,cycle,group,item
dispatch,128,0,127714,7,11
multiply,128,0,127714,7,9
combine,128,0,127715,7,9
read,128,0,127715,7,12
response,128,0,127715,7,10
accumulate,128,0,127716,7,9
dispatch,128,0,127716,7,12
multiply,128,0,127716,7,10
combine,128,0,127717,7,10
read,128,0,127717,7,13
response,128,0,127717,7,11
accumulate,128,0,127718,7,10
dispatch,128,0,127718,7,13
multiply,128,0,127718,7,11
combine,128,0,127719,7,11
read,128,0,127719,7,14
response,128,0,127719,7,12
accumulate,128,0,127720,7,11
dispatch,128,0,127720,7,14
multiply,128,0,127720,7,12
combine,128,0,127721,7,12
read,128,0,127721,7,15
response,128,0,127721,7,13
accumulate,128,0,127722,7,12
chunk,128,0,127722,7,1
dispatch,128,0,127722,7,15
multiply,128,0,127722,7,13
combine,128,0,127723,7,13
read,128,0,127723,7,16
response,128,0,127723,7,14
accumulate,128,0,127724,7,13
dispatch,128,0,127724,7,16
multiply,128,0,127724,7,14
combine,128,0,127725,7,14
read,128,0,127725,7,17
response,128,0,127725,7,15
accumulate,128,0,127726,7,14
dispatch,128,0,127726,7,17
multiply,128,0,127726,7,15
combine,128,0,127727,7,15
read,128,0,127727,7,18
response,128,0,127727,7,16
accumulate,128,0,127728,7,15
dispatch,128,0,127728,7,18
multiply,128,0,127728,7,16
combine,128,0,127729,7,16
read,128,0,127729,7,19
response,128,0,127729,7,17
accumulate,128,0,127730,7,16
dispatch,128,0,127730,7,19
multiply,128,0,127730,7,17
combine,128,0,127731,7,17
response,128,0,127731,7,18
accumulate,128,0,127732,7,17
multiply,128,0,127732,7,18
combine,128,0,127733,7,18
response,128,0,127733,7,19
accumulate,128,0,127734,7,18
multiply,128,0,127734,7,19
combine,128,0,127735,7,19
last,128,0,127736,7,19
bias,128,0,127737,7,-1
restart,128,0,127737,7,-1
add,128,0,127738,7,-1
group,128,0,127738,8,-1
chunk,128,0,127739,8,0
round,128,0,127739,7,-1
collect,128,0,127740,7,-1
read,128,0,127740,8,0
dispatch,128,0,127741,8,0
read,128,0,127742,8,1
dispatch,128,0,127743,8,1
read,128,0,127744,8,2
response,128,0,127744,8,0
dispatch,128,0,127745,8,2
multiply,128,0,127745,8,0
combine,128,0,127746,8,0
read,128,0,127746,8,3
response,128,0,127746,8,1
accumulate,128,0,127747,8,0
dispatch,128,0,127747,8,3
multiply,128,0,127747,8,1
combine,128,0,127748,8,1
read,128,0,127748,8,4
response,128,0,127748,8,2
accumulate,128,0,127749,8,1
dispatch,128,0,127749,8,4
multiply,128,0,127749,8,2
combine,128,0,127750,8,2
read,128,0,127750,8,5
response,128,0,127750,8,3
accumulate,128,0,127751,8,2
dispatch,128,0,127751,8,5
multiply,128,0,127751,8,3
combine,128,0,127752,8,3
read,128,0,127752,8,6
response,128,0,127752,8,4
accumulate,128,0,127753,8,3
dispatch,128,0,127753,8,6
multiply,128,0,127753,8,4
combine,128,0,127754,8,4
read,128,0,127754,8,7
response,128,0,127754,8,5
accumulate,128,0,127755,8,4
dispatch,128,0,127755,8,7
multiply,128,0,127755,8,5
combine,128,0,127756,8,5
read,128,0,127756,8,8
response,128,0,127756,8,6
accumulate,128,0,127757,8,5
dispatch,128,0,127757,8,8
multiply,128,0,127757,8,6
combine,128,0,127758,8,6
read,128,0,127758,8,9
response,128,0,127758,8,7
accumulate,128,0,127759,8,6
dispatch,128,0,127759,8,9
multiply,128,0,127759,8,7
combine,128,0,127760,8,7
read,128,0,127760,8,10
response,128,0,127760,8,8
accumulate,128,0,127761,8,7
dispatch,128,0,127761,8,10
multiply,128,0,127761,8,8
combine,128,0,127762,8,8
read,128,0,127762,8,11
response,128,0,127762,8,9
accumulate,128,0,127763,8,8
dispatch,128,0,127763,8,11
multiply,128,0,127763,8,9
combine,128,0,127764,8,9
read,128,0,127764,8,12
response,128,0,127764,8,10
accumulate,128,0,127765,8,9
dispatch,128,0,127765,8,12
multiply,128,0,127765,8,10
combine,128,0,127766,8,10
read,128,0,127766,8,13
response,128,0,127766,8,11
accumulate,128,0,127767,8,10
dispatch,128,0,127767,8,13
multiply,128,0,127767,8,11
combine,128,0,127768,8,11
read,128,0,127768,8,14
response,128,0,127768,8,12
accumulate,128,0,127769,8,11
dispatch,128,0,127769,8,14
multiply,128,0,127769,8,12
combine,128,0,127770,8,12
read,128,0,127770,8,15
response,128,0,127770,8,13
accumulate,128,0,127771,8,12
chunk,128,0,127771,8,1
dispatch,128,0,127771,8,15
multiply,128,0,127771,8,13
combine,128,0,127772,8,13
read,128,0,127772,8,16
response,128,0,127772,8,14
accumulate,128,0,127773,8,13
dispatch,128,0,127773,8,16
multiply,128,0,127773,8,14
combine,128,0,127774,8,14
read,128,0,127774,8,17
response,128,0,127774,8,15
accumulate,128,0,127775,8,14
dispatch,128,0,127775,8,17
multiply,128,0,127775,8,15
combine,128,0,127776,8,15
read,128,0,127776,8,18
response,128,0,127776,8,16
accumulate,128,0,127777,8,15
dispatch,128,0,127777,8,18
multiply,128,0,127777,8,16
combine,128,0,127778,8,16
read,128,0,127778,8,19
response,128,0,127778,8,17
accumulate,128,0,127779,8,16
dispatch,128,0,127779,8,19
multiply,128,0,127779,8,17
combine,128,0,127780,8,17
response,128,0,127780,8,18
accumulate,128,0,127781,8,17
multiply,128,0,127781,8,18
combine,128,0,127782,8,18
response,128,0,127782,8,19
accumulate,128,0,127783,8,18
multiply,128,0,127783,8,19
combine,128,0,127784,8,19
last,128,0,127785,8,19
bias,128,0,127786,8,-1
restart,128,0,127786,8,-1
add,128,0,127787,8,-1
group,128,0,127787,9,-1
chunk,128,0,127788,9,0
round,128,0,127788,8,-1
collect,128,0,127789,8,-1
read,128,0,127789,9,0
dispatch,128,0,127790,9,0
read,128,0,127791,9,1
dispatch,128,0,127792,9,1
read,128,0,127793,9,2
response,128,0,127793,9,0
dispatch,128,0,127794,9,2
multiply,128,0,127794,9,0
combine,128,0,127795,9,0
read,128,0,127795,9,3
response,128,0,127795,9,1
accumulate,128,0,127796,9,0
dispatch,128,0,127796,9,3
multiply,128,0,127796,9,1
combine,128,0,127797,9,1
read,128,0,127797,9,4
response,128,0,127797,9,2
accumulate,128,0,127798,9,1
dispatch,128,0,127798,9,4
multiply,128,0,127798,9,2
combine,128,0,127799,9,2
read,128,0,127799,9,5
response,128,0,127799,9,3
accumulate,128,0,127800,9,2
dispatch,128,0,127800,9,5
multiply,128,0,127800,9,3
combine,128,0,127801,9,3
read,128,0,127801,9,6
response,128,0,127801,9,4
accumulate,128,0,127802,9,3
dispatch,128,0,127802,9,6
multiply,128,0,127802,9,4
combine,128,0,127803,9,4
read,128,0,127803,9,7
response,128,0,127803,9,5
accumulate,128,0,127804,9,4
dispatch,128,0,127804,9,7
multiply,128,0,127804,9,5
combine,128,0,127805,9,5
read,128,0,127805,9,8
response,128,0,127805,9,6
accumulate,128,0,127806,9,5
dispatch,128,0,127806,9,8
multiply,128,0,127806,9,6
combine,128,0,127807,9,6
read,128,0,127807,9,9
response,128,0,127807,9,7
accumulate,128,0,127808,9,6
dispatch,128,0,127808,9,9
multiply,128,0,127808,9,7
combine,128,0,127809,9,7
read,128,0,127809,9,10
response,128,0,127809,9,8
accumulate,128,0,127810,9,7
dispatch,128,0,127810,9,10
multiply,128,0,127810,9,8
combine,128,0,127811,9,8
read,128,0,127811,9,11
response,128,0,127811,9,9
accumulate,128,0,127812,9,8
dispatch,128,0,127812,9,11
multiply,128,0,127812,9,9
combine,128,0,127813,9,9
read,128,0,127813,9,12
response,128,0,127813,9,10
accumulate,128,0,127814,9,9
dispatch,128,0,127814,9,12
multiply,128,0,127814,9,10
combine,128,0,127815,9,10
read,128,0,127815,9,13
response,128,0,127815,9,11
accumulate,128,0,127816,9,10
dispatch,128,0,127816,9,13
multiply,128,0,127816,9,11
combine,128,0,127817,9,11
read,128,0,127817,9,14
response,128,0,127817,9,12
accumulate,128,0,127818,9,11
dispatch,128,0,127818,9,14
multiply,128,0,127818,9,12
combine,128,0,127819,9,12
read,128,0,127819,9,15
response,128,0,127819,9,13
accumulate,128,0,127820,9,12
chunk,128,0,127820,9,1
dispatch,128,0,127820,9,15
multiply,128,0,127820,9,13
combine,128,0,127821,9,13
read,128,0,127821,9,16
response,128,0,127821,9,14
accumulate,128,0,127822,9,13
dispatch,128,0,127822,9,16
multiply,128,0,127822,9,14
combine,128,0,127823,9,14
read,128,0,127823,9,17
response,128,0,127823,9,15
accumulate,128,0,127824,9,14
dispatch,128,0,127824,9,17
multiply,128,0,127824,9,15
combine,128,0,127825,9,15
read,128,0,127825,9,18
response,128,0,127825,9,16
accumulate,128,0,127826,9,15
dispatch,128,0,127826,9,18
multiply,128,0,127826,9,16
combine,128,0,127827,9,16
read,128,0,127827,9,19
response,128,0,127827,9,17
accumulate,128,0,127828,9,16
dispatch,128,0,127828,9,19
multiply,128,0,127828,9,17
combine,128,0,127829,9,17
response,128,0,127829,9,18
accumulate,128,0,127830,9,17
multiply,128,0,127830,9,18
combine,128,0,127831,9,18
response,128,0,127831,9,19
accumulate,128,0,127832,9,18
multiply,128,0,127832,9,19
combine,128,0,127833,9,19
last,128,0,127834,9,19
bias,128,0,127835,9,-1
restart,128,0,127835,9,-1
add,128,0,127836,9,-1
group,128,0,127836,10,-1
chunk,128,0,127837,10,0
round,128,0,127837,9,-1
collect,128,0,127838,9,-1
read,128,0,127838,10,0
dispatch,128,0,127839,10,0
read,128,0,127840,10,1
dispatch,128,0,127841,10,1
read,128,0,127842,10,2
response,128,0,127842,10,0
dispatch,128,0,127843,10,2
multiply,128,0,127843,10,0
combine,128,0,127844,10,0
read,128,0,127844,10,3
response,128,0,127844,10,1
accumulate,128,0,127845,10,0
dispatch,128,0,127845,10,3
multiply,128,0,127845,10,1
combine,128,0,127846,10,1
read,128,0,127846,10,4
response,128,0,127846,10,2
accumulate,128,0,127847,10,1
dispatch,128,0,127847,10,4
multiply,128,0,127847,10,2
combine,128,0,127848,10,2
read,128,0,127848,10,5
response,128,0,127848,10,3
accumulate,128,0,127849,10,2
dispatch,128,0,127849,10,5
multiply,128,0,127849,10,3
combine,128,0,127850,10,3
read,128,0,127850,10,6
response,128,0,127850,10,4
accumulate,128,0,127851,10,3
dispatch,128,0,127851,10,6
multiply,128,0,127851,10,4
combine,128,0,127852,10,4
read,128,0,127852,10,7
response,128,0,127852,10,5
accumulate,128,0,127853,10,4
dispatch,128,0,127853,10,7
multiply,128,0,127853,10,5
combine,128,0,127854,10,5
read,128,0,127854,10,8
response,128,0,127854,10,6
accumulate,128,0,127855,10,5
dispatch,128,0,127855,10,8
multiply,128,0,127855,10,6
combine,128,0,127856,10,6
read,128,0,127856,10,9
response,128,0,127856,10,7
accumulate,128,0,127857,10,6
dispatch,128,0,127857,10,9
multiply,128,0,127857,10,7
combine,128,0,127858,10,7
read,128,0,127858,10,10
response,128,0,127858,10,8
accumulate,128,0,127859,10,7
dispatch,128,0,127859,10,10
multiply,128,0,127859,10,8
combine,128,0,127860,10,8
read,128,0,127860,10,11
response,128,0,127860,10,9
accumulate,128,0,127861,10,8
dispatch,128,0,127861,10,11
multiply,128,0,127861,10,9
combine,128,0,127862,10,9
read,128,0,127862,10,12
response,128,0,127862,10,10
accumulate,128,0,127863,10,9
dispatch,128,0,127863,10,12
multiply,128,0,127863,10,10
combine,128,0,127864,10,10
read,128,0,127864,10,13
response,128,0,127864,10,11
accumulate,128,0,127865,10,10
dispatch,128,0,127865,10,13
multiply,128,0,127865,10,11
combine,128,0,127866,10,11
read,128,0,127866,10,14
response,128,0,127866,10,12
accumulate,128,0,127867,10,11
dispatch,128,0,127867,10,14
multiply,128,0,127867,10,12
combine,128,0,127868,10,12
read,128,0,127868,10,15
response,128,0,127868,10,13
accumulate,128,0,127869,10,12
chunk,128,0,127869,10,1
dispatch,128,0,127869,10,15
multiply,128,0,127869,10,13
combine,128,0,127870,10,13
read,128,0,127870,10,16
response,128,0,127870,10,14
accumulate,128,0,127871,10,13
dispatch,128,0,127871,10,16
multiply,128,0,127871,10,14
combine,128,0,127872,10,14
read,128,0,127872,10,17
response,128,0,127872,10,15
accumulate,128,0,127873,10,14
dispatch,128,0,127873,10,17
multiply,128,0,127873,10,15
combine,128,0,127874,10,15
read,128,0,127874,10,18
response,128,0,127874,10,16
accumulate,128,0,127875,10,15
dispatch,128,0,127875,10,18
multiply,128,0,127875,10,16
combine,128,0,127876,10,16
read,128,0,127876,10,19
response,128,0,127876,10,17
accumulate,128,0,127877,10,16
dispatch,128,0,127877,10,19
multiply,128,0,127877,10,17
combine,128,0,127878,10,17
response,128,0,127878,10,18
accumulate,128,0,127879,10,17
multiply,128,0,127879,10,18
combine,128,0,127880,10,18
response,128,0,127880,10,19
accumulate,128,0,127881,10,18
multiply,128,0,127881,10,19
combine,128,0,127882,10,19
last,128,0,127883,10,19
bias,128,0,127884,10,-1
restart,128,0,127884,10,-1
add,128,0,127885,10,-1
group,128,0,127885,11,-1
chunk,128,0,127886,11,0
round,128,0,127886,10,-1
collect,128,0,127887,10,-1
read,128,0,127887,11,0
dispatch,128,0,127888,11,0
read,128,0,127889,11,1
dispatch,128,0,127890,11,1
read,128,0,127891,11,2
response,128,0,127891,11,0
dispatch,128,0,127892,11,2
multiply,128,0,127892,11,0
combine,128,0,127893,11,0
read,128,0,127893,11,3
response,128,0,127893,11,1
accumulate,128,0,127894,11,0
dispatch,128,0,127894,11,3
multiply,128,0,127894,11,1
combine,128,0,127895,11,1
read,128,0,127895,11,4
response,128,0,127895,11,2
accumulate,128,0,127896,11,1
dispatch,128,0,127896,11,4
multiply,128,0,127896,11,2
combine,128,0,127897,11,2
read,128,0,127897,11,5
response,128,0,127897,11,3
accumulate,128,0,127898,11,2
dispatch,128,0,127898,11,5
multiply,128,0,127898,11,3
combine,128,0,127899,11,3
read,128,0,127899,11,6
response,128,0,127899,11,4
accumulate,128,0,127900,11,3
dispatch,128,0,127900,11,6
multiply,128,0,127900,11,4
combine,128,0,127901,11,4
read,128,0,127901,11,7
response,128,0,127901,11,5
accumulate,128,0,127902,11,4
dispatch,128,0,127902,11,7
multiply,128,0,127902,11,5
combine,128,0,127903,11,5
read,128,0,127903,11,8
response,128,0,127903,11,6
accumulate,128,0,127904,11,5
dispatch,128,0,127904,11,8
multiply,128,0,127904,11,6
combine,128,0,127905,11,6
read,128,0,127905,11,9
response,128,0,127905,11,7
accumulate,128,0,127906,11,6
dispatch,128,0,127906,11,9
multiply,128,0,127906,11,7
combine,128,0,127907,11,7
read,128,0,127907,11,10
response,128,0,127907,11,8
accumulate,128,0,127908,11,7
dispatch,128,0,127908,11,10
multiply,128,0,127908,11,8
combine,128,0,127909,11,8
read,128,0,127909,11,11
response,128,0,127909,11,9
accumulate,128,0,127910,11,8
dispatch,128,0,127910,11,11
multiply,128,0,127910,11,9
combine,128,0,127911,11,9
read,128,0,127911,11,12
response,128,0,127911,11,10
accumulate,128,0,127912,11,9
dispatch,128,0,127912,11,12
multiply,128,0,127912,11,10
combine,128,0,127913,11,10
read,128,0,127913,11,13
response,128,0,127913,11,11
accumulate,128,0,127914,11,10
dispatch,128,0,127914,11,13
multiply,128,0,127914,11,11
combine,128,0,127915,11,11
read,128,0,127915,11,14
response,128,0,127915,11,12
accumulate,128,0,127916,11,11
dispatch,128,0,127916,11,14
multiply,128,0,127916,11,12
combine,128,0,127917,11,12
read,128,0,127917,11,15
response,128,0,127917,11,13
accumulate,128,0,127918,11,12
chunk,128,0,127918,11,1
dispatch,128,0,127918,11,15
multiply,128,0,127918,11,13
combine,128,0,127919,11,13
read,128,0,127919,11,16
response,128,0,127919,11,14
accumulate,128,0,127920,11,13
dispatch,128,0,127920,11,16
multiply,128,0,127920,11,14
combine,128,0,127921,11,14
read,128,0,127921,11,17
response,128,0,127921,11,15
accumulate,128,0,127922,11,14
dispatch,128,0,127922,11,17
multiply,128,0,127922,11,15
combine,128,0,127923,11,15
read,128,0,127923,11,18
response,128,0,127923,11,16
accumulate,128,0,127924,11,15
dispatch,128,0,127924,11,18
multiply,128,0,127924,11,16
combine,128,0,127925,11,16
read,128,0,127925,11,19
response,128,0,127925,11,17
accumulate,128,0,127926,11,16
dispatch,128,0,127926,11,19
multiply,128,0,127926,11,17
combine,128,0,127927,11,17
response,128,0,127927,11,18
accumulate,128,0,127928,11,17
multiply,128,0,127928,11,18
combine,128,0,127929,11,18
response,128,0,127929,11,19
accumulate,128,0,127930,11,18
multiply,128,0,127930,11,19
combine,128,0,127931,11,19
last,128,0,127932,11,19
bias,128,0,127933,11,-1
restart,128,0,127933,11,-1
add,128,0,127934,11,-1
group,128,0,127934,12,-1
chunk,128,0,127935,12,0
round,128,0,127935,11,-1
collect,128,0,127936,11,-1
read,128,0,127936,12,0
dispatch,128,0,127937,12,0
read,128,0,127938,12,1
dispatch,128,0,127939,12,1
read,128,0,127940,12,2
response,128,0,127940,12,0
dispatch,128,0,127941,12,2
multiply,128,0,127941,12,0
combine,128,0,127942,12,0
read,128,0,127942,12,3
response,128,0,127942,12,1
accumulate,128,0,127943,12,0
dispatch,128,0,127943,12,3
multiply,128,0,127943,12,1
combine,128,0,127944,12,1
read,128,0,127944,12,4
response,128,0,127944,12,2
accumulate,128,0,127945,12,1
dispatch,128,0,127945,12,4
multiply,128,0,127945,12,2
combine,128,0,127946,12,2
read,128,0,127946,12,5
response,128,0,127946,12,3
accumulate,128,0,127947,12,2
dispatch,128,0,127947,12,5
multiply,128,0,127947,12,3
combine,128,0,127948,12,3
read,128,0,127948,12,6
response,128,0,127948,12,4
accumulate,128,0,127949,12,3
dispatch,128,0,127949,12,6
multiply,128,0,127949,12,4
combine,128,0,127950,12,4
read,128,0,127950,12,7
response,128,0,127950,12,5
accumulate,128,0,127951,12,4
dispatch,128,0,127951,12,7
multiply,128,0,127951,12,5
combine,128,0,127952,12,5
read,128,0,127952,12,8
response,128,0,127952,12,6
accumulate,128,0,127953,12,5
dispatch,128,0,127953,12,8
multiply,128,0,127953,12,6
combine,128,0,127954,12,6
read,128,0,127954,12,9
response,128,0,127954,12,7
accumulate,128,0,127955,12,6
dispatch,128,0,127955,12,9
multiply,128,0,127955,12,7
combine,128,0,127956,12,7
read,128,0,127956,12,10
response,128,0,127956,12,8
accumulate,128,0,127957,12,7
dispatch,128,0,127957,12,10
multiply,128,0,127957,12,8
combine,128,0,127958,12,8
read,128,0,127958,12,11
response,128,0,127958,12,9
accumulate,128,0,127959,12,8
dispatch,128,0,127959,12,11
multiply,128,0,127959,12,9
combine,128,0,127960,12,9
read,128,0,127960,12,12
response,128,0,127960,12,10
accumulate,128,0,127961,12,9
dispatch,128,0,127961,12,12
multiply,128,0,127961,12,10
combine,128,0,127962,12,10
read,128,0,127962,12,13
response,128,0,127962,12,11
accumulate,128,0,127963,12,10
dispatch,128,0,127963,12,13
multiply,128,0,127963,12,11
combine,128,0,127964,12,11
read,128,0,127964,12,14
response,128,0,127964,12,12
accumulate,128,0,127965,12,11
dispatch,128,0,127965,12,14
multiply,128,0,127965,12,12
combine,128,0,127966,12,12
read,128,0,127966,12,15
response,128,0,127966,12,13
accumulate,128,0,127967,12,12
chunk,128,0,127967,12,1
dispatch,128,0,127967,12,15
multiply,128,0,127967,12,13
combine,128,0,127968,12,13
read,128,0,127968,12,16
response,128,0,127968,12,14
accumulate,128,0,127969,12,13
dispatch,128,0,127969,12,16
multiply,128,0,127969,12,14
combine,128,0,127970,12,14
read,128,0,127970,12,17
response,128,0,127970,12,15
accumulate,128,0,127971,12,14
dispatch,128,0,127971,12,17
multiply,128,0,127971,12,15
combine,128,0,127972,12,15
read,128,0,127972,12,18
response,128,0,127972,12,16
accumulate,128,0,127973,12,15
dispatch,128,0,127973,12,18
multiply,128,0,127973,12,16
combine,128,0,127974,12,16
read,128,0,127974,12,19
response,128,0,127974,12,17
accumulate,128,0,127975,12,16
dispatch,128,0,127975,12,19
multiply,128,0,127975,12,17
combine,128,0,127976,12,17
response,128,0,127976,12,18
accumulate,128,0,127977,12,17
multiply,128,0,127977,12,18
combine,128,0,127978,12,18
response,128,0,127978,12,19
accumulate,128,0,127979,12,18
multiply,128,0,127979,12,19
combine,128,0,127980,12,19
last,128,0,127981,12,19
bias,128,0,127982,12,-1
restart,128,0,127982,12,-1
add,128,0,127983,12,-1
group,128,0,127983,13,-1
chunk,128,0,127984,13,0
round,128,0,127984,12,-1
collect,128,0,127985,12,-1
read,128,0,127985,13,0
dispatch,128,0,127986,13,0
read,128,0,127987,13,1
dispatch,128,0,127988,13,1
read,128,0,127989,13,2
response,128,0,127989,13,0
dispatch,128,0,127990,13,2
multiply,128,0,127990,13,0
combine,128,0,127991,13,0
read,128,0,127991,13,3
response,128,0,127991,13,1
accumulate,128,0,127992,13,0
dispatch,128,0,127992,13,3
multiply,128,0,127992,13,1
combine,128,0,127993,13,1
read,128,0,127993,13,4
response,128,0,127993,13,2
accumulate,128,0,127994,13,1
dispatch,128,0,127994,13,4
multiply,128,0,127994,13,2
combine,128,0,127995,13,2
read,128,0,127995,13,5
response,128,0,127995,13,3
accumulate,128,0,127996,13,2
dispatch,128,0,127996,13,5
multiply,128,0,127996,13,3
combine,128,0,127997,13,3
read,128,0,127997,13,6
response,128,0,127997,13,4
accumulate,128,0,127998,13,3
dispatch,128,0,127998,13,6
multiply,128,0,127998,13,4
combine,128,0,127999,13,4
read,128,0,127999,13,7
response,128,0,127999,13,5
accumulate,128,0,128000,13,4
dispatch,128,0,128000,13,7
multiply,128,0,128000,13,5
combine,128,0,128001,13,5
read,128,0,128001,13,8
response,128,0,128001,13,6
accumulate,128,0,128002,13,5
dispatch,128,0,128002,13,8
multiply,128,0,128002,13,6
combine,128,0,128003,13,6
read,128,0,128003,13,9
response,128,0,128003,13,7
accumulate,128,0,128004,13,6
dispatch,128,0,128004,13,9
multiply,128,0,128004,13,7
combine,128,0,128005,13,7
read,128,0,128005,13,10
response,128,0,128005,13,8
accumulate,128,0,128006,13,7
dispatch,128,0,128006,13,10
multiply,128,0,128006,13,8
combine,128,0,128007,13,8
read,128,0,128007,13,11
response,128,0,128007,13,9
accumulate,128,0,128008,13,8
dispatch,128,0,128008,13,11
multiply,128,0,128008,13,9
combine,128,0,128009,13,9
read,128,0,128009,13,12
response,128,0,128009,13,10
accumulate,128,0,128010,13,9
dispatch,128,0,128010,13,12
multiply,128,0,128010,13,10
combine,128,0,128011,13,10
read,128,0,128011,13,13
response,128,0,128011,13,11
accumulate,128,0,128012,13,10
dispatch,128,0,128012,13,13
multiply,128,0,128012,13,11
combine,128,0,128013,13,11
read,128,0,128013,13,14
response,128,0,128013,13,12
accumulate,128,0,128014,13,11
dispatch,128,0,128014,13,14
multiply,128,0,128014,13,12
combine,128,0,128015,13,12
read,128,0,128015,13,15
response,128,0,128015,13,13
accumulate,128,0,128016,13,12
chunk,128,0,128016,13,1
dispatch,128,0,128016,13,15
multiply,128,0,128016,13,13
combine,128,0,128017,13,13
read,128,0,128017,13,16
response,128,0,128017,13,14
accumulate,128,0,128018,13,13
dispatch,128,0,128018,13,16
multiply,128,0,128018,13,14
combine,128,0,128019,13,14
read,128,0,128019,13,17
response,128,0,128019,13,15
accumulate,128,0,128020,13,14
dispatch,128,0,128020,13,17
multiply,128,0,128020,13,15
combine,128,0,128021,13,15
read,128,0,128021,13,18
response,128,0,128021,13,16
accumulate,128,0,128022,13,15
dispatch,128,0,128022,13,18
multiply,128,0,128022,13,16
combine,128,0,128023,13,16
read,128,0,128023,13,19
response,128,0,128023,13,17
accumulate,128,0,128024,13,16
dispatch,128,0,128024,13,19
multiply,128,0,128024,13,17
combine,128,0,128025,13,17
response,128,0,128025,13,18
accumulate,128,0,128026,13,17
multiply,128,0,128026,13,18
combine,128,0,128027,13,18
response,128,0,128027,13,19
accumulate,128,0,128028,13,18
multiply,128,0,128028,13,19
combine,128,0,128029,13,19
last,128,0,128030,13,19
bias,128,0,128031,13,-1
restart,128,0,128031,13,-1
add,128,0,128032,13,-1
group,128,0,128032,14,-1
chunk,128,0,128033,14,0
round,128,0,128033,13,-1
collect,128,0,128034,13,-1
read,128,0,128034,14,0
dispatch,128,0,128035,14,0
read,128,0,128036,14,1
dispatch,128,0,128037,14,1
read,128,0,128038,14,2
response,128,0,128038,14,0
dispatch,128,0,128039,14,2
multiply,128,0,128039,14,0
combine,128,0,128040,14,0
read,128,0,128040,14,3
response,128,0,128040,14,1
accumulate,128,0,128041,14,0
dispatch,128,0,128041,14,3
multiply,128,0,128041,14,1
combine,128,0,128042,14,1
read,128,0,128042,14,4
response,128,0,128042,14,2
accumulate,128,0,128043,14,1
dispatch,128,0,128043,14,4
multiply,128,0,128043,14,2
combine,128,0,128044,14,2
read,128,0,128044,14,5
response,128,0,128044,14,3
accumulate,128,0,128045,14,2
dispatch,128,0,128045,14,5
multiply,128,0,128045,14,3
combine,128,0,128046,14,3
read,128,0,128046,14,6
response,128,0,128046,14,4
accumulate,128,0,128047,14,3
dispatch,128,0,128047,14,6
multiply,128,0,128047,14,4
combine,128,0,128048,14,4
read,128,0,128048,14,7
response,128,0,128048,14,5
accumulate,128,0,128049,14,4
dispatch,128,0,128049,14,7
multiply,128,0,128049,14,5
combine,128,0,128050,14,5
read,128,0,128050,14,8
response,128,0,128050,14,6
accumulate,128,0,128051,14,5
dispatch,128,0,128051,14,8
multiply,128,0,128051,14,6
combine,128,0,128052,14,6
read,128,0,128052,14,9
response,128,0,128052,14,7
accumulate,128,0,128053,14,6
dispatch,128,0,128053,14,9
multiply,128,0,128053,14,7
combine,128,0,128054,14,7
read,128,0,128054,14,10
response,128,0,128054,14,8
accumulate,128,0,128055,14,7
dispatch,128,0,128055,14,10
multiply,128,0,128055,14,8
combine,128,0,128056,14,8
read,128,0,128056,14,11
response,128,0,128056,14,9
accumulate,128,0,128057,14,8
dispatch,128,0,128057,14,11
multiply,128,0,128057,14,9
combine,128,0,128058,14,9
read,128,0,128058,14,12
response,128,0,128058,14,10
accumulate,128,0,128059,14,9
dispatch,128,0,128059,14,12
multiply,128,0,128059,14,10
combine,128,0,128060,14,10
read,128,0,128060,14,13
response,128,0,128060,14,11
accumulate,128,0,128061,14,10
dispatch,128,0,128061,14,13
multiply,128,0,128061,14,11
combine,128,0,128062,14,11
read,128,0,128062,14,14
response,128,0,128062,14,12
accumulate,128,0,128063,14,11
dispatch,128,0,128063,14,14
multiply,128,0,128063,14,12
combine,128,0,128064,14,12
read,128,0,128064,14,15
response,128,0,128064,14,13
accumulate,128,0,128065,14,12
chunk,128,0,128065,14,1
dispatch,128,0,128065,14,15
multiply,128,0,128065,14,13
combine,128,0,128066,14,13
read,128,0,128066,14,16
response,128,0,128066,14,14
accumulate,128,0,128067,14,13
dispatch,128,0,128067,14,16
multiply,128,0,128067,14,14
combine,128,0,128068,14,14
read,128,0,128068,14,17
response,128,0,128068,14,15
accumulate,128,0,128069,14,14
dispatch,128,0,128069,14,17
multiply,128,0,128069,14,15
combine,128,0,128070,14,15
read,128,0,128070,14,18
response,128,0,128070,14,16
accumulate,128,0,128071,14,15
dispatch,128,0,128071,14,18
multiply,128,0,128071,14,16
combine,128,0,128072,14,16
read,128,0,128072,14,19
response,128,0,128072,14,17
accumulate,128,0,128073,14,16
dispatch,128,0,128073,14,19
multiply,128,0,128073,14,17
combine,128,0,128074,14,17
response,128,0,128074,14,18
accumulate,128,0,128075,14,17
multiply,128,0,128075,14,18
combine,128,0,128076,14,18
response,128,0,128076,14,19
accumulate,128,0,128077,14,18
multiply,128,0,128077,14,19
combine,128,0,128078,14,19
last,128,0,128079,14,19
bias,128,0,128080,14,-1
restart,128,0,128080,14,-1
add,128,0,128081,14,-1
group,128,0,128081,15,-1
chunk,128,0,128082,15,0
round,128,0,128082,14,-1
collect,128,0,128083,14,-1
read,128,0,128083,15,0
