stage,frame,token,input_cycle,output_cycle,elapsed_cycles
patch_queue,12,1,186075,187061,986
embedding,12,1,187061,189033,1972
block0,12,1,189033,193968,4935
block1,12,1,193968,196844,2876
patch_queue,12,2,187062,188048,986
embedding,12,2,188048,190020,1972
block0,12,2,190020,194955,4935
block1,12,2,194955,197831,2876
patch_queue,12,3,188049,189035,986
embedding,12,3,189035,191007,1972
block0,12,3,191007,195942,4935
block1,12,3,195942,198818,2876
patch_queue,12,4,189036,190022,986
embedding,12,4,190022,191994,1972
block0,12,4,191994,196929,4935
block1,12,4,196929,199805,2876
patch_queue,12,5,190023,191009,986
embedding,12,5,191009,192981,1972
block0,12,5,192981,197916,4935
block1,12,5,197916,200792,2876
patch_queue,12,6,191010,191996,986
embedding,12,6,191996,193968,1972
block0,12,6,193968,198903,4935
block1,12,6,198903,201779,2876
patch_queue,12,7,191997,192983,986
embedding,12,7,192983,194955,1972
block0,12,7,194955,199890,4935
block1,12,7,199890,202766,2876
patch_queue,12,8,192984,193970,986
embedding,12,8,193970,195942,1972
block0,12,8,195942,200877,4935
block1,12,8,200877,203753,2876
patch_queue,12,9,193971,194957,986
embedding,12,9,194957,196929,1972
block0,12,9,196929,201864,4935
block1,12,9,201864,204740,2876
patch_queue,12,10,194958,195944,986
embedding,12,10,195944,197916,1972
block0,12,10,197916,202851,4935
block1,12,10,202851,205727,2876
patch_queue,12,11,195945,196931,986
embedding,12,11,196931,198903,1972
block0,12,11,198903,203838,4935
block1,12,11,203838,206714,2876
patch_queue,12,12,196932,197918,986
embedding,12,12,197918,199890,1972
block0,12,12,199890,204825,4935
block1,12,12,204825,207701,2876
patch_queue,12,13,197919,198905,986
embedding,12,13,198905,200877,1972
block0,12,13,200877,205812,4935
block1,12,13,205812,208688,2876
patch_queue,12,14,198906,199892,986
embedding,12,14,199892,201864,1972
block0,12,14,201864,206799,4935
block1,12,14,206799,209675,2876
patch_queue,12,15,199893,200879,986
embedding,12,15,200879,202851,1972
block0,12,15,202851,207786,4935
block1,12,15,207786,210662,2876
head_hidden_first_token,12,0,195857,213955,18098
head_hidden_last_token,12,15,210662,213955,3293
head_output,12,0,213955,214697,742
serializer,12,0,214697,214755,58
patch_queue,13,0,200880,201866,986
embedding,13,0,201866,203838,1972
block0,13,0,203838,208773,4935
block1,13,0,208773,211649,2876
patch_queue,13,1,201867,202853,986
embedding,13,1,202853,204825,1972
block0,13,1,204825,209760,4935
block1,13,1,209760,212636,2876
patch_queue,13,2,202854,203840,986
embedding,13,2,203840,205812,1972
block0,13,2,205812,210747,4935
block1,13,2,210747,213623,2876
patch_queue,13,3,203841,204827,986
embedding,13,3,204827,206799,1972
block0,13,3,206799,211734,4935
block1,13,3,211734,214610,2876
patch_queue,13,4,204828,205814,986
embedding,13,4,205814,207786,1972
block0,13,4,207786,212721,4935
block1,13,4,212721,215597,2876
patch_queue,13,5,205815,206801,986
embedding,13,5,206801,208773,1972
block0,13,5,208773,213708,4935
block1,13,5,213708,216584,2876
patch_queue,13,6,206802,207788,986
embedding,13,6,207788,209760,1972
block0,13,6,209760,214695,4935
block1,13,6,214695,217571,2876
patch_queue,13,7,207789,208775,986
embedding,13,7,208775,210747,1972
block0,13,7,210747,215682,4935
block1,13,7,215682,218558,2876
patch_queue,13,8,208776,209762,986
embedding,13,8,209762,211734,1972
block0,13,8,211734,216669,4935
block1,13,8,216669,219545,2876
patch_queue,13,9,209763,210749,986
embedding,13,9,210749,212721,1972
block0,13,9,212721,217656,4935
block1,13,9,217656,220532,2876
patch_queue,13,10,210750,211736,986
embedding,13,10,211736,213708,1972
block0,13,10,213708,218643,4935
block1,13,10,218643,221519,2876
patch_queue,13,11,211737,212723,986
embedding,13,11,212723,214695,1972
block0,13,11,214695,219630,4935
block1,13,11,219630,222506,2876
patch_queue,13,12,212724,213710,986
embedding,13,12,213710,215682,1972
block0,13,12,215682,220617,4935
block1,13,12,220617,223493,2876
patch_queue,13,13,213711,214697,986
embedding,13,13,214697,216669,1972
block0,13,13,216669,221604,4935
block1,13,13,221604,224480,2876
patch_queue,13,14,214698,215684,986
embedding,13,14,215684,217656,1972
block0,13,14,217656,222591,4935
block1,13,14,222591,225467,2876
patch_queue,13,15,215685,216671,986
embedding,13,15,216671,218643,1972
block0,13,15,218643,223578,4935
block1,13,15,223578,226454,2876
head_hidden_first_token,13,0,211649,229747,18098
head_hidden_last_token,13,15,226454,229747,3293
head_output,13,0,229747,230489,742
serializer,13,0,230489,230547,58
patch_queue,14,0,216672,217658,986
embedding,14,0,217658,219630,1972
block0,14,0,219630,224565,4935
block1,14,0,224565,227441,2876
patch_queue,14,1,217659,218645,986
embedding,14,1,218645,220617,1972
block0,14,1,220617,225552,4935
block1,14,1,225552,228428,2876
patch_queue,14,2,218646,219632,986
embedding,14,2,219632,221604,1972
block0,14,2,221604,226539,4935
block1,14,2,226539,229415,2876
patch_queue,14,3,219633,220619,986
embedding,14,3,220619,222591,1972
block0,14,3,222591,227526,4935
block1,14,3,227526,230402,2876
patch_queue,14,4,220620,221606,986
embedding,14,4,221606,223578,1972
block0,14,4,223578,228513,4935
block1,14,4,228513,231389,2876
patch_queue,14,5,221607,222593,986
embedding,14,5,222593,224565,1972
block0,14,5,224565,229500,4935
block1,14,5,229500,232376,2876
patch_queue,14,6,222594,223580,986
embedding,14,6,223580,225552,1972
block0,14,6,225552,230487,4935
block1,14,6,230487,233363,2876
patch_queue,14,7,223581,224567,986
embedding,14,7,224567,226539,1972
block0,14,7,226539,231474,4935
block1,14,7,231474,234350,2876
patch_queue,14,8,224568,225554,986
embedding,14,8,225554,227526,1972
block0,14,8,227526,232461,4935
block1,14,8,232461,235337,2876
patch_queue,14,9,225555,226541,986
embedding,14,9,226541,228513,1972
block0,14,9,228513,233448,4935
block1,14,9,233448,236324,2876
patch_queue,14,10,226542,227528,986
embedding,14,10,227528,229500,1972
block0,14,10,229500,234435,4935
block1,14,10,234435,237311,2876
patch_queue,14,11,227529,228515,986
embedding,14,11,228515,230487,1972
block0,14,11,230487,235422,4935
block1,14,11,235422,238298,2876
patch_queue,14,12,228516,229502,986
embedding,14,12,229502,231474,1972
block0,14,12,231474,236409,4935
block1,14,12,236409,239285,2876
patch_queue,14,13,229503,230489,986
embedding,14,13,230489,232461,1972
block0,14,13,232461,237396,4935
block1,14,13,237396,240272,2876
patch_queue,14,14,230490,231476,986
embedding,14,14,231476,233448,1972
block0,14,14,233448,238383,4935
block1,14,14,238383,241259,2876
patch_queue,14,15,231477,232463,986
embedding,14,15,232463,234435,1972
block0,14,15,234435,239370,4935
block1,14,15,239370,242246,2876
head_hidden_first_token,14,0,227441,245539,18098
head_hidden_last_token,14,15,242246,245539,3293
head_output,14,0,245539,246281,742
serializer,14,0,246281,246339,58
patch_queue,15,0,232464,233450,986
embedding,15,0,233450,235422,1972
block0,15,0,235422,240357,4935
block1,15,0,240357,243233,2876
patch_queue,15,1,233451,234437,986
embedding,15,1,234437,236409,1972
block0,15,1,236409,241344,4935
block1,15,1,241344,244220,2876
patch_queue,15,2,234438,235424,986
embedding,15,2,235424,237396,1972
block0,15,2,237396,242331,4935
block1,15,2,242331,245207,2876
patch_queue,15,3,235425,236411,986
embedding,15,3,236411,238383,1972
block0,15,3,238383,243318,4935
block1,15,3,243318,246194,2876
patch_queue,15,4,236412,237398,986
embedding,15,4,237398,239370,1972
block0,15,4,239370,244305,4935
block1,15,4,244305,247181,2876
patch_queue,15,5,237399,238385,986
embedding,15,5,238385,240357,1972
block0,15,5,240357,245292,4935
block1,15,5,245292,248168,2876
patch_queue,15,6,238386,239372,986
embedding,15,6,239372,241344,1972
block0,15,6,241344,246279,4935
block1,15,6,246279,249155,2876
patch_queue,15,7,239373,240359,986
embedding,15,7,240359,242331,1972
block0,15,7,242331,247266,4935
block1,15,7,247266,250142,2876
patch_queue,15,8,240360,241346,986
embedding,15,8,241346,243318,1972
block0,15,8,243318,248253,4935
block1,15,8,248253,251129,2876
patch_queue,15,9,241347,242333,986
embedding,15,9,242333,244305,1972
block0,15,9,244305,249240,4935
block1,15,9,249240,252116,2876
patch_queue,15,10,242334,243320,986
embedding,15,10,243320,245292,1972
block0,15,10,245292,250227,4935
block1,15,10,250227,253103,2876
patch_queue,15,11,243321,244307,986
embedding,15,11,244307,246279,1972
block0,15,11,246279,251214,4935
block1,15,11,251214,254090,2876
patch_queue,15,12,244308,245294,986
embedding,15,12,245294,247266,1972
block0,15,12,247266,252201,4935
block1,15,12,252201,255077,2876
patch_queue,15,13,245295,246281,986
embedding,15,13,246281,248253,1972
block0,15,13,248253,253188,4935
block1,15,13,253188,256064,2876
patch_queue,15,14,246282,247268,986
embedding,15,14,247268,249240,1972
block0,15,14,249240,254175,4935
block1,15,14,254175,257051,2876
patch_queue,15,15,247269,248255,986
embedding,15,15,248255,250227,1972
block0,15,15,250227,255162,4935
block1,15,15,255162,258038,2876
head_hidden_first_token,15,0,243233,261331,18098
head_hidden_last_token,15,15,258038,261331,3293
head_output,15,0,261331,262073,742
serializer,15,0,262073,262131,58
patch_queue,16,0,248256,249242,986
embedding,16,0,249242,251214,1972
block0,16,0,251214,256149,4935
block1,16,0,256149,259025,2876
patch_queue,16,1,249243,250229,986
embedding,16,1,250229,252201,1972
block0,16,1,252201,257136,4935
block1,16,1,257136,260012,2876
patch_queue,16,2,250230,251216,986
embedding,16,2,251216,253188,1972
block0,16,2,253188,258123,4935
block1,16,2,258123,260999,2876
patch_queue,16,3,251217,252203,986
embedding,16,3,252203,254175,1972
block0,16,3,254175,259110,4935
block1,16,3,259110,261986,2876
patch_queue,16,4,252204,253190,986
embedding,16,4,253190,255162,1972
block0,16,4,255162,260097,4935
block1,16,4,260097,262973,2876
patch_queue,16,5,253191,254177,986
embedding,16,5,254177,256149,1972
block0,16,5,256149,261084,4935
block1,16,5,261084,263960,2876
patch_queue,16,6,254178,255164,986
embedding,16,6,255164,257136,1972
block0,16,6,257136,262071,4935
block1,16,6,262071,264947,2876
patch_queue,16,7,255165,256151,986
embedding,16,7,256151,258123,1972
block0,16,7,258123,263058,4935
block1,16,7,263058,265934,2876
patch_queue,16,8,256152,257138,986
embedding,16,8,257138,259110,1972
block0,16,8,259110,264045,4935
block1,16,8,264045,266921,2876
patch_queue,16,9,257139,258125,986
embedding,16,9,258125,260097,1972
block0,16,9,260097,265032,4935
block1,16,9,265032,267908,2876
patch_queue,16,10,258126,259112,986
embedding,16,10,259112,261084,1972
block0,16,10,261084,266019,4935
block1,16,10,266019,268895,2876
patch_queue,16,11,259113,260099,986
embedding,16,11,260099,262071,1972
block0,16,11,262071,267006,4935
block1,16,11,267006,269882,2876
patch_queue,16,12,260100,261086,986
embedding,16,12,261086,263058,1972
block0,16,12,263058,267993,4935
block1,16,12,267993,270869,2876
patch_queue,16,13,261087,262073,986
embedding,16,13,262073,264045,1972
block0,16,13,264045,268980,4935
block1,16,13,268980,271856,2876
patch_queue,16,14,262074,263060,986
embedding,16,14,263060,265032,1972
block0,16,14,265032,269967,4935
block1,16,14,269967,272843,2876
patch_queue,16,15,263061,264047,986
embedding,16,15,264047,266019,1972
block0,16,15,266019,270954,4935
block1,16,15,270954,273830,2876
head_hidden_first_token,16,0,259025,277123,18098
head_hidden_last_token,16,15,273830,277123,3293
head_output,16,0,277123,277865,742
serializer,16,0,277865,277923,58
patch_queue,17,0,264048,265034,986
embedding,17,0,265034,267006,1972
block0,17,0,267006,271941,4935
block1,17,0,271941,274817,2876
patch_queue,17,1,265035,266021,986
embedding,17,1,266021,267993,1972
block0,17,1,267993,272928,4935
block1,17,1,272928,275804,2876
patch_queue,17,2,266022,267008,986
embedding,17,2,267008,268980,1972
block0,17,2,268980,273915,4935
block1,17,2,273915,276791,2876
patch_queue,17,3,267009,267995,986
embedding,17,3,267995,269967,1972
block0,17,3,269967,274902,4935
block1,17,3,274902,277778,2876
patch_queue,17,4,267996,268982,986
embedding,17,4,268982,270954,1972
block0,17,4,270954,275889,4935
block1,17,4,275889,278765,2876
patch_queue,17,5,268983,269969,986
embedding,17,5,269969,271941,1972
block0,17,5,271941,276876,4935
block1,17,5,276876,279752,2876
patch_queue,17,6,269970,270956,986
embedding,17,6,270956,272928,1972
block0,17,6,272928,277863,4935
block1,17,6,277863,280739,2876
patch_queue,17,7,270957,271943,986
embedding,17,7,271943,273915,1972
block0,17,7,273915,278850,4935
block1,17,7,278850,281726,2876
patch_queue,17,8,271944,272930,986
embedding,17,8,272930,274902,1972
block0,17,8,274902,279837,4935
block1,17,8,279837,282713,2876
patch_queue,17,9,272931,273917,986
embedding,17,9,273917,275889,1972
block0,17,9,275889,280824,4935
block1,17,9,280824,283700,2876
patch_queue,17,10,273918,274904,986
embedding,17,10,274904,276876,1972
block0,17,10,276876,281811,4935
block1,17,10,281811,284687,2876
patch_queue,17,11,274905,275891,986
embedding,17,11,275891,277863,1972
block0,17,11,277863,282798,4935
block1,17,11,282798,285674,2876
patch_queue,17,12,275892,276878,986
embedding,17,12,276878,278850,1972
block0,17,12,278850,283785,4935
block1,17,12,283785,286661,2876
patch_queue,17,13,276879,277865,986
embedding,17,13,277865,279837,1972
block0,17,13,279837,284772,4935
block1,17,13,284772,287648,2876
patch_queue,17,14,277866,278852,986
embedding,17,14,278852,280824,1972
block0,17,14,280824,285759,4935
block1,17,14,285759,288635,2876
patch_queue,17,15,278853,279839,986
embedding,17,15,279839,281811,1972
block0,17,15,281811,286746,4935
block1,17,15,286746,289622,2876
head_hidden_first_token,17,0,274817,292915,18098
head_hidden_last_token,17,15,289622,292915,3293
head_output,17,0,292915,293657,742
serializer,17,0,293657,293715,58
patch_queue,18,0,279840,280826,986
embedding,18,0,280826,282798,1972
block0,18,0,282798,287733,4935
block1,18,0,287733,290609,2876
patch_queue,18,1,280827,281813,986
embedding,18,1,281813,283785,1972
block0,18,1,283785,288720,4935
block1,18,1,288720,291596,2876
patch_queue,18,2,281814,282800,986
embedding,18,2,282800,284772,1972
block0,18,2,284772,289707,4935
block1,18,2,289707,292583,2876
patch_queue,18,3,282801,283787,986
embedding,18,3,283787,285759,1972
block0,18,3,285759,290694,4935
block1,18,3,290694,293570,2876
patch_queue,18,4,283788,284774,986
embedding,18,4,284774,286746,1972
block0,18,4,286746,291681,4935
block1,18,4,291681,294557,2876
patch_queue,18,5,284775,285761,986
embedding,18,5,285761,287733,1972
block0,18,5,287733,292668,4935
block1,18,5,292668,295544,2876
patch_queue,18,6,285762,286748,986
embedding,18,6,286748,288720,1972
block0,18,6,288720,293655,4935
block1,18,6,293655,296531,2876
patch_queue,18,7,286749,287735,986
embedding,18,7,287735,289707,1972
block0,18,7,289707,294642,4935
block1,18,7,294642,297518,2876
patch_queue,18,8,287736,288722,986
embedding,18,8,288722,290694,1972
block0,18,8,290694,295629,4935
block1,18,8,295629,298505,2876
patch_queue,18,9,288723,289709,986
embedding,18,9,289709,291681,1972
block0,18,9,291681,296616,4935
block1,18,9,296616,299492,2876
patch_queue,18,10,289710,290696,986
embedding,18,10,290696,292668,1972
block0,18,10,292668,297603,4935
block1,18,10,297603,300479,2876
patch_queue,18,11,290697,291683,986
embedding,18,11,291683,293655,1972
block0,18,11,293655,298590,4935
block1,18,11,298590,301466,2876
patch_queue,18,12,291684,292670,986
embedding,18,12,292670,294642,1972
block0,18,12,294642,299577,4935
block1,18,12,299577,302453,2876
patch_queue,18,13,292671,293657,986
embedding,18,13,293657,295629,1972
block0,18,13,295629,300564,4935
block1,18,13,300564,303440,2876
patch_queue,18,14,293658,294644,986
embedding,18,14,294644,296616,1972
block0,18,14,296616,301551,4935
block1,18,14,301551,304427,2876
patch_queue,18,15,294645,295631,986
embedding,18,15,295631,297603,1972
block0,18,15,297603,302538,4935
block1,18,15,302538,305414,2876
head_hidden_first_token,18,0,290609,308707,18098
head_hidden_last_token,18,15,305414,308707,3293
head_output,18,0,308707,309449,742
serializer,18,0,309449,309507,58
patch_queue,19,0,295632,296618,986
embedding,19,0,296618,298590,1972
block0,19,0,298590,303525,4935
block1,19,0,303525,306401,2876
patch_queue,19,1,296619,297605,986
embedding,19,1,297605,299577,1972
block0,19,1,299577,304512,4935
block1,19,1,304512,307388,2876
patch_queue,19,2,297606,298592,986
embedding,19,2,298592,300564,1972
block0,19,2,300564,305499,4935
block1,19,2,305499,308375,2876
patch_queue,19,3,298593,299579,986
embedding,19,3,299579,301551,1972
block0,19,3,301551,306486,4935
block1,19,3,306486,309362,2876
patch_queue,19,4,299580,300566,986
embedding,19,4,300566,302538,1972
block0,19,4,302538,307473,4935
block1,19,4,307473,310349,2876
patch_queue,19,5,300567,301553,986
embedding,19,5,301553,303525,1972
block0,19,5,303525,308460,4935
block1,19,5,308460,311336,2876
patch_queue,19,6,301554,302540,986
embedding,19,6,302540,304512,1972
block0,19,6,304512,309447,4935
block1,19,6,309447,312323,2876
patch_queue,19,7,302541,303527,986
embedding,19,7,303527,305499,1972
block0,19,7,305499,310434,4935
block1,19,7,310434,313310,2876
patch_queue,19,8,303528,304514,986
embedding,19,8,304514,306486,1972
block0,19,8,306486,311421,4935
block1,19,8,311421,314297,2876
patch_queue,19,9,304515,305501,986
embedding,19,9,305501,307473,1972
block0,19,9,307473,312408,4935
block1,19,9,312408,315284,2876
patch_queue,19,10,305502,306488,986
embedding,19,10,306488,308460,1972
block0,19,10,308460,313395,4935
block1,19,10,313395,316271,2876
patch_queue,19,11,306489,307475,986
embedding,19,11,307475,309447,1972
block0,19,11,309447,314382,4935
block1,19,11,314382,317258,2876
patch_queue,19,12,307476,308462,986
embedding,19,12,308462,310434,1972
block0,19,12,310434,315369,4935
block1,19,12,315369,318245,2876
patch_queue,19,13,308463,309449,986
embedding,19,13,309449,311421,1972
block0,19,13,311421,316356,4935
block1,19,13,316356,319232,2876
patch_queue,19,14,309450,310436,986
embedding,19,14,310436,312408,1972
block0,19,14,312408,317343,4935
block1,19,14,317343,320219,2876
patch_queue,19,15,310437,311423,986
embedding,19,15,311423,313395,1972
block0,19,15,313395,318330,4935
block1,19,15,318330,321206,2876
head_hidden_first_token,19,0,306401,324499,18098
head_hidden_last_token,19,15,321206,324499,3293
head_output,19,0,324499,325241,742
serializer,19,0,325241,325299,58
patch_queue,20,0,311424,312410,986
embedding,20,0,312410,314382,1972
block0,20,0,314382,319317,4935
block1,20,0,319317,322193,2876
patch_queue,20,1,312411,313397,986
embedding,20,1,313397,315369,1972
block0,20,1,315369,320304,4935
block1,20,1,320304,323180,2876
patch_queue,20,2,313398,314384,986
embedding,20,2,314384,316356,1972
block0,20,2,316356,321291,4935
block1,20,2,321291,324167,2876
patch_queue,20,3,314385,315371,986
embedding,20,3,315371,317343,1972
block0,20,3,317343,322278,4935
block1,20,3,322278,325154,2876
patch_queue,20,4,315372,316358,986
embedding,20,4,316358,318330,1972
block0,20,4,318330,323265,4935
block1,20,4,323265,326141,2876
patch_queue,20,5,316359,317345,986
embedding,20,5,317345,319317,1972
block0,20,5,319317,324252,4935
block1,20,5,324252,327128,2876
patch_queue,20,6,317346,318332,986
embedding,20,6,318332,320304,1972
block0,20,6,320304,325239,4935
block1,20,6,325239,328115,2876
patch_queue,20,7,318333,319319,986
embedding,20,7,319319,321291,1972
block0,20,7,321291,326226,4935
block1,20,7,326226,329102,2876
patch_queue,20,8,319320,320306,986
embedding,20,8,320306,322278,1972
block0,20,8,322278,327213,4935
block1,20,8,327213,330089,2876
patch_queue,20,9,320307,321293,986
embedding,20,9,321293,323265,1972
block0,20,9,323265,328200,4935
block1,20,9,328200,331076,2876
patch_queue,20,10,321294,322280,986
embedding,20,10,322280,324252,1972
block0,20,10,324252,329187,4935
block1,20,10,329187,332063,2876
patch_queue,20,11,322281,323267,986
embedding,20,11,323267,325239,1972
block0,20,11,325239,330174,4935
block1,20,11,330174,333050,2876
patch_queue,20,12,323268,324254,986
embedding,20,12,324254,326226,1972
block0,20,12,326226,331161,4935
block1,20,12,331161,334037,2876
patch_queue,20,13,324255,325241,986
embedding,20,13,325241,327213,1972
block0,20,13,327213,332148,4935
block1,20,13,332148,335024,2876
patch_queue,20,14,325242,326228,986
embedding,20,14,326228,328200,1972
block0,20,14,328200,333135,4935
block1,20,14,333135,336011,2876
patch_queue,20,15,326229,327215,986
embedding,20,15,327215,329187,1972
block0,20,15,329187,334122,4935
block1,20,15,334122,336998,2876
head_hidden_first_token,20,0,322193,340291,18098
head_hidden_last_token,20,15,336998,340291,3293
head_output,20,0,340291,341033,742
serializer,20,0,341033,341091,58
patch_queue,21,0,327216,328202,986
embedding,21,0,328202,330174,1972
block0,21,0,330174,335109,4935
block1,21,0,335109,337985,2876
patch_queue,21,1,328203,329189,986
embedding,21,1,329189,331161,1972
block0,21,1,331161,336096,4935
block1,21,1,336096,338972,2876
patch_queue,21,2,329190,330176,986
embedding,21,2,330176,332148,1972
block0,21,2,332148,337083,4935
block1,21,2,337083,339959,2876
patch_queue,21,3,330177,331163,986
embedding,21,3,331163,333135,1972
block0,21,3,333135,338070,4935
block1,21,3,338070,340946,2876
patch_queue,21,4,331164,332150,986
embedding,21,4,332150,334122,1972
block0,21,4,334122,339057,4935
block1,21,4,339057,341933,2876
patch_queue,21,5,332151,333137,986
embedding,21,5,333137,335109,1972
block0,21,5,335109,340044,4935
block1,21,5,340044,342920,2876
patch_queue,21,6,333138,334124,986
embedding,21,6,334124,336096,1972
block0,21,6,336096,341031,4935
block1,21,6,341031,343907,2876
patch_queue,21,7,334125,335111,986
embedding,21,7,335111,337083,1972
block0,21,7,337083,342018,4935
block1,21,7,342018,344894,2876
patch_queue,21,8,335112,336098,986
embedding,21,8,336098,338070,1972
block0,21,8,338070,343005,4935
block1,21,8,343005,345881,2876
patch_queue,21,9,336099,337085,986
embedding,21,9,337085,339057,1972
block0,21,9,339057,343992,4935
block1,21,9,343992,346868,2876
patch_queue,21,10,337086,338072,986
embedding,21,10,338072,340044,1972
block0,21,10,340044,344979,4935
block1,21,10,344979,347855,2876
patch_queue,21,11,338073,339059,986
embedding,21,11,339059,341031,1972
block0,21,11,341031,345966,4935
block1,21,11,345966,348842,2876
patch_queue,21,12,339060,340046,986
embedding,21,12,340046,342018,1972
block0,21,12,342018,346953,4935
block1,21,12,346953,349829,2876
patch_queue,21,13,340047,341033,986
embedding,21,13,341033,343005,1972
block0,21,13,343005,347940,4935
block1,21,13,347940,350816,2876
patch_queue,21,14,341034,342020,986
embedding,21,14,342020,343992,1972
block0,21,14,343992,348927,4935
block1,21,14,348927,351803,2876
patch_queue,21,15,342021,343007,986
embedding,21,15,343007,344979,1972
block0,21,15,344979,349914,4935
block1,21,15,349914,352790,2876
head_hidden_first_token,21,0,337985,356083,18098
head_hidden_last_token,21,15,352790,356083,3293
head_output,21,0,356083,356825,742
serializer,21,0,356825,356883,58
patch_queue,22,0,343008,343994,986
embedding,22,0,343994,345966,1972
block0,22,0,345966,350901,4935
block1,22,0,350901,353777,2876
patch_queue,22,1,343995,344981,986
embedding,22,1,344981,346953,1972
block0,22,1,346953,351888,4935
block1,22,1,351888,354764,2876
patch_queue,22,2,344982,345968,986
embedding,22,2,345968,347940,1972
block0,22,2,347940,352875,4935
block1,22,2,352875,355751,2876
patch_queue,22,3,345969,346955,986
embedding,22,3,346955,348927,1972
block0,22,3,348927,353862,4935
block1,22,3,353862,356738,2876
patch_queue,22,4,346956,347942,986
embedding,22,4,347942,349914,1972
block0,22,4,349914,354849,4935
block1,22,4,354849,357725,2876
patch_queue,22,5,347943,348929,986
embedding,22,5,348929,350901,1972
block0,22,5,350901,355836,4935
block1,22,5,355836,358712,2876
patch_queue,22,6,348930,349916,986
embedding,22,6,349916,351888,1972
block0,22,6,351888,356823,4935
block1,22,6,356823,359699,2876
patch_queue,22,7,349917,350903,986
embedding,22,7,350903,352875,1972
block0,22,7,352875,357810,4935
block1,22,7,357810,360686,2876
patch_queue,22,8,350904,351890,986
embedding,22,8,351890,353862,1972
block0,22,8,353862,358797,4935
block1,22,8,358797,361673,2876
patch_queue,22,9,351891,352877,986
embedding,22,9,352877,354849,1972
block0,22,9,354849,359784,4935
block1,22,9,359784,362660,2876
patch_queue,22,10,352878,353864,986
embedding,22,10,353864,355836,1972
block0,22,10,355836,360771,4935
block1,22,10,360771,363647,2876
patch_queue,22,11,353865,354851,986
embedding,22,11,354851,356823,1972
block0,22,11,356823,361758,4935
block1,22,11,361758,364634,2876
patch_queue,22,12,354852,355838,986
embedding,22,12,355838,357810,1972
block0,22,12,357810,362745,4935
block1,22,12,362745,365621,2876
patch_queue,22,13,355839,356825,986
embedding,22,13,356825,358797,1972
block0,22,13,358797,363732,4935
block1,22,13,363732,366608,2876
patch_queue,22,14,356826,357812,986
embedding,22,14,357812,359784,1972
block0,22,14,359784,364719,4935
block1,22,14,364719,367595,2876
patch_queue,22,15,357813,358799,986
embedding,22,15,358799,360771,1972
block0,22,15,360771,365706,4935
block1,22,15,365706,368582,2876
head_hidden_first_token,22,0,353777,371875,18098
head_hidden_last_token,22,15,368582,371875,3293
head_output,22,0,371875,372617,742
serializer,22,0,372617,372675,58
patch_queue,23,0,358800,359786,986
embedding,23,0,359786,361758,1972
block0,23,0,361758,366693,4935
block1,23,0,366693,369569,2876
patch_queue,23,1,359787,360773,986
embedding,23,1,360773,362745,1972
block0,23,1,362745,367680,4935
block1,23,1,367680,370556,2876
patch_queue,23,2,360774,361760,986
embedding,23,2,361760,363732,1972
block0,23,2,363732,368667,4935
block1,23,2,368667,371543,2876
patch_queue,23,3,361761,362747,986
embedding,23,3,362747,364719,1972
block0,23,3,364719,369654,4935
block1,23,3,369654,372530,2876
patch_queue,23,4,362748,363734,986
embedding,23,4,363734,365706,1972
block0,23,4,365706,370641,4935
block1,23,4,370641,373517,2876
patch_queue,23,5,363735,364721,986
embedding,23,5,364721,366693,1972
block0,23,5,366693,371628,4935
block1,23,5,371628,374504,2876
patch_queue,23,6,364722,365708,986
embedding,23,6,365708,367680,1972
block0,23,6,367680,372615,4935
block1,23,6,372615,375491,2876
patch_queue,23,7,365709,366695,986
embedding,23,7,366695,368667,1972
block0,23,7,368667,373602,4935
block1,23,7,373602,376478,2876
patch_queue,23,8,366696,367682,986
embedding,23,8,367682,369654,1972
block0,23,8,369654,374589,4935
block1,23,8,374589,377465,2876
patch_queue,23,9,367683,368669,986
embedding,23,9,368669,370641,1972
block0,23,9,370641,375576,4935
block1,23,9,375576,378452,2876
patch_queue,23,10,368670,369656,986
embedding,23,10,369656,371628,1972
block0,23,10,371628,376563,4935
block1,23,10,376563,379439,2876
patch_queue,23,11,369657,370643,986
embedding,23,11,370643,372615,1972
block0,23,11,372615,377550,4935
block1,23,11,377550,380426,2876
patch_queue,23,12,370644,371630,986
embedding,23,12,371630,373602,1972
block0,23,12,373602,378537,4935
block1,23,12,378537,381413,2876
patch_queue,23,13,371631,372617,986
embedding,23,13,372617,374589,1972
block0,23,13,374589,379524,4935
block1,23,13,379524,382400,2876
patch_queue,23,14,372618,373604,986
embedding,23,14,373604,375576,1972
block0,23,14,375576,380511,4935
block1,23,14,380511,383387,2876
patch_queue,23,15,373605,374591,986
embedding,23,15,374591,376563,1972
block0,23,15,376563,381498,4935
block1,23,15,381498,384374,2876
head_hidden_first_token,23,0,369569,387667,18098
head_hidden_last_token,23,15,384374,387667,3293
head_output,23,0,387667,388409,742
serializer,23,0,388409,388467,58
patch_queue,24,0,374592,375578,986
embedding,24,0,375578,377550,1972
block0,24,0,377550,382485,4935
block1,24,0,382485,385361,2876
patch_queue,24,1,375579,376565,986
embedding,24,1,376565,378537,1972
block0,24,1,378537,383472,4935
block1,24,1,383472,386348,2876
patch_queue,24,2,376566,377552,986
embedding,24,2,377552,379524,1972
block0,24,2,379524,384459,4935
block1,24,2,384459,387335,2876
patch_queue,24,3,377553,378539,986
embedding,24,3,378539,380511,1972
