SWAY_PERF_BEGIN,64,14
SWAY_PERF_INPUT_FRAME,0,2,321
SWAY_PROFILE,block1_in,14,8,139961
SWAY_PROFILE,embedding_in,14,15,139963
SWAY_PROFILE,head_in,14,4,139963
SWAY_PROFILE,patch_ready,15,0,139964
SWAY_PROFILE,head_output_in,13,0,140302
SWAY_PROFILE,block0_in,14,14,140551
SWAY_PROFILE,block1_in,14,9,140551
SWAY_PROFILE,embedding_in,15,0,140553
SWAY_PROFILE,head_in,14,5,140553
SWAY_PROFILE,patch_ready,15,1,140554
SWAY_PROFILE,serialize_in,13,0,141044
SWAY_PERF_OUTPUT,741,7,141046
SWAY_PERF_OUTPUT,742,7,141047
SWAY_PERF_OUTPUT,743,6,141048
SWAY_PERF_OUTPUT,744,6,141049
SWAY_PERF_OUTPUT,745,12,141050
SWAY_PERF_OUTPUT,746,16,141051
SWAY_PERF_OUTPUT,747,19,141052
SWAY_PERF_OUTPUT,748,1,141053
SWAY_PERF_OUTPUT,749,-2,141054
SWAY_PERF_OUTPUT,750,-3,141055
SWAY_PERF_OUTPUT,751,9,141056
SWAY_PERF_OUTPUT,752,10,141057
SWAY_PERF_OUTPUT,753,11,141058
SWAY_PERF_OUTPUT,754,11,141059
SWAY_PERF_OUTPUT,755,4,141060
SWAY_PERF_OUTPUT,756,2,141061
SWAY_PERF_OUTPUT,757,0,141062
SWAY_PERF_OUTPUT,758,0,141063
SWAY_PERF_OUTPUT,759,7,141064
SWAY_PERF_OUTPUT,760,63,141065
SWAY_PERF_OUTPUT,761,63,141066
SWAY_PERF_OUTPUT,762,63,141067
SWAY_PERF_OUTPUT,763,62,141068
SWAY_PERF_OUTPUT,764,62,141069
SWAY_PERF_OUTPUT,765,63,141070
SWAY_PERF_OUTPUT,766,61,141071
SWAY_PERF_OUTPUT,767,62,141072
SWAY_PERF_OUTPUT,768,63,141073
SWAY_PERF_OUTPUT,769,61,141074
SWAY_PERF_OUTPUT,770,62,141075
SWAY_PERF_OUTPUT,771,62,141076
SWAY_PERF_OUTPUT,772,63,141077
SWAY_PERF_OUTPUT,773,61,141078
SWAY_PERF_OUTPUT,774,62,141079
SWAY_PERF_OUTPUT,775,62,141080
SWAY_PERF_OUTPUT,776,63,141081
SWAY_PERF_OUTPUT,777,60,141082
SWAY_PERF_OUTPUT,778,63,141083
SWAY_PERF_OUTPUT,779,-7,141084
SWAY_PERF_OUTPUT,780,2,141085
SWAY_PERF_OUTPUT,781,13,141086
SWAY_PERF_OUTPUT,782,17,141087
SWAY_PERF_OUTPUT,783,9,141088
SWAY_PERF_OUTPUT,784,5,141089
SWAY_PERF_OUTPUT,785,2,141090
SWAY_PERF_OUTPUT,786,9,141091
SWAY_PERF_OUTPUT,787,2,141092
SWAY_PERF_OUTPUT,788,-4,141093
SWAY_PERF_OUTPUT,789,-7,141094
SWAY_PERF_OUTPUT,790,-17,141095
SWAY_PERF_OUTPUT,791,-28,141096
SWAY_PERF_OUTPUT,792,-29,141097
SWAY_PERF_OUTPUT,793,-7,141098
SWAY_PERF_OUTPUT,794,-16,141099
SWAY_PERF_OUTPUT,795,-27,141100
SWAY_PERF_OUTPUT,796,-29,141101
SWAY_PERF_OUTPUT,797,10,141102
SWAY_PERF_FRAME,13,141046,141102
SWAY_PROFILE,block0_in,14,15,141141
SWAY_PROFILE,block1_in,14,10,141141
SWAY_PROFILE,embedding_in,15,1,141143
SWAY_PROFILE,head_in,14,6,141143
SWAY_PROFILE,patch_ready,15,2,141144
SWAY_PROFILE,block0_in,15,0,141731
SWAY_PROFILE,block1_in,14,11,141731
SWAY_PROFILE,embedding_in,15,2,141733
SWAY_PROFILE,head_in,14,7,141733
SWAY_PROFILE,patch_ready,15,3,141734
SWAY_PROFILE,block0_in,15,1,142323
SWAY_PROFILE,block1_in,14,12,142323
SWAY_PROFILE,embedding_in,15,3,142325
SWAY_PROFILE,head_in,14,8,142325
SWAY_PROFILE,patch_ready,15,4,142326
SWAY_PROFILE,block0_in,15,2,142913
SWAY_PROFILE,block1_in,14,13,142913
SWAY_PROFILE,embedding_in,15,4,142915
SWAY_PROFILE,head_in,14,9,142915
SWAY_PROFILE,patch_ready,15,5,142916
SWAY_PROFILE,block0_in,15,3,143503
SWAY_PROFILE,block1_in,14,14,143503
SWAY_PROFILE,embedding_in,15,5,143505
SWAY_PROFILE,head_in,14,10,143505
SWAY_PROFILE,patch_ready,15,6,143506
SWAY_PROFILE,block0_in,15,4,144093
SWAY_PROFILE,block1_in,14,15,144093
SWAY_PROFILE,embedding_in,15,6,144095
SWAY_PROFILE,head_in,14,11,144095
SWAY_PROFILE,patch_ready,15,7,144096
SWAY_PROFILE,block0_in,15,5,144685
SWAY_PROFILE,block1_in,15,0,144685
SWAY_PROFILE,embedding_in,15,7,144687
SWAY_PROFILE,head_in,14,12,144687
SWAY_PROFILE,patch_ready,15,8,144688
SWAY_PROFILE,block0_in,15,6,145275
SWAY_PROFILE,block1_in,15,1,145275
SWAY_PROFILE,embedding_in,15,8,145277
SWAY_PROFILE,head_in,14,13,145277
SWAY_PROFILE,patch_ready,15,9,145278
SWAY_PROFILE,block0_in,15,7,145865
SWAY_PROFILE,block1_in,15,2,145865
SWAY_PROFILE,embedding_in,15,9,145867
SWAY_PROFILE,head_in,14,14,145867
SWAY_PROFILE,patch_ready,15,10,145868
SWAY_PROFILE,block0_in,15,8,146455
SWAY_PROFILE,block1_in,15,3,146455
SWAY_PROFILE,embedding_in,15,10,146457
SWAY_PROFILE,head_in,14,15,146457
SWAY_PROFILE,patch_ready,15,11,146458
SWAY_PROFILE,block0_in,15,9,147047
SWAY_PROFILE,block1_in,15,4,147047
SWAY_PROFILE,embedding_in,15,11,147049
SWAY_PROFILE,head_in,15,0,147049
SWAY_PROFILE,patch_ready,15,12,147050
SWAY_PROFILE,block0_in,15,10,147637
SWAY_PROFILE,block1_in,15,5,147637
SWAY_PROFILE,embedding_in,15,12,147639
SWAY_PROFILE,head_in,15,1,147639
SWAY_PROFILE,patch_ready,15,13,147640
SWAY_PROFILE,block0_in,15,11,148227
SWAY_PROFILE,block1_in,15,6,148227
SWAY_PROFILE,embedding_in,15,13,148229
SWAY_PROFILE,head_in,15,2,148229
SWAY_PROFILE,patch_ready,15,14,148230
SWAY_PROFILE,block0_in,15,12,148817
SWAY_PROFILE,block1_in,15,7,148817
SWAY_PROFILE,embedding_in,15,14,148819
SWAY_PROFILE,head_in,15,3,148819
SWAY_PROFILE,patch_ready,15,15,148820
SWAY_PERF_INPUT_FRAME,17,139663,149110
SWAY_PROFILE,block0_in,15,13,149409
SWAY_PROFILE,block1_in,15,8,149409
SWAY_PROFILE,embedding_in,15,15,149411
SWAY_PROFILE,head_in,15,4,149411
SWAY_PROFILE,patch_ready,16,0,149412
SWAY_PROFILE,head_output_in,14,0,149750
SWAY_PROFILE,block0_in,15,14,149999
SWAY_PROFILE,block1_in,15,9,149999
SWAY_PROFILE,embedding_in,16,0,150001
SWAY_PROFILE,head_in,15,5,150001
SWAY_PROFILE,patch_ready,16,1,150002
SWAY_PROFILE,serialize_in,14,0,150492
SWAY_PERF_OUTPUT,798,7,150494
SWAY_PERF_OUTPUT,799,7,150495
SWAY_PERF_OUTPUT,800,6,150496
SWAY_PERF_OUTPUT,801,6,150497
SWAY_PERF_OUTPUT,802,12,150498
SWAY_PERF_OUTPUT,803,16,150499
SWAY_PERF_OUTPUT,804,19,150500
SWAY_PERF_OUTPUT,805,1,150501
SWAY_PERF_OUTPUT,806,-2,150502
SWAY_PERF_OUTPUT,807,-3,150503
SWAY_PERF_OUTPUT,808,9,150504
SWAY_PERF_OUTPUT,809,10,150505
SWAY_PERF_OUTPUT,810,11,150506
SWAY_PERF_OUTPUT,811,11,150507
SWAY_PERF_OUTPUT,812,4,150508
SWAY_PERF_OUTPUT,813,2,150509
SWAY_PERF_OUTPUT,814,0,150510
SWAY_PERF_OUTPUT,815,0,150511
SWAY_PERF_OUTPUT,816,7,150512
SWAY_PERF_OUTPUT,817,63,150513
SWAY_PERF_OUTPUT,818,63,150514
SWAY_PERF_OUTPUT,819,63,150515
SWAY_PERF_OUTPUT,820,62,150516
SWAY_PERF_OUTPUT,821,62,150517
SWAY_PERF_OUTPUT,822,63,150518
SWAY_PERF_OUTPUT,823,61,150519
SWAY_PERF_OUTPUT,824,62,150520
SWAY_PERF_OUTPUT,825,63,150521
SWAY_PERF_OUTPUT,826,61,150522
SWAY_PERF_OUTPUT,827,62,150523
SWAY_PERF_OUTPUT,828,62,150524
SWAY_PERF_OUTPUT,829,63,150525
SWAY_PERF_OUTPUT,830,61,150526
SWAY_PERF_OUTPUT,831,62,150527
SWAY_PERF_OUTPUT,832,62,150528
SWAY_PERF_OUTPUT,833,63,150529
SWAY_PERF_OUTPUT,834,60,150530
SWAY_PERF_OUTPUT,835,63,150531
SWAY_PERF_OUTPUT,836,-7,150532
SWAY_PERF_OUTPUT,837,2,150533
SWAY_PERF_OUTPUT,838,13,150534
SWAY_PERF_OUTPUT,839,17,150535
SWAY_PERF_OUTPUT,840,9,150536
SWAY_PERF_OUTPUT,841,5,150537
SWAY_PERF_OUTPUT,842,2,150538
SWAY_PERF_OUTPUT,843,9,150539
SWAY_PERF_OUTPUT,844,2,150540
SWAY_PERF_OUTPUT,845,-4,150541
SWAY_PERF_OUTPUT,846,-7,150542
SWAY_PERF_OUTPUT,847,-17,150543
SWAY_PERF_OUTPUT,848,-28,150544
SWAY_PERF_OUTPUT,849,-29,150545
SWAY_PERF_OUTPUT,850,-7,150546
SWAY_PERF_OUTPUT,851,-16,150547
SWAY_PERF_OUTPUT,852,-27,150548
SWAY_PERF_OUTPUT,853,-29,150549
SWAY_PERF_OUTPUT,854,10,150550
SWAY_PERF_FRAME,14,150494,150550
SWAY_PROFILE,block0_in,15,15,150589
SWAY_PROFILE,block1_in,15,10,150589
SWAY_PROFILE,embedding_in,16,1,150591
SWAY_PROFILE,head_in,15,6,150591
SWAY_PROFILE,patch_ready,16,2,150592
SWAY_PROFILE,block0_in,16,0,151179
SWAY_PROFILE,block1_in,15,11,151179
SWAY_PROFILE,embedding_in,16,2,151181
SWAY_PROFILE,head_in,15,7,151181
SWAY_PROFILE,patch_ready,16,3,151182
SWAY_PROFILE,block0_in,16,1,151771
SWAY_PROFILE,block1_in,15,12,151771
SWAY_PROFILE,embedding_in,16,3,151773
SWAY_PROFILE,head_in,15,8,151773
SWAY_PROFILE,patch_ready,16,4,151774
SWAY_PROFILE,block0_in,16,2,152361
SWAY_PROFILE,block1_in,15,13,152361
SWAY_PROFILE,embedding_in,16,4,152363
SWAY_PROFILE,head_in,15,9,152363
SWAY_PROFILE,patch_ready,16,5,152364
SWAY_PROFILE,block0_in,16,3,152951
SWAY_PROFILE,block1_in,15,14,152951
SWAY_PROFILE,embedding_in,16,5,152953
SWAY_PROFILE,head_in,15,10,152953
SWAY_PROFILE,patch_ready,16,6,152954
SWAY_PROFILE,block0_in,16,4,153541
SWAY_PROFILE,block1_in,15,15,153541
SWAY_PROFILE,embedding_in,16,6,153543
SWAY_PROFILE,head_in,15,11,153543
SWAY_PROFILE,patch_ready,16,7,153544
SWAY_PROFILE,block0_in,16,5,154133
SWAY_PROFILE,block1_in,16,0,154133
SWAY_PROFILE,embedding_in,16,7,154135
SWAY_PROFILE,head_in,15,12,154135
SWAY_PROFILE,patch_ready,16,8,154136
SWAY_PROFILE,block0_in,16,6,154723
SWAY_PROFILE,block1_in,16,1,154723
SWAY_PROFILE,embedding_in,16,8,154725
SWAY_PROFILE,head_in,15,13,154725
SWAY_PROFILE,patch_ready,16,9,154726
SWAY_PROFILE,block0_in,16,7,155313
SWAY_PROFILE,block1_in,16,2,155313
SWAY_PROFILE,embedding_in,16,9,155315
SWAY_PROFILE,head_in,15,14,155315
SWAY_PROFILE,patch_ready,16,10,155316
SWAY_PROFILE,block0_in,16,8,155903
SWAY_PROFILE,block1_in,16,3,155903
SWAY_PROFILE,embedding_in,16,10,155905
SWAY_PROFILE,head_in,15,15,155905
SWAY_PROFILE,patch_ready,16,11,155906
SWAY_PROFILE,block0_in,16,9,156495
SWAY_PROFILE,block1_in,16,4,156495
SWAY_PROFILE,embedding_in,16,11,156497
SWAY_PROFILE,head_in,16,0,156497
SWAY_PROFILE,patch_ready,16,12,156498
SWAY_PROFILE,block0_in,16,10,157085
SWAY_PROFILE,block1_in,16,5,157085
SWAY_PROFILE,embedding_in,16,12,157087
SWAY_PROFILE,head_in,16,1,157087
SWAY_PROFILE,patch_ready,16,13,157088
SWAY_PROFILE,block0_in,16,11,157675
SWAY_PROFILE,block1_in,16,6,157675
SWAY_PROFILE,embedding_in,16,13,157677
SWAY_PROFILE,head_in,16,2,157677
SWAY_PROFILE,patch_ready,16,14,157678
SWAY_PROFILE,block0_in,16,12,158265
SWAY_PROFILE,block1_in,16,7,158265
SWAY_PROFILE,embedding_in,16,14,158267
SWAY_PROFILE,head_in,16,3,158267
SWAY_PROFILE,patch_ready,16,15,158268
SWAY_PERF_INPUT_FRAME,18,149111,158558
SWAY_PROFILE,block0_in,16,13,158857
SWAY_PROFILE,block1_in,16,8,158857
SWAY_PROFILE,embedding_in,16,15,158859
SWAY_PROFILE,head_in,16,4,158859
SWAY_PROFILE,patch_ready,17,0,158860
SWAY_PROFILE,head_output_in,15,0,159198
SWAY_PROFILE,block0_in,16,14,159447
SWAY_PROFILE,block1_in,16,9,159447
SWAY_PROFILE,embedding_in,17,0,159449
SWAY_PROFILE,head_in,16,5,159449
SWAY_PROFILE,patch_ready,17,1,159450
SWAY_PROFILE,serialize_in,15,0,159940
SWAY_PERF_OUTPUT,855,7,159942
SWAY_PERF_OUTPUT,856,8,159943
SWAY_PERF_OUTPUT,857,8,159944
SWAY_PERF_OUTPUT,858,8,159945
SWAY_PERF_OUTPUT,859,13,159946
SWAY_PERF_OUTPUT,860,17,159947
SWAY_PERF_OUTPUT,861,20,159948
SWAY_PERF_OUTPUT,862,2,159949
SWAY_PERF_OUTPUT,863,-2,159950
SWAY_PERF_OUTPUT,864,-5,159951
SWAY_PERF_OUTPUT,865,10,159952
SWAY_PERF_OUTPUT,866,11,159953
SWAY_PERF_OUTPUT,867,10,159954
SWAY_PERF_OUTPUT,868,11,159955
SWAY_PERF_OUTPUT,869,5,159956
SWAY_PERF_OUTPUT,870,3,159957
SWAY_PERF_OUTPUT,871,0,159958
SWAY_PERF_OUTPUT,872,0,159959
SWAY_PERF_OUTPUT,873,8,159960
SWAY_PERF_OUTPUT,874,62,159961
SWAY_PERF_OUTPUT,875,62,159962
SWAY_PERF_OUTPUT,876,62,159963
SWAY_PERF_OUTPUT,877,62,159964
SWAY_PERF_OUTPUT,878,62,159965
SWAY_PERF_OUTPUT,879,62,159966
SWAY_PERF_OUTPUT,880,60,159967
SWAY_PERF_OUTPUT,881,61,159968
SWAY_PERF_OUTPUT,882,61,159969
SWAY_PERF_OUTPUT,883,60,159970
SWAY_PERF_OUTPUT,884,61,159971
SWAY_PERF_OUTPUT,885,60,159972
SWAY_PERF_OUTPUT,886,62,159973
SWAY_PERF_OUTPUT,887,59,159974
SWAY_PERF_OUTPUT,888,61,159975
SWAY_PERF_OUTPUT,889,61,159976
SWAY_PERF_OUTPUT,890,64,159977
SWAY_PERF_OUTPUT,891,60,159978
SWAY_PERF_OUTPUT,892,62,159979
SWAY_PERF_OUTPUT,893,-6,159980
SWAY_PERF_OUTPUT,894,4,159981
SWAY_PERF_OUTPUT,895,14,159982
SWAY_PERF_OUTPUT,896,18,159983
SWAY_PERF_OUTPUT,897,10,159984
SWAY_PERF_OUTPUT,898,6,159985
SWAY_PERF_OUTPUT,899,-1,159986
SWAY_PERF_OUTPUT,900,10,159987
SWAY_PERF_OUTPUT,901,4,159988
SWAY_PERF_OUTPUT,902,-1,159989
SWAY_PERF_OUTPUT,903,-5,159990
SWAY_PERF_OUTPUT,904,-16,159991
SWAY_PERF_OUTPUT,905,-26,159992
SWAY_PERF_OUTPUT,906,-29,159993
SWAY_PERF_OUTPUT,907,-6,159994
SWAY_PERF_OUTPUT,908,-15,159995
SWAY_PERF_OUTPUT,909,-26,159996
SWAY_PERF_OUTPUT,910,-28,159997
SWAY_PERF_OUTPUT,911,11,159998
SWAY_PERF_FRAME,15,159942,159998
SWAY_PROFILE,block0_in,16,15,160037
SWAY_PROFILE,block1_in,16,10,160037
SWAY_PROFILE,embedding_in,17,1,160039
SWAY_PROFILE,head_in,16,6,160039
SWAY_PROFILE,patch_ready,17,2,160040
SWAY_PROFILE,block0_in,17,0,160627
SWAY_PROFILE,block1_in,16,11,160627
SWAY_PROFILE,embedding_in,17,2,160629
SWAY_PROFILE,head_in,16,7,160629
SWAY_PROFILE,patch_ready,17,3,160630
SWAY_PROFILE,block0_in,17,1,161219
SWAY_PROFILE,block1_in,16,12,161219
SWAY_PROFILE,embedding_in,17,3,161221
SWAY_PROFILE,head_in,16,8,161221
SWAY_PROFILE,patch_ready,17,4,161222
SWAY_PROFILE,block0_in,17,2,161809
SWAY_PROFILE,block1_in,16,13,161809
SWAY_PROFILE,embedding_in,17,4,161811
SWAY_PROFILE,head_in,16,9,161811
SWAY_PROFILE,patch_ready,17,5,161812
SWAY_PROFILE,block0_in,17,3,162399
SWAY_PROFILE,block1_in,16,14,162399
SWAY_PROFILE,embedding_in,17,5,162401
SWAY_PROFILE,head_in,16,10,162401
SWAY_PROFILE,patch_ready,17,6,162402
SWAY_PROFILE,block0_in,17,4,162989
SWAY_PROFILE,block1_in,16,15,162989
SWAY_PROFILE,embedding_in,17,6,162991
SWAY_PROFILE,head_in,16,11,162991
SWAY_PROFILE,patch_ready,17,7,162992
SWAY_PROFILE,block0_in,17,5,163581
SWAY_PROFILE,block1_in,17,0,163581
SWAY_PROFILE,embedding_in,17,7,163583
SWAY_PROFILE,head_in,16,12,163583
SWAY_PROFILE,patch_ready,17,8,163584
SWAY_PROFILE,block0_in,17,6,164171
SWAY_PROFILE,block1_in,17,1,164171
SWAY_PROFILE,embedding_in,17,8,164173
SWAY_PROFILE,head_in,16,13,164173
SWAY_PROFILE,patch_ready,17,9,164174
SWAY_PROFILE,block0_in,17,7,164761
SWAY_PROFILE,block1_in,17,2,164761
SWAY_PROFILE,embedding_in,17,9,164763
SWAY_PROFILE,head_in,16,14,164763
SWAY_PROFILE,patch_ready,17,10,164764
SWAY_PROFILE,block0_in,17,8,165351
SWAY_PROFILE,block1_in,17,3,165351
SWAY_PROFILE,embedding_in,17,10,165353
SWAY_PROFILE,head_in,16,15,165353
SWAY_PROFILE,patch_ready,17,11,165354
SWAY_PROFILE,block0_in,17,9,165943
SWAY_PROFILE,block1_in,17,4,165943
SWAY_PROFILE,embedding_in,17,11,165945
SWAY_PROFILE,head_in,17,0,165945
SWAY_PROFILE,patch_ready,17,12,165946
SWAY_PROFILE,block0_in,17,10,166533
SWAY_PROFILE,block1_in,17,5,166533
SWAY_PROFILE,embedding_in,17,12,166535
SWAY_PROFILE,head_in,17,1,166535
SWAY_PROFILE,patch_ready,17,13,166536
SWAY_PROFILE,block0_in,17,11,167123
SWAY_PROFILE,block1_in,17,6,167123
SWAY_PROFILE,embedding_in,17,13,167125
SWAY_PROFILE,head_in,17,2,167125
SWAY_PROFILE,patch_ready,17,14,167126
SWAY_PROFILE,block0_in,17,12,167713
SWAY_PROFILE,block1_in,17,7,167713
SWAY_PROFILE,embedding_in,17,14,167715
SWAY_PROFILE,head_in,17,3,167715
SWAY_PROFILE,patch_ready,17,15,167716
SWAY_PERF_INPUT_FRAME,19,158559,168006
SWAY_PROFILE,block0_in,17,13,168305
SWAY_PROFILE,block1_in,17,8,168305
SWAY_PROFILE,embedding_in,17,15,168307
SWAY_PROFILE,head_in,17,4,168307
SWAY_PROFILE,patch_ready,18,0,168308
SWAY_PROFILE,head_output_in,16,0,168646
SWAY_PROFILE,block0_in,17,14,168895
SWAY_PROFILE,block1_in,17,9,168895
SWAY_PROFILE,embedding_in,18,0,168897
SWAY_PROFILE,head_in,17,5,168897
SWAY_PROFILE,patch_ready,18,1,168898
SWAY_PROFILE,serialize_in,16,0,169388
SWAY_PERF_OUTPUT,912,8,169390
SWAY_PERF_OUTPUT,913,9,169391
SWAY_PERF_OUTPUT,914,8,169392
SWAY_PERF_OUTPUT,915,9,169393
SWAY_PERF_OUTPUT,916,13,169394
SWAY_PERF_OUTPUT,917,16,169395
SWAY_PERF_OUTPUT,918,15,169396
SWAY_PERF_OUTPUT,919,4,169397
SWAY_PERF_OUTPUT,920,1,169398
SWAY_PERF_OUTPUT,921,0,169399
SWAY_PERF_OUTPUT,922,10,169400
SWAY_PERF_OUTPUT,923,10,169401
SWAY_PERF_OUTPUT,924,8,169402
SWAY_PERF_OUTPUT,925,8,169403
SWAY_PERF_OUTPUT,926,6,169404
SWAY_PERF_OUTPUT,927,4,169405
SWAY_PERF_OUTPUT,928,2,169406
SWAY_PERF_OUTPUT,929,1,169407
SWAY_PERF_OUTPUT,930,9,169408
SWAY_PERF_OUTPUT,931,63,169409
SWAY_PERF_OUTPUT,932,63,169410
SWAY_PERF_OUTPUT,933,63,169411
SWAY_PERF_OUTPUT,934,63,169412
SWAY_PERF_OUTPUT,935,62,169413
SWAY_PERF_OUTPUT,936,62,169414
SWAY_PERF_OUTPUT,937,60,169415
SWAY_PERF_OUTPUT,938,62,169416
SWAY_PERF_OUTPUT,939,64,169417
SWAY_PERF_OUTPUT,940,62,169418
SWAY_PERF_OUTPUT,941,62,169419
SWAY_PERF_OUTPUT,942,62,169420
SWAY_PERF_OUTPUT,943,63,169421
SWAY_PERF_OUTPUT,944,62,169422
SWAY_PERF_OUTPUT,945,62,169423
SWAY_PERF_OUTPUT,946,62,169424
SWAY_PERF_OUTPUT,947,63,169425
SWAY_PERF_OUTPUT,948,59,169426
SWAY_PERF_OUTPUT,949,63,169427
SWAY_PERF_OUTPUT,950,-8,169428
SWAY_PERF_OUTPUT,951,2,169429
SWAY_PERF_OUTPUT,952,13,169430
SWAY_PERF_OUTPUT,953,17,169431
SWAY_PERF_OUTPUT,954,9,169432
SWAY_PERF_OUTPUT,955,2,169433
SWAY_PERF_OUTPUT,956,-4,169434
SWAY_PERF_OUTPUT,957,8,169435
SWAY_PERF_OUTPUT,958,2,169436
SWAY_PERF_OUTPUT,959,-4,169437
SWAY_PERF_OUTPUT,960,-7,169438
SWAY_PERF_OUTPUT,961,-17,169439
SWAY_PERF_OUTPUT,962,-28,169440
SWAY_PERF_OUTPUT,963,-30,169441
SWAY_PERF_OUTPUT,964,-7,169442
SWAY_PERF_OUTPUT,965,-16,169443
SWAY_PERF_OUTPUT,966,-26,169444
SWAY_PERF_OUTPUT,967,-29,169445
SWAY_PERF_OUTPUT,968,10,169446
SWAY_PERF_FRAME,16,169390,169446
SWAY_PROFILE,block0_in,17,15,169485
SWAY_PROFILE,block1_in,17,10,169485
SWAY_PROFILE,embedding_in,18,1,169487
SWAY_PROFILE,head_in,17,6,169487
SWAY_PROFILE,patch_ready,18,2,169488
SWAY_PROFILE,block0_in,18,0,170075
SWAY_PROFILE,block1_in,17,11,170075
SWAY_PROFILE,embedding_in,18,2,170077
SWAY_PROFILE,head_in,17,7,170077
SWAY_PROFILE,patch_ready,18,3,170078
SWAY_PROFILE,block0_in,18,1,170667
SWAY_PROFILE,block1_in,17,12,170667
SWAY_PROFILE,embedding_in,18,3,170669
SWAY_PROFILE,head_in,17,8,170669
SWAY_PROFILE,patch_ready,18,4,170670
SWAY_PROFILE,block0_in,18,2,171257
SWAY_PROFILE,block1_in,17,13,171257
SWAY_PROFILE,embedding_in,18,4,171259
SWAY_PROFILE,head_in,17,9,171259
SWAY_PROFILE,patch_ready,18,5,171260
SWAY_PROFILE,block0_in,18,3,171847
SWAY_PROFILE,block1_in,17,14,171847
SWAY_PROFILE,embedding_in,18,5,171849
SWAY_PROFILE,head_in,17,10,171849
SWAY_PROFILE,patch_ready,18,6,171850
SWAY_PROFILE,block0_in,18,4,172437
SWAY_PROFILE,block1_in,17,15,172437
SWAY_PROFILE,embedding_in,18,6,172439
SWAY_PROFILE,head_in,17,11,172439
SWAY_PROFILE,patch_ready,18,7,172440
SWAY_PROFILE,block0_in,18,5,173029
SWAY_PROFILE,block1_in,18,0,173029
SWAY_PROFILE,embedding_in,18,7,173031
SWAY_PROFILE,head_in,17,12,173031
SWAY_PROFILE,patch_ready,18,8,173032
SWAY_PROFILE,block0_in,18,6,173619
SWAY_PROFILE,block1_in,18,1,173619
SWAY_PROFILE,embedding_in,18,8,173621
SWAY_PROFILE,head_in,17,13,173621
SWAY_PROFILE,patch_ready,18,9,173622
SWAY_PROFILE,block0_in,18,7,174209
SWAY_PROFILE,block1_in,18,2,174209
SWAY_PROFILE,embedding_in,18,9,174211
SWAY_PROFILE,head_in,17,14,174211
SWAY_PROFILE,patch_ready,18,10,174212
SWAY_PROFILE,block0_in,18,8,174799
SWAY_PROFILE,block1_in,18,3,174799
SWAY_PROFILE,embedding_in,18,10,174801
SWAY_PROFILE,head_in,17,15,174801
SWAY_PROFILE,patch_ready,18,11,174802
SWAY_PROFILE,block0_in,18,9,175391
SWAY_PROFILE,block1_in,18,4,175391
SWAY_PROFILE,embedding_in,18,11,175393
SWAY_PROFILE,head_in,18,0,175393
SWAY_PROFILE,patch_ready,18,12,175394
SWAY_PROFILE,block0_in,18,10,175981
SWAY_PROFILE,block1_in,18,5,175981
SWAY_PROFILE,embedding_in,18,12,175983
SWAY_PROFILE,head_in,18,1,175983
SWAY_PROFILE,patch_ready,18,13,175984
SWAY_PROFILE,block0_in,18,11,176571
SWAY_PROFILE,block1_in,18,6,176571
SWAY_PROFILE,embedding_in,18,13,176573
SWAY_PROFILE,head_in,18,2,176573
SWAY_PROFILE,patch_ready,18,14,176574
SWAY_PROFILE,block0_in,18,12,177161
SWAY_PROFILE,block1_in,18,7,177161
SWAY_PROFILE,embedding_in,18,14,177163
SWAY_PROFILE,head_in,18,3,177163
SWAY_PROFILE,patch_ready,18,15,177164
SWAY_PERF_INPUT_FRAME,20,168007,177454
SWAY_PROFILE,block0_in,18,13,177753
SWAY_PROFILE,block1_in,18,8,177753
SWAY_PROFILE,embedding_in,18,15,177755
SWAY_PROFILE,head_in,18,4,177755
SWAY_PROFILE,patch_ready,19,0,177756
SWAY_PROFILE,head_output_in,17,0,178094
SWAY_PROFILE,block0_in,18,14,178343
SWAY_PROFILE,block1_in,18,9,178343
SWAY_PROFILE,embedding_in,19,0,178345
SWAY_PROFILE,head_in,18,5,178345
SWAY_PROFILE,patch_ready,19,1,178346
SWAY_PROFILE,serialize_in,17,0,178836
SWAY_PERF_OUTPUT,969,7,178838
SWAY_PERF_OUTPUT,970,7,178839
SWAY_PERF_OUTPUT,971,6,178840
SWAY_PERF_OUTPUT,972,7,178841
SWAY_PERF_OUTPUT,973,13,178842
SWAY_PERF_OUTPUT,974,17,178843
SWAY_PERF_OUTPUT,975,20,178844
SWAY_PERF_OUTPUT,976,1,178845
SWAY_PERF_OUTPUT,977,-3,178846
SWAY_PERF_OUTPUT,978,-4,178847
SWAY_PERF_OUTPUT,979,10,178848
SWAY_PERF_OUTPUT,980,11,178849
SWAY_PERF_OUTPUT,981,13,178850
SWAY_PERF_OUTPUT,982,13,178851
SWAY_PERF_OUTPUT,983,5,178852
SWAY_PERF_OUTPUT,984,4,178853
SWAY_PERF_OUTPUT,985,2,178854
SWAY_PERF_OUTPUT,986,2,178855
SWAY_PERF_OUTPUT,987,7,178856
SWAY_PERF_OUTPUT,988,62,178857
SWAY_PERF_OUTPUT,989,62,178858
SWAY_PERF_OUTPUT,990,62,178859
SWAY_PERF_OUTPUT,991,61,178860
SWAY_PERF_OUTPUT,992,63,178861
SWAY_PERF_OUTPUT,993,65,178862
