stage,frame,token,input_cycle,output_cycle,elapsed_cycles
patch_queue,12,1,112210,112799,589
embedding,12,1,112799,113979,1180
block0,12,1,113979,116931,2952
block1,12,1,116931,119295,2364
patch_queue,12,2,112800,113389,589
embedding,12,2,113389,114569,1180
block0,12,2,114569,117521,2952
block1,12,2,117521,119885,2364
patch_queue,12,3,113390,113981,591
embedding,12,3,113981,115159,1178
block0,12,3,115159,118111,2952
block1,12,3,118111,120475,2364
patch_queue,12,4,113982,114571,589
embedding,12,4,114571,115749,1178
block0,12,4,115749,118703,2954
block1,12,4,118703,121067,2364
patch_queue,12,5,114572,115161,589
embedding,12,5,115161,116341,1180
block0,12,5,116341,119293,2952
block1,12,5,119293,121657,2364
patch_queue,12,6,115162,115751,589
embedding,12,6,115751,116931,1180
block0,12,6,116931,119883,2952
block1,12,6,119883,122247,2364
patch_queue,12,7,115752,116343,591
embedding,12,7,116343,117521,1178
block0,12,7,117521,120473,2952
block1,12,7,120473,122837,2364
patch_queue,12,8,116344,116933,589
embedding,12,8,116933,118111,1178
block0,12,8,118111,121065,2954
block1,12,8,121065,123429,2364
patch_queue,12,9,116934,117523,589
embedding,12,9,117523,118703,1180
block0,12,9,118703,121655,2952
block1,12,9,121655,124019,2364
patch_queue,12,10,117524,118113,589
embedding,12,10,118113,119293,1180
block0,12,10,119293,122245,2952
block1,12,10,122245,124609,2364
patch_queue,12,11,118114,118705,591
embedding,12,11,118705,119883,1178
block0,12,11,119883,122835,2952
block1,12,11,122835,125199,2364
patch_queue,12,12,118706,119295,589
embedding,12,12,119295,120473,1178
block0,12,12,120473,123427,2954
block1,12,12,123427,125791,2364
patch_queue,12,13,119296,119885,589
embedding,12,13,119885,121065,1180
block0,12,13,121065,124017,2952
block1,12,13,124017,126381,2364
patch_queue,12,14,119886,120475,589
embedding,12,14,120475,121655,1180
block0,12,14,121655,124607,2952
block1,12,14,124607,126971,2364
patch_queue,12,15,120476,121067,591
embedding,12,15,121067,122245,1178
block0,12,15,122245,125197,2952
block1,12,15,125197,127561,2364
head_hidden_first_token,12,0,118705,130854,12149
head_hidden_last_token,12,15,127561,130854,3293
head_output,12,0,130854,131596,742
serializer,12,0,131596,131654,58
patch_queue,13,0,121068,121657,589
embedding,13,0,121657,122835,1178
block0,13,0,122835,125789,2954
block1,13,0,125789,128153,2364
patch_queue,13,1,121658,122247,589
embedding,13,1,122247,123427,1180
block0,13,1,123427,126379,2952
block1,13,1,126379,128743,2364
patch_queue,13,2,122248,122837,589
embedding,13,2,122837,124017,1180
block0,13,2,124017,126969,2952
block1,13,2,126969,129333,2364
patch_queue,13,3,122838,123429,591
embedding,13,3,123429,124607,1178
block0,13,3,124607,127559,2952
block1,13,3,127559,129923,2364
patch_queue,13,4,123430,124019,589
embedding,13,4,124019,125197,1178
block0,13,4,125197,128151,2954
block1,13,4,128151,130515,2364
patch_queue,13,5,124020,124609,589
embedding,13,5,124609,125789,1180
block0,13,5,125789,128741,2952
block1,13,5,128741,131105,2364
patch_queue,13,6,124610,125199,589
embedding,13,6,125199,126379,1180
block0,13,6,126379,129331,2952
block1,13,6,129331,131695,2364
patch_queue,13,7,125200,125791,591
embedding,13,7,125791,126969,1178
block0,13,7,126969,129921,2952
block1,13,7,129921,132285,2364
patch_queue,13,8,125792,126381,589
embedding,13,8,126381,127559,1178
block0,13,8,127559,130513,2954
block1,13,8,130513,132877,2364
patch_queue,13,9,126382,126971,589
embedding,13,9,126971,128151,1180
block0,13,9,128151,131103,2952
block1,13,9,131103,133467,2364
patch_queue,13,10,126972,127561,589
embedding,13,10,127561,128741,1180
block0,13,10,128741,131693,2952
block1,13,10,131693,134057,2364
patch_queue,13,11,127562,128153,591
embedding,13,11,128153,129331,1178
block0,13,11,129331,132283,2952
block1,13,11,132283,134647,2364
patch_queue,13,12,128154,128743,589
embedding,13,12,128743,129921,1178
block0,13,12,129921,132875,2954
block1,13,12,132875,135239,2364
patch_queue,13,13,128744,129333,589
embedding,13,13,129333,130513,1180
block0,13,13,130513,133465,2952
block1,13,13,133465,135829,2364
patch_queue,13,14,129334,129923,589
embedding,13,14,129923,131103,1180
block0,13,14,131103,134055,2952
block1,13,14,134055,136419,2364
patch_queue,13,15,129924,130515,591
embedding,13,15,130515,131693,1178
block0,13,15,131693,134645,2952
block1,13,15,134645,137009,2364
head_hidden_first_token,13,0,128153,140302,12149
head_hidden_last_token,13,15,137009,140302,3293
head_output,13,0,140302,141044,742
serializer,13,0,141044,141102,58
patch_queue,14,0,130516,131105,589
embedding,14,0,131105,132283,1178
block0,14,0,132283,135237,2954
block1,14,0,135237,137601,2364
patch_queue,14,1,131106,131695,589
embedding,14,1,131695,132875,1180
block0,14,1,132875,135827,2952
block1,14,1,135827,138191,2364
patch_queue,14,2,131696,132285,589
embedding,14,2,132285,133465,1180
block0,14,2,133465,136417,2952
block1,14,2,136417,138781,2364
patch_queue,14,3,132286,132877,591
embedding,14,3,132877,134055,1178
block0,14,3,134055,137007,2952
block1,14,3,137007,139371,2364
patch_queue,14,4,132878,133467,589
embedding,14,4,133467,134645,1178
block0,14,4,134645,137599,2954
block1,14,4,137599,139963,2364
patch_queue,14,5,133468,134057,589
embedding,14,5,134057,135237,1180
block0,14,5,135237,138189,2952
block1,14,5,138189,140553,2364
patch_queue,14,6,134058,134647,589
embedding,14,6,134647,135827,1180
block0,14,6,135827,138779,2952
block1,14,6,138779,141143,2364
patch_queue,14,7,134648,135239,591
embedding,14,7,135239,136417,1178
block0,14,7,136417,139369,2952
block1,14,7,139369,141733,2364
patch_queue,14,8,135240,135829,589
embedding,14,8,135829,137007,1178
block0,14,8,137007,139961,2954
block1,14,8,139961,142325,2364
patch_queue,14,9,135830,136419,589
embedding,14,9,136419,137599,1180
block0,14,9,137599,140551,2952
block1,14,9,140551,142915,2364
patch_queue,14,10,136420,137009,589
embedding,14,10,137009,138189,1180
block0,14,10,138189,141141,2952
block1,14,10,141141,143505,2364
patch_queue,14,11,137010,137601,591
embedding,14,11,137601,138779,1178
block0,14,11,138779,141731,2952
block1,14,11,141731,144095,2364
patch_queue,14,12,137602,138191,589
embedding,14,12,138191,139369,1178
block0,14,12,139369,142323,2954
block1,14,12,142323,144687,2364
patch_queue,14,13,138192,138781,589
embedding,14,13,138781,139961,1180
block0,14,13,139961,142913,2952
block1,14,13,142913,145277,2364
patch_queue,14,14,138782,139371,589
embedding,14,14,139371,140551,1180
block0,14,14,140551,143503,2952
block1,14,14,143503,145867,2364
patch_queue,14,15,139372,139963,591
embedding,14,15,139963,141141,1178
block0,14,15,141141,144093,2952
block1,14,15,144093,146457,2364
head_hidden_first_token,14,0,137601,149750,12149
head_hidden_last_token,14,15,146457,149750,3293
head_output,14,0,149750,150492,742
serializer,14,0,150492,150550,58
patch_queue,15,0,139964,140553,589
embedding,15,0,140553,141731,1178
block0,15,0,141731,144685,2954
block1,15,0,144685,147049,2364
patch_queue,15,1,140554,141143,589
embedding,15,1,141143,142323,1180
block0,15,1,142323,145275,2952
block1,15,1,145275,147639,2364
patch_queue,15,2,141144,141733,589
embedding,15,2,141733,142913,1180
block0,15,2,142913,145865,2952
block1,15,2,145865,148229,2364
patch_queue,15,3,141734,142325,591
embedding,15,3,142325,143503,1178
block0,15,3,143503,146455,2952
block1,15,3,146455,148819,2364
patch_queue,15,4,142326,142915,589
embedding,15,4,142915,144093,1178
block0,15,4,144093,147047,2954
block1,15,4,147047,149411,2364
patch_queue,15,5,142916,143505,589
embedding,15,5,143505,144685,1180
block0,15,5,144685,147637,2952
block1,15,5,147637,150001,2364
patch_queue,15,6,143506,144095,589
embedding,15,6,144095,145275,1180
block0,15,6,145275,148227,2952
block1,15,6,148227,150591,2364
patch_queue,15,7,144096,144687,591
embedding,15,7,144687,145865,1178
block0,15,7,145865,148817,2952
block1,15,7,148817,151181,2364
patch_queue,15,8,144688,145277,589
embedding,15,8,145277,146455,1178
block0,15,8,146455,149409,2954
block1,15,8,149409,151773,2364
patch_queue,15,9,145278,145867,589
embedding,15,9,145867,147047,1180
block0,15,9,147047,149999,2952
block1,15,9,149999,152363,2364
patch_queue,15,10,145868,146457,589
embedding,15,10,146457,147637,1180
block0,15,10,147637,150589,2952
block1,15,10,150589,152953,2364
patch_queue,15,11,146458,147049,591
embedding,15,11,147049,148227,1178
block0,15,11,148227,151179,2952
block1,15,11,151179,153543,2364
patch_queue,15,12,147050,147639,589
embedding,15,12,147639,148817,1178
block0,15,12,148817,151771,2954
block1,15,12,151771,154135,2364
patch_queue,15,13,147640,148229,589
embedding,15,13,148229,149409,1180
block0,15,13,149409,152361,2952
block1,15,13,152361,154725,2364
patch_queue,15,14,148230,148819,589
embedding,15,14,148819,149999,1180
block0,15,14,149999,152951,2952
block1,15,14,152951,155315,2364
patch_queue,15,15,148820,149411,591
embedding,15,15,149411,150589,1178
block0,15,15,150589,153541,2952
block1,15,15,153541,155905,2364
head_hidden_first_token,15,0,147049,159198,12149
head_hidden_last_token,15,15,155905,159198,3293
head_output,15,0,159198,159940,742
serializer,15,0,159940,159998,58
patch_queue,16,0,149412,150001,589
embedding,16,0,150001,151179,1178
block0,16,0,151179,154133,2954
block1,16,0,154133,156497,2364
patch_queue,16,1,150002,150591,589
embedding,16,1,150591,151771,1180
block0,16,1,151771,154723,2952
block1,16,1,154723,157087,2364
patch_queue,16,2,150592,151181,589
embedding,16,2,151181,152361,1180
block0,16,2,152361,155313,2952
block1,16,2,155313,157677,2364
patch_queue,16,3,151182,151773,591
embedding,16,3,151773,152951,1178
block0,16,3,152951,155903,2952
block1,16,3,155903,158267,2364
patch_queue,16,4,151774,152363,589
embedding,16,4,152363,153541,1178
block0,16,4,153541,156495,2954
block1,16,4,156495,158859,2364
patch_queue,16,5,152364,152953,589
embedding,16,5,152953,154133,1180
block0,16,5,154133,157085,2952
block1,16,5,157085,159449,2364
patch_queue,16,6,152954,153543,589
embedding,16,6,153543,154723,1180
block0,16,6,154723,157675,2952
block1,16,6,157675,160039,2364
patch_queue,16,7,153544,154135,591
embedding,16,7,154135,155313,1178
block0,16,7,155313,158265,2952
block1,16,7,158265,160629,2364
patch_queue,16,8,154136,154725,589
embedding,16,8,154725,155903,1178
block0,16,8,155903,158857,2954
block1,16,8,158857,161221,2364
patch_queue,16,9,154726,155315,589
embedding,16,9,155315,156495,1180
block0,16,9,156495,159447,2952
block1,16,9,159447,161811,2364
patch_queue,16,10,155316,155905,589
embedding,16,10,155905,157085,1180
block0,16,10,157085,160037,2952
block1,16,10,160037,162401,2364
patch_queue,16,11,155906,156497,591
embedding,16,11,156497,157675,1178
block0,16,11,157675,160627,2952
block1,16,11,160627,162991,2364
patch_queue,16,12,156498,157087,589
embedding,16,12,157087,158265,1178
block0,16,12,158265,161219,2954
block1,16,12,161219,163583,2364
patch_queue,16,13,157088,157677,589
embedding,16,13,157677,158857,1180
block0,16,13,158857,161809,2952
block1,16,13,161809,164173,2364
patch_queue,16,14,157678,158267,589
embedding,16,14,158267,159447,1180
block0,16,14,159447,162399,2952
block1,16,14,162399,164763,2364
patch_queue,16,15,158268,158859,591
embedding,16,15,158859,160037,1178
block0,16,15,160037,162989,2952
block1,16,15,162989,165353,2364
head_hidden_first_token,16,0,156497,168646,12149
head_hidden_last_token,16,15,165353,168646,3293
head_output,16,0,168646,169388,742
serializer,16,0,169388,169446,58
patch_queue,17,0,158860,159449,589
embedding,17,0,159449,160627,1178
block0,17,0,160627,163581,2954
block1,17,0,163581,165945,2364
patch_queue,17,1,159450,160039,589
embedding,17,1,160039,161219,1180
block0,17,1,161219,164171,2952
block1,17,1,164171,166535,2364
patch_queue,17,2,160040,160629,589
embedding,17,2,160629,161809,1180
block0,17,2,161809,164761,2952
block1,17,2,164761,167125,2364
patch_queue,17,3,160630,161221,591
embedding,17,3,161221,162399,1178
block0,17,3,162399,165351,2952
block1,17,3,165351,167715,2364
patch_queue,17,4,161222,161811,589
embedding,17,4,161811,162989,1178
block0,17,4,162989,165943,2954
block1,17,4,165943,168307,2364
patch_queue,17,5,161812,162401,589
embedding,17,5,162401,163581,1180
block0,17,5,163581,166533,2952
block1,17,5,166533,168897,2364
patch_queue,17,6,162402,162991,589
embedding,17,6,162991,164171,1180
block0,17,6,164171,167123,2952
block1,17,6,167123,169487,2364
patch_queue,17,7,162992,163583,591
embedding,17,7,163583,164761,1178
block0,17,7,164761,167713,2952
block1,17,7,167713,170077,2364
patch_queue,17,8,163584,164173,589
embedding,17,8,164173,165351,1178
block0,17,8,165351,168305,2954
block1,17,8,168305,170669,2364
patch_queue,17,9,164174,164763,589
embedding,17,9,164763,165943,1180
block0,17,9,165943,168895,2952
block1,17,9,168895,171259,2364
patch_queue,17,10,164764,165353,589
embedding,17,10,165353,166533,1180
block0,17,10,166533,169485,2952
block1,17,10,169485,171849,2364
patch_queue,17,11,165354,165945,591
embedding,17,11,165945,167123,1178
block0,17,11,167123,170075,2952
block1,17,11,170075,172439,2364
patch_queue,17,12,165946,166535,589
embedding,17,12,166535,167713,1178
block0,17,12,167713,170667,2954
block1,17,12,170667,173031,2364
patch_queue,17,13,166536,167125,589
embedding,17,13,167125,168305,1180
block0,17,13,168305,171257,2952
block1,17,13,171257,173621,2364
patch_queue,17,14,167126,167715,589
embedding,17,14,167715,168895,1180
block0,17,14,168895,171847,2952
block1,17,14,171847,174211,2364
patch_queue,17,15,167716,168307,591
embedding,17,15,168307,169485,1178
block0,17,15,169485,172437,2952
block1,17,15,172437,174801,2364
head_hidden_first_token,17,0,165945,178094,12149
head_hidden_last_token,17,15,174801,178094,3293
head_output,17,0,178094,178836,742
serializer,17,0,178836,178894,58
patch_queue,18,0,168308,168897,589
embedding,18,0,168897,170075,1178
block0,18,0,170075,173029,2954
block1,18,0,173029,175393,2364
patch_queue,18,1,168898,169487,589
embedding,18,1,169487,170667,1180
block0,18,1,170667,173619,2952
block1,18,1,173619,175983,2364
patch_queue,18,2,169488,170077,589
embedding,18,2,170077,171257,1180
block0,18,2,171257,174209,2952
block1,18,2,174209,176573,2364
patch_queue,18,3,170078,170669,591
embedding,18,3,170669,171847,1178
block0,18,3,171847,174799,2952
block1,18,3,174799,177163,2364
patch_queue,18,4,170670,171259,589
embedding,18,4,171259,172437,1178
block0,18,4,172437,175391,2954
block1,18,4,175391,177755,2364
patch_queue,18,5,171260,171849,589
embedding,18,5,171849,173029,1180
block0,18,5,173029,175981,2952
block1,18,5,175981,178345,2364
patch_queue,18,6,171850,172439,589
embedding,18,6,172439,173619,1180
block0,18,6,173619,176571,2952
block1,18,6,176571,178935,2364
patch_queue,18,7,172440,173031,591
embedding,18,7,173031,174209,1178
block0,18,7,174209,177161,2952
block1,18,7,177161,179525,2364
patch_queue,18,8,173032,173621,589
embedding,18,8,173621,174799,1178
block0,18,8,174799,177753,2954
block1,18,8,177753,180117,2364
patch_queue,18,9,173622,174211,589
embedding,18,9,174211,175391,1180
block0,18,9,175391,178343,2952
block1,18,9,178343,180707,2364
patch_queue,18,10,174212,174801,589
embedding,18,10,174801,175981,1180
block0,18,10,175981,178933,2952
block1,18,10,178933,181297,2364
patch_queue,18,11,174802,175393,591
embedding,18,11,175393,176571,1178
block0,18,11,176571,179523,2952
block1,18,11,179523,181887,2364
patch_queue,18,12,175394,175983,589
embedding,18,12,175983,177161,1178
block0,18,12,177161,180115,2954
block1,18,12,180115,182479,2364
patch_queue,18,13,175984,176573,589
embedding,18,13,176573,177753,1180
block0,18,13,177753,180705,2952
block1,18,13,180705,183069,2364
patch_queue,18,14,176574,177163,589
embedding,18,14,177163,178343,1180
block0,18,14,178343,181295,2952
block1,18,14,181295,183659,2364
patch_queue,18,15,177164,177755,591
embedding,18,15,177755,178933,1178
block0,18,15,178933,181885,2952
block1,18,15,181885,184249,2364
head_hidden_first_token,18,0,175393,187542,12149
head_hidden_last_token,18,15,184249,187542,3293
head_output,18,0,187542,188284,742
serializer,18,0,188284,188342,58
patch_queue,19,0,177756,178345,589
embedding,19,0,178345,179523,1178
block0,19,0,179523,182477,2954
block1,19,0,182477,184841,2364
patch_queue,19,1,178346,178935,589
embedding,19,1,178935,180115,1180
block0,19,1,180115,183067,2952
block1,19,1,183067,185431,2364
patch_queue,19,2,178936,179525,589
embedding,19,2,179525,180705,1180
block0,19,2,180705,183657,2952
block1,19,2,183657,186021,2364
patch_queue,19,3,179526,180117,591
embedding,19,3,180117,181295,1178
block0,19,3,181295,184247,2952
block1,19,3,184247,186611,2364
patch_queue,19,4,180118,180707,589
embedding,19,4,180707,181885,1178
block0,19,4,181885,184839,2954
block1,19,4,184839,187203,2364
patch_queue,19,5,180708,181297,589
embedding,19,5,181297,182477,1180
block0,19,5,182477,185429,2952
block1,19,5,185429,187793,2364
patch_queue,19,6,181298,181887,589
embedding,19,6,181887,183067,1180
block0,19,6,183067,186019,2952
block1,19,6,186019,188383,2364
patch_queue,19,7,181888,182479,591
embedding,19,7,182479,183657,1178
block0,19,7,183657,186609,2952
block1,19,7,186609,188973,2364
patch_queue,19,8,182480,183069,589
embedding,19,8,183069,184247,1178
block0,19,8,184247,187201,2954
block1,19,8,187201,189565,2364
patch_queue,19,9,183070,183659,589
embedding,19,9,183659,184839,1180
block0,19,9,184839,187791,2952
block1,19,9,187791,190155,2364
patch_queue,19,10,183660,184249,589
embedding,19,10,184249,185429,1180
block0,19,10,185429,188381,2952
block1,19,10,188381,190745,2364
patch_queue,19,11,184250,184841,591
embedding,19,11,184841,186019,1178
block0,19,11,186019,188971,2952
block1,19,11,188971,191335,2364
patch_queue,19,12,184842,185431,589
embedding,19,12,185431,186609,1178
block0,19,12,186609,189563,2954
block1,19,12,189563,191927,2364
patch_queue,19,13,185432,186021,589
embedding,19,13,186021,187201,1180
block0,19,13,187201,190153,2952
block1,19,13,190153,192517,2364
patch_queue,19,14,186022,186611,589
embedding,19,14,186611,187791,1180
block0,19,14,187791,190743,2952
block1,19,14,190743,193107,2364
patch_queue,19,15,186612,187203,591
embedding,19,15,187203,188381,1178
block0,19,15,188381,191333,2952
block1,19,15,191333,193697,2364
head_hidden_first_token,19,0,184841,196990,12149
head_hidden_last_token,19,15,193697,196990,3293
head_output,19,0,196990,197732,742
serializer,19,0,197732,197790,58
patch_queue,20,0,187204,187793,589
embedding,20,0,187793,188971,1178
block0,20,0,188971,191925,2954
block1,20,0,191925,194289,2364
patch_queue,20,1,187794,188383,589
embedding,20,1,188383,189563,1180
block0,20,1,189563,192515,2952
block1,20,1,192515,194879,2364
patch_queue,20,2,188384,188973,589
embedding,20,2,188973,190153,1180
block0,20,2,190153,193105,2952
block1,20,2,193105,195469,2364
patch_queue,20,3,188974,189565,591
embedding,20,3,189565,190743,1178
block0,20,3,190743,193695,2952
block1,20,3,193695,196059,2364
patch_queue,20,4,189566,190155,589
embedding,20,4,190155,191333,1178
block0,20,4,191333,194287,2954
block1,20,4,194287,196651,2364
patch_queue,20,5,190156,190745,589
embedding,20,5,190745,191925,1180
block0,20,5,191925,194877,2952
block1,20,5,194877,197241,2364
patch_queue,20,6,190746,191335,589
embedding,20,6,191335,192515,1180
block0,20,6,192515,195467,2952
block1,20,6,195467,197831,2364
patch_queue,20,7,191336,191927,591
embedding,20,7,191927,193105,1178
block0,20,7,193105,196057,2952
block1,20,7,196057,198421,2364
patch_queue,20,8,191928,192517,589
embedding,20,8,192517,193695,1178
block0,20,8,193695,196649,2954
block1,20,8,196649,199013,2364
patch_queue,20,9,192518,193107,589
embedding,20,9,193107,194287,1180
block0,20,9,194287,197239,2952
block1,20,9,197239,199603,2364
patch_queue,20,10,193108,193697,589
embedding,20,10,193697,194877,1180
block0,20,10,194877,197829,2952
block1,20,10,197829,200193,2364
patch_queue,20,11,193698,194289,591
embedding,20,11,194289,195467,1178
block0,20,11,195467,198419,2952
block1,20,11,198419,200783,2364
patch_queue,20,12,194290,194879,589
embedding,20,12,194879,196057,1178
block0,20,12,196057,199011,2954
block1,20,12,199011,201375,2364
patch_queue,20,13,194880,195469,589
embedding,20,13,195469,196649,1180
block0,20,13,196649,199601,2952
block1,20,13,199601,201965,2364
patch_queue,20,14,195470,196059,589
embedding,20,14,196059,197239,1180
block0,20,14,197239,200191,2952
block1,20,14,200191,202555,2364
patch_queue,20,15,196060,196651,591
embedding,20,15,196651,197829,1178
block0,20,15,197829,200781,2952
block1,20,15,200781,203145,2364
head_hidden_first_token,20,0,194289,206438,12149
head_hidden_last_token,20,15,203145,206438,3293
head_output,20,0,206438,207180,742
serializer,20,0,207180,207238,58
patch_queue,21,0,196652,197241,589
embedding,21,0,197241,198419,1178
block0,21,0,198419,201373,2954
block1,21,0,201373,203737,2364
patch_queue,21,1,197242,197831,589
embedding,21,1,197831,199011,1180
block0,21,1,199011,201963,2952
block1,21,1,201963,204327,2364
patch_queue,21,2,197832,198421,589
embedding,21,2,198421,199601,1180
block0,21,2,199601,202553,2952
block1,21,2,202553,204917,2364
patch_queue,21,3,198422,199013,591
embedding,21,3,199013,200191,1178
block0,21,3,200191,203143,2952
block1,21,3,203143,205507,2364
patch_queue,21,4,199014,199603,589
embedding,21,4,199603,200781,1178
block0,21,4,200781,203735,2954
block1,21,4,203735,206099,2364
patch_queue,21,5,199604,200193,589
embedding,21,5,200193,201373,1180
block0,21,5,201373,204325,2952
block1,21,5,204325,206689,2364
patch_queue,21,6,200194,200783,589
embedding,21,6,200783,201963,1180
block0,21,6,201963,204915,2952
block1,21,6,204915,207279,2364
patch_queue,21,7,200784,201375,591
embedding,21,7,201375,202553,1178
block0,21,7,202553,205505,2952
block1,21,7,205505,207869,2364
patch_queue,21,8,201376,201965,589
embedding,21,8,201965,203143,1178
block0,21,8,203143,206097,2954
block1,21,8,206097,208461,2364
patch_queue,21,9,201966,202555,589
embedding,21,9,202555,203735,1180
block0,21,9,203735,206687,2952
block1,21,9,206687,209051,2364
patch_queue,21,10,202556,203145,589
embedding,21,10,203145,204325,1180
block0,21,10,204325,207277,2952
block1,21,10,207277,209641,2364
patch_queue,21,11,203146,203737,591
embedding,21,11,203737,204915,1178
block0,21,11,204915,207867,2952
block1,21,11,207867,210231,2364
patch_queue,21,12,203738,204327,589
embedding,21,12,204327,205505,1178
block0,21,12,205505,208459,2954
block1,21,12,208459,210823,2364
patch_queue,21,13,204328,204917,589
embedding,21,13,204917,206097,1180
block0,21,13,206097,209049,2952
block1,21,13,209049,211413,2364
patch_queue,21,14,204918,205507,589
embedding,21,14,205507,206687,1180
block0,21,14,206687,209639,2952
block1,21,14,209639,212003,2364
patch_queue,21,15,205508,206099,591
embedding,21,15,206099,207277,1178
block0,21,15,207277,210229,2952
block1,21,15,210229,212593,2364
head_hidden_first_token,21,0,203737,215886,12149
head_hidden_last_token,21,15,212593,215886,3293
head_output,21,0,215886,216628,742
serializer,21,0,216628,216686,58
patch_queue,22,0,206100,206689,589
embedding,22,0,206689,207867,1178
block0,22,0,207867,210821,2954
block1,22,0,210821,213185,2364
patch_queue,22,1,206690,207279,589
embedding,22,1,207279,208459,1180
block0,22,1,208459,211411,2952
block1,22,1,211411,213775,2364
patch_queue,22,2,207280,207869,589
embedding,22,2,207869,209049,1180
block0,22,2,209049,212001,2952
block1,22,2,212001,214365,2364
patch_queue,22,3,207870,208461,591
embedding,22,3,208461,209639,1178
block0,22,3,209639,212591,2952
block1,22,3,212591,214955,2364
patch_queue,22,4,208462,209051,589
embedding,22,4,209051,210229,1178
block0,22,4,210229,213183,2954
block1,22,4,213183,215547,2364
patch_queue,22,5,209052,209641,589
embedding,22,5,209641,210821,1180
block0,22,5,210821,213773,2952
block1,22,5,213773,216137,2364
patch_queue,22,6,209642,210231,589
embedding,22,6,210231,211411,1180
block0,22,6,211411,214363,2952
block1,22,6,214363,216727,2364
patch_queue,22,7,210232,210823,591
embedding,22,7,210823,212001,1178
block0,22,7,212001,214953,2952
block1,22,7,214953,217317,2364
patch_queue,22,8,210824,211413,589
embedding,22,8,211413,212591,1178
block0,22,8,212591,215545,2954
block1,22,8,215545,217909,2364
patch_queue,22,9,211414,212003,589
embedding,22,9,212003,213183,1180
block0,22,9,213183,216135,2952
block1,22,9,216135,218499,2364
patch_queue,22,10,212004,212593,589
embedding,22,10,212593,213773,1180
block0,22,10,213773,216725,2952
block1,22,10,216725,219089,2364
patch_queue,22,11,212594,213185,591
embedding,22,11,213185,214363,1178
block0,22,11,214363,217315,2952
block1,22,11,217315,219679,2364
patch_queue,22,12,213186,213775,589
embedding,22,12,213775,214953,1178
block0,22,12,214953,217907,2954
block1,22,12,217907,220271,2364
patch_queue,22,13,213776,214365,589
embedding,22,13,214365,215545,1180
block0,22,13,215545,218497,2952
block1,22,13,218497,220861,2364
patch_queue,22,14,214366,214955,589
embedding,22,14,214955,216135,1180
block0,22,14,216135,219087,2952
block1,22,14,219087,221451,2364
patch_queue,22,15,214956,215547,591
embedding,22,15,215547,216725,1178
block0,22,15,216725,219677,2952
block1,22,15,219677,222041,2364
head_hidden_first_token,22,0,213185,225334,12149
head_hidden_last_token,22,15,222041,225334,3293
head_output,22,0,225334,226076,742
serializer,22,0,226076,226134,58
patch_queue,23,0,215548,216137,589
embedding,23,0,216137,217315,1178
block0,23,0,217315,220269,2954
block1,23,0,220269,222633,2364
patch_queue,23,1,216138,216727,589
embedding,23,1,216727,217907,1180
block0,23,1,217907,220859,2952
block1,23,1,220859,223223,2364
patch_queue,23,2,216728,217317,589
embedding,23,2,217317,218497,1180
block0,23,2,218497,221449,2952
block1,23,2,221449,223813,2364
patch_queue,23,3,217318,217909,591
embedding,23,3,217909,219087,1178
block0,23,3,219087,222039,2952
block1,23,3,222039,224403,2364
patch_queue,23,4,217910,218499,589
embedding,23,4,218499,219677,1178
block0,23,4,219677,222631,2954
block1,23,4,222631,224995,2364
patch_queue,23,5,218500,219089,589
embedding,23,5,219089,220269,1180
block0,23,5,220269,223221,2952
block1,23,5,223221,225585,2364
patch_queue,23,6,219090,219679,589
embedding,23,6,219679,220859,1180
block0,23,6,220859,223811,2952
block1,23,6,223811,226175,2364
patch_queue,23,7,219680,220271,591
embedding,23,7,220271,221449,1178
block0,23,7,221449,224401,2952
block1,23,7,224401,226765,2364
patch_queue,23,8,220272,220861,589
embedding,23,8,220861,222039,1178
block0,23,8,222039,224993,2954
block1,23,8,224993,227357,2364
patch_queue,23,9,220862,221451,589
embedding,23,9,221451,222631,1180
block0,23,9,222631,225583,2952
block1,23,9,225583,227947,2364
patch_queue,23,10,221452,222041,589
embedding,23,10,222041,223221,1180
block0,23,10,223221,226173,2952
block1,23,10,226173,228537,2364
patch_queue,23,11,222042,222633,591
embedding,23,11,222633,223811,1178
block0,23,11,223811,226763,2952
block1,23,11,226763,229127,2364
patch_queue,23,12,222634,223223,589
embedding,23,12,223223,224401,1178
block0,23,12,224401,227355,2954
block1,23,12,227355,229719,2364
patch_queue,23,13,223224,223813,589
embedding,23,13,223813,224993,1180
block0,23,13,224993,227945,2952
block1,23,13,227945,230309,2364
patch_queue,23,14,223814,224403,589
embedding,23,14,224403,225583,1180
block0,23,14,225583,228535,2952
block1,23,14,228535,230899,2364
patch_queue,23,15,224404,224995,591
embedding,23,15,224995,226173,1178
block0,23,15,226173,229125,2952
block1,23,15,229125,231489,2364
head_hidden_first_token,23,0,222633,234782,12149
head_hidden_last_token,23,15,231489,234782,3293
head_output,23,0,234782,235524,742
serializer,23,0,235524,235582,58
patch_queue,24,0,224996,225585,589
embedding,24,0,225585,226763,1178
block0,24,0,226763,229717,2954
block1,24,0,229717,232081,2364
patch_queue,24,1,225586,226175,589
embedding,24,1,226175,227355,1180
block0,24,1,227355,230307,2952
block1,24,1,230307,232671,2364
patch_queue,24,2,226176,226765,589
embedding,24,2,226765,227945,1180
block0,24,2,227945,230897,2952
block1,24,2,230897,233261,2364
patch_queue,24,3,226766,227357,591
embedding,24,3,227357,228535,1178
