stage,frame,token,input_cycle,output_cycle,elapsed_cycles
block_input_queue,26,12,268968,269600,632
block_input_queue,26,13,269601,270227,626
block_input_queue,26,14,270228,270854,626
block_input_queue,26,15,270855,271481,626
block_input_queue,27,0,271482,272114,632
block_input_queue,27,1,272115,272741,626
block_input_queue,27,2,272742,273368,626
block_input_queue,27,3,273369,273995,626
block_input_queue,27,4,273996,274628,632
block_input_queue,27,5,274629,275255,626
block_input_queue,27,6,275256,275882,626
block_input_queue,27,7,275883,276509,626
block_input_queue,27,8,276510,277142,632
block_input_queue,27,9,277143,277769,626
block_input_queue,27,10,277770,278396,626
block_input_queue,27,11,278397,279023,626
block_input_queue,27,12,279024,279656,632
block_input_queue,27,13,279657,280283,626
block_input_queue,27,14,280284,280910,626
block_input_queue,27,15,280911,281537,626
block_input_queue,28,0,281538,282170,632
block_input_queue,28,1,282171,282797,626
block_input_queue,28,2,282798,283424,626
block_input_queue,28,3,283425,284051,626
block_input_queue,28,4,284052,284684,632
block_input_queue,28,5,284685,285311,626
block_input_queue,28,6,285312,285938,626
block_input_queue,28,7,285939,286565,626
block_input_queue,28,8,286566,287198,632
block_input_queue,28,9,287199,287825,626
block_input_queue,28,10,287826,288452,626
block_input_queue,28,11,288453,289079,626
block_input_queue,28,12,289080,289712,632
block_input_queue,28,13,289713,290339,626
block_input_queue,28,14,290340,290966,626
block_input_queue,28,15,290967,291593,626
block_input_queue,29,0,291594,292226,632
block_input_queue,29,1,292227,292853,626
block_input_queue,29,2,292854,293480,626
block_input_queue,29,3,293481,294107,626
block_input_queue,29,4,294108,294740,632
block_input_queue,29,5,294741,295367,626
block_input_queue,29,6,295368,295994,626
block_input_queue,29,7,295995,296621,626
block_input_queue,29,8,296622,297254,632
block_input_queue,29,9,297255,297881,626
block_input_queue,29,10,297882,298508,626
block_input_queue,29,11,298509,299135,626
block_input_queue,29,12,299136,299768,632
block_input_queue,29,13,299769,300395,626
block_input_queue,29,14,300396,301022,626
block_input_queue,29,15,301023,301649,626
block_input_queue,30,0,301650,302282,632
block_input_queue,30,1,302283,302909,626
block_input_queue,30,2,302910,303536,626
block_input_queue,30,3,303537,304163,626
block_input_queue,30,4,304164,304796,632
block_input_queue,30,5,304797,305423,626
block_input_queue,30,6,305424,306050,626
block_input_queue,30,7,306051,306677,626
block_input_queue,30,8,306678,307310,632
block_input_queue,30,9,307311,307937,626
block_input_queue,30,10,307938,308564,626
block_input_queue,30,11,308565,309191,626
block_input_queue,30,12,309192,309824,632
block_input_queue,30,13,309825,310451,626
block_input_queue,30,14,310452,311078,626
block_input_queue,30,15,311079,311705,626
block_input_queue,31,0,311706,312338,632
block_input_queue,31,1,312339,312965,626
block_input_queue,31,2,312966,313592,626
block_input_queue,31,3,313593,314219,626
block_input_queue,31,4,314220,314852,632
block_input_queue,31,5,314853,315479,626
block_input_queue,31,6,315480,316106,626
block_input_queue,31,7,316107,316733,626
block_input_queue,31,8,316734,317366,632
block_input_queue,31,9,317367,317993,626
block_input_queue,31,10,317994,318620,626
block_input_queue,31,11,318621,319247,626
block_input_queue,31,12,319248,319880,632
block_input_queue,31,13,319881,320507,626
block_input_queue,31,14,320508,321134,626
block_input_queue,31,15,321135,321761,626
block_input_queue,32,0,321762,322394,632
block_input_queue,32,1,322395,323021,626
block_input_queue,32,2,323022,323648,626
block_input_queue,32,3,323649,324275,626
block_input_queue,32,4,324276,324908,632
block_input_queue,32,5,324909,325535,626
block_input_queue,32,6,325536,326162,626
block_input_queue,32,7,326163,326789,626
block_input_queue,32,8,326790,327422,632
block_input_queue,32,9,327423,328049,626
block_input_queue,32,10,328050,328676,626
block_input_queue,32,11,328677,329303,626
block_input_queue,32,12,329304,329936,632
block_input_queue,32,13,329937,330563,626
block_input_queue,32,14,330564,331190,626
block_input_queue,32,15,331191,331817,626
block_input_queue,33,0,331818,332450,632
block_input_queue,33,1,332451,333077,626
block_input_queue,33,2,333078,333704,626
block_input_queue,33,3,333705,334331,626
block_input_queue,33,4,334332,334964,632
block_input_queue,33,5,334965,335591,626
block_input_queue,33,6,335592,336218,626
block_input_queue,33,7,336219,336845,626
block_input_queue,33,8,336846,337478,632
block_input_queue,33,9,337479,338105,626
block_input_queue,33,10,338106,338732,626
block_input_queue,33,11,338733,339359,626
block_input_queue,33,12,339360,339992,632
block_input_queue,33,13,339993,340619,626
block_input_queue,33,14,340620,341246,626
block_input_queue,33,15,341247,341873,626
block_input_queue,34,0,341874,342506,632
block_input_queue,34,1,342507,343133,626
block_input_queue,34,2,343134,343760,626
block_input_queue,34,3,343761,344387,626
block_input_queue,34,4,344388,345020,632
block_input_queue,34,5,345021,345647,626
block_input_queue,34,6,345648,346274,626
block_input_queue,34,7,346275,346901,626
block_input_queue,34,8,346902,347534,632
block_input_queue,34,9,347535,348161,626
block_input_queue,34,10,348162,348788,626
block_input_queue,34,11,348789,349415,626
block_input_queue,34,12,349416,350048,632
block_input_queue,34,13,350049,350675,626
block_input_queue,34,14,350676,351302,626
block_input_queue,34,15,351303,351929,626
block_input_queue,35,0,351930,352562,632
block_input_queue,35,1,352563,353189,626
block_input_queue,35,2,353190,353816,626
block_input_queue,35,3,353817,354443,626
block_input_queue,35,4,354444,355076,632
block_input_queue,35,5,355077,355703,626
block_input_queue,35,6,355704,356330,626
block_input_queue,35,7,356331,356957,626
block_input_queue,35,8,356958,357590,632
block_input_queue,35,9,357591,358217,626
block_input_queue,35,10,358218,358844,626
block_input_queue,35,11,358845,359471,626
block_input_queue,35,12,359472,360104,632
block_input_queue,35,13,360105,360731,626
block_input_queue,35,14,360732,361358,626
block_input_queue,35,15,361359,361985,626
block_input_queue,36,0,361986,362618,632
block_input_queue,36,1,362619,363245,626
block_input_queue,36,2,363246,363872,626
block_input_queue,36,3,363873,364499,626
block_input_queue,36,4,364500,365132,632
block_input_queue,36,5,365133,365759,626
block_input_queue,36,6,365760,366386,626
block_input_queue,36,7,366387,367013,626
block_input_queue,36,8,367014,367646,632
block_input_queue,36,9,367647,368273,626
block_input_queue,36,10,368274,368900,626
block_input_queue,36,11,368901,369527,626
block_input_queue,36,12,369528,370160,632
block_input_queue,36,13,370161,370787,626
block_input_queue,36,14,370788,371414,626
block_input_queue,36,15,371415,372041,626
block_input_queue,37,0,372042,372674,632
block_input_queue,37,1,372675,373301,626
block_input_queue,37,2,373302,373928,626
