event,ordinal,token,cycle,group,item
round,128,0,81924,14,-1
collect,128,0,81925,14,-1
read,128,0,81925,15,0
dispatch,128,0,81926,15,0
read,128,0,81926,15,1
dispatch,128,0,81927,15,1
read,128,0,81927,15,2
dispatch,128,0,81928,15,2
read,128,0,81928,15,3
dispatch,128,0,81929,15,3
read,128,0,81929,15,4
response,128,0,81929,15,0
dispatch,128,0,81930,15,4
multiply,128,0,81930,15,0
read,128,0,81930,15,5
response,128,0,81930,15,1
combine,128,0,81931,15,0
dispatch,128,0,81931,15,5
multiply,128,0,81931,15,1
read,128,0,81931,15,6
response,128,0,81931,15,2
accumulate,128,0,81932,15,0
combine,128,0,81932,15,1
dispatch,128,0,81932,15,6
multiply,128,0,81932,15,2
read,128,0,81932,15,7
response,128,0,81932,15,3
accumulate,128,0,81933,15,1
combine,128,0,81933,15,2
dispatch,128,0,81933,15,7
multiply,128,0,81933,15,3
read,128,0,81933,15,8
response,128,0,81933,15,4
accumulate,128,0,81934,15,2
combine,128,0,81934,15,3
dispatch,128,0,81934,15,8
multiply,128,0,81934,15,4
read,128,0,81934,15,9
response,128,0,81934,15,5
accumulate,128,0,81935,15,3
combine,128,0,81935,15,4
dispatch,128,0,81935,15,9
multiply,128,0,81935,15,5
read,128,0,81935,15,10
response,128,0,81935,15,6
accumulate,128,0,81936,15,4
combine,128,0,81936,15,5
dispatch,128,0,81936,15,10
multiply,128,0,81936,15,6
read,128,0,81936,15,11
response,128,0,81936,15,7
accumulate,128,0,81937,15,5
combine,128,0,81937,15,6
dispatch,128,0,81937,15,11
multiply,128,0,81937,15,7
read,128,0,81937,15,12
response,128,0,81937,15,8
accumulate,128,0,81938,15,6
combine,128,0,81938,15,7
dispatch,128,0,81938,15,12
multiply,128,0,81938,15,8
read,128,0,81938,15,13
response,128,0,81938,15,9
accumulate,128,0,81939,15,7
combine,128,0,81939,15,8
dispatch,128,0,81939,15,13
multiply,128,0,81939,15,9
read,128,0,81939,15,14
response,128,0,81939,15,10
accumulate,128,0,81940,15,8
combine,128,0,81940,15,9
dispatch,128,0,81940,15,14
multiply,128,0,81940,15,10
read,128,0,81940,15,15
response,128,0,81940,15,11
accumulate,128,0,81941,15,9
chunk,128,0,81941,15,1
combine,128,0,81941,15,10
dispatch,128,0,81941,15,15
multiply,128,0,81941,15,11
response,128,0,81941,15,12
accumulate,128,0,81942,15,10
combine,128,0,81942,15,11
multiply,128,0,81942,15,12
read,128,0,81942,15,16
response,128,0,81942,15,13
accumulate,128,0,81943,15,11
combine,128,0,81943,15,12
dispatch,128,0,81943,15,16
multiply,128,0,81943,15,13
read,128,0,81943,15,17
response,128,0,81943,15,14
accumulate,128,0,81944,15,12
combine,128,0,81944,15,13
dispatch,128,0,81944,15,17
multiply,128,0,81944,15,14
read,128,0,81944,15,18
response,128,0,81944,15,15
accumulate,128,0,81945,15,13
combine,128,0,81945,15,14
dispatch,128,0,81945,15,18
multiply,128,0,81945,15,15
read,128,0,81945,15,19
accumulate,128,0,81946,15,14
combine,128,0,81946,15,15
dispatch,128,0,81946,15,19
response,128,0,81946,15,16
accumulate,128,0,81947,15,15
multiply,128,0,81947,15,16
response,128,0,81947,15,17
combine,128,0,81948,15,16
multiply,128,0,81948,15,17
response,128,0,81948,15,18
accumulate,128,0,81949,15,16
combine,128,0,81949,15,17
multiply,128,0,81949,15,18
response,128,0,81949,15,19
accumulate,128,0,81950,15,17
combine,128,0,81950,15,18
multiply,128,0,81950,15,19
accumulate,128,0,81951,15,18
combine,128,0,81951,15,19
last,128,0,81952,15,19
bias,128,0,81953,15,-1
restart,128,0,81953,15,-1
add,128,0,81954,15,-1
group,128,0,81954,16,-1
chunk,128,0,81955,16,0
round,128,0,81955,15,-1
collect,128,0,81956,15,-1
read,128,0,81956,16,0
dispatch,128,0,81957,16,0
read,128,0,81957,16,1
dispatch,128,0,81958,16,1
read,128,0,81958,16,2
dispatch,128,0,81959,16,2
read,128,0,81959,16,3
dispatch,128,0,81960,16,3
read,128,0,81960,16,4
response,128,0,81960,16,0
dispatch,128,0,81961,16,4
multiply,128,0,81961,16,0
read,128,0,81961,16,5
response,128,0,81961,16,1
combine,128,0,81962,16,0
dispatch,128,0,81962,16,5
multiply,128,0,81962,16,1
read,128,0,81962,16,6
response,128,0,81962,16,2
accumulate,128,0,81963,16,0
combine,128,0,81963,16,1
dispatch,128,0,81963,16,6
multiply,128,0,81963,16,2
read,128,0,81963,16,7
response,128,0,81963,16,3
accumulate,128,0,81964,16,1
combine,128,0,81964,16,2
dispatch,128,0,81964,16,7
multiply,128,0,81964,16,3
read,128,0,81964,16,8
response,128,0,81964,16,4
accumulate,128,0,81965,16,2
combine,128,0,81965,16,3
dispatch,128,0,81965,16,8
multiply,128,0,81965,16,4
read,128,0,81965,16,9
response,128,0,81965,16,5
accumulate,128,0,81966,16,3
combine,128,0,81966,16,4
dispatch,128,0,81966,16,9
multiply,128,0,81966,16,5
read,128,0,81966,16,10
response,128,0,81966,16,6
accumulate,128,0,81967,16,4
combine,128,0,81967,16,5
dispatch,128,0,81967,16,10
multiply,128,0,81967,16,6
read,128,0,81967,16,11
response,128,0,81967,16,7
accumulate,128,0,81968,16,5
combine,128,0,81968,16,6
dispatch,128,0,81968,16,11
multiply,128,0,81968,16,7
read,128,0,81968,16,12
response,128,0,81968,16,8
accumulate,128,0,81969,16,6
combine,128,0,81969,16,7
dispatch,128,0,81969,16,12
multiply,128,0,81969,16,8
read,128,0,81969,16,13
response,128,0,81969,16,9
accumulate,128,0,81970,16,7
combine,128,0,81970,16,8
dispatch,128,0,81970,16,13
multiply,128,0,81970,16,9
read,128,0,81970,16,14
response,128,0,81970,16,10
accumulate,128,0,81971,16,8
combine,128,0,81971,16,9
dispatch,128,0,81971,16,14
multiply,128,0,81971,16,10
read,128,0,81971,16,15
response,128,0,81971,16,11
accumulate,128,0,81972,16,9
chunk,128,0,81972,16,1
combine,128,0,81972,16,10
dispatch,128,0,81972,16,15
multiply,128,0,81972,16,11
response,128,0,81972,16,12
accumulate,128,0,81973,16,10
combine,128,0,81973,16,11
multiply,128,0,81973,16,12
read,128,0,81973,16,16
response,128,0,81973,16,13
accumulate,128,0,81974,16,11
combine,128,0,81974,16,12
dispatch,128,0,81974,16,16
multiply,128,0,81974,16,13
read,128,0,81974,16,17
response,128,0,81974,16,14
accumulate,128,0,81975,16,12
combine,128,0,81975,16,13
dispatch,128,0,81975,16,17
multiply,128,0,81975,16,14
read,128,0,81975,16,18
response,128,0,81975,16,15
accumulate,128,0,81976,16,13
combine,128,0,81976,16,14
dispatch,128,0,81976,16,18
multiply,128,0,81976,16,15
read,128,0,81976,16,19
accumulate,128,0,81977,16,14
combine,128,0,81977,16,15
dispatch,128,0,81977,16,19
response,128,0,81977,16,16
accumulate,128,0,81978,16,15
multiply,128,0,81978,16,16
response,128,0,81978,16,17
combine,128,0,81979,16,16
multiply,128,0,81979,16,17
response,128,0,81979,16,18
accumulate,128,0,81980,16,16
combine,128,0,81980,16,17
multiply,128,0,81980,16,18
response,128,0,81980,16,19
accumulate,128,0,81981,16,17
combine,128,0,81981,16,18
multiply,128,0,81981,16,19
accumulate,128,0,81982,16,18
combine,128,0,81982,16,19
last,128,0,81983,16,19
bias,128,0,81984,16,-1
restart,128,0,81984,16,-1
add,128,0,81985,16,-1
group,128,0,81985,17,-1
chunk,128,0,81986,17,0
round,128,0,81986,16,-1
collect,128,0,81987,16,-1
read,128,0,81987,17,0
dispatch,128,0,81988,17,0
read,128,0,81988,17,1
dispatch,128,0,81989,17,1
read,128,0,81989,17,2
dispatch,128,0,81990,17,2
read,128,0,81990,17,3
dispatch,128,0,81991,17,3
read,128,0,81991,17,4
response,128,0,81991,17,0
dispatch,128,0,81992,17,4
multiply,128,0,81992,17,0
read,128,0,81992,17,5
response,128,0,81992,17,1
combine,128,0,81993,17,0
dispatch,128,0,81993,17,5
multiply,128,0,81993,17,1
read,128,0,81993,17,6
response,128,0,81993,17,2
accumulate,128,0,81994,17,0
combine,128,0,81994,17,1
dispatch,128,0,81994,17,6
multiply,128,0,81994,17,2
read,128,0,81994,17,7
response,128,0,81994,17,3
accumulate,128,0,81995,17,1
combine,128,0,81995,17,2
dispatch,128,0,81995,17,7
multiply,128,0,81995,17,3
read,128,0,81995,17,8
response,128,0,81995,17,4
accumulate,128,0,81996,17,2
combine,128,0,81996,17,3
dispatch,128,0,81996,17,8
multiply,128,0,81996,17,4
read,128,0,81996,17,9
response,128,0,81996,17,5
accumulate,128,0,81997,17,3
combine,128,0,81997,17,4
dispatch,128,0,81997,17,9
multiply,128,0,81997,17,5
read,128,0,81997,17,10
response,128,0,81997,17,6
accumulate,128,0,81998,17,4
combine,128,0,81998,17,5
dispatch,128,0,81998,17,10
multiply,128,0,81998,17,6
read,128,0,81998,17,11
response,128,0,81998,17,7
accumulate,128,0,81999,17,5
combine,128,0,81999,17,6
dispatch,128,0,81999,17,11
multiply,128,0,81999,17,7
read,128,0,81999,17,12
response,128,0,81999,17,8
accumulate,128,0,82000,17,6
combine,128,0,82000,17,7
dispatch,128,0,82000,17,12
multiply,128,0,82000,17,8
read,128,0,82000,17,13
response,128,0,82000,17,9
accumulate,128,0,82001,17,7
combine,128,0,82001,17,8
dispatch,128,0,82001,17,13
multiply,128,0,82001,17,9
read,128,0,82001,17,14
response,128,0,82001,17,10
accumulate,128,0,82002,17,8
combine,128,0,82002,17,9
dispatch,128,0,82002,17,14
multiply,128,0,82002,17,10
read,128,0,82002,17,15
response,128,0,82002,17,11
accumulate,128,0,82003,17,9
chunk,128,0,82003,17,1
combine,128,0,82003,17,10
dispatch,128,0,82003,17,15
multiply,128,0,82003,17,11
response,128,0,82003,17,12
accumulate,128,0,82004,17,10
combine,128,0,82004,17,11
multiply,128,0,82004,17,12
read,128,0,82004,17,16
response,128,0,82004,17,13
accumulate,128,0,82005,17,11
combine,128,0,82005,17,12
dispatch,128,0,82005,17,16
multiply,128,0,82005,17,13
read,128,0,82005,17,17
response,128,0,82005,17,14
accumulate,128,0,82006,17,12
combine,128,0,82006,17,13
dispatch,128,0,82006,17,17
multiply,128,0,82006,17,14
read,128,0,82006,17,18
response,128,0,82006,17,15
accumulate,128,0,82007,17,13
combine,128,0,82007,17,14
dispatch,128,0,82007,17,18
multiply,128,0,82007,17,15
read,128,0,82007,17,19
accumulate,128,0,82008,17,14
combine,128,0,82008,17,15
dispatch,128,0,82008,17,19
response,128,0,82008,17,16
accumulate,128,0,82009,17,15
multiply,128,0,82009,17,16
response,128,0,82009,17,17
combine,128,0,82010,17,16
multiply,128,0,82010,17,17
response,128,0,82010,17,18
accumulate,128,0,82011,17,16
combine,128,0,82011,17,17
multiply,128,0,82011,17,18
response,128,0,82011,17,19
accumulate,128,0,82012,17,17
combine,128,0,82012,17,18
multiply,128,0,82012,17,19
accumulate,128,0,82013,17,18
combine,128,0,82013,17,19
last,128,0,82014,17,19
bias,128,0,82015,17,-1
restart,128,0,82015,17,-1
add,128,0,82016,17,-1
group,128,0,82016,18,-1
chunk,128,0,82017,18,0
round,128,0,82017,17,-1
collect,128,0,82018,17,-1
read,128,0,82018,18,0
dispatch,128,0,82019,18,0
read,128,0,82019,18,1
dispatch,128,0,82020,18,1
read,128,0,82020,18,2
dispatch,128,0,82021,18,2
read,128,0,82021,18,3
dispatch,128,0,82022,18,3
read,128,0,82022,18,4
response,128,0,82022,18,0
dispatch,128,0,82023,18,4
multiply,128,0,82023,18,0
read,128,0,82023,18,5
response,128,0,82023,18,1
combine,128,0,82024,18,0
dispatch,128,0,82024,18,5
multiply,128,0,82024,18,1
read,128,0,82024,18,6
response,128,0,82024,18,2
accumulate,128,0,82025,18,0
combine,128,0,82025,18,1
dispatch,128,0,82025,18,6
multiply,128,0,82025,18,2
read,128,0,82025,18,7
response,128,0,82025,18,3
accumulate,128,0,82026,18,1
combine,128,0,82026,18,2
dispatch,128,0,82026,18,7
multiply,128,0,82026,18,3
read,128,0,82026,18,8
response,128,0,82026,18,4
accumulate,128,0,82027,18,2
combine,128,0,82027,18,3
dispatch,128,0,82027,18,8
multiply,128,0,82027,18,4
read,128,0,82027,18,9
response,128,0,82027,18,5
accumulate,128,0,82028,18,3
combine,128,0,82028,18,4
dispatch,128,0,82028,18,9
multiply,128,0,82028,18,5
read,128,0,82028,18,10
response,128,0,82028,18,6
accumulate,128,0,82029,18,4
combine,128,0,82029,18,5
dispatch,128,0,82029,18,10
multiply,128,0,82029,18,6
read,128,0,82029,18,11
response,128,0,82029,18,7
accumulate,128,0,82030,18,5
combine,128,0,82030,18,6
dispatch,128,0,82030,18,11
multiply,128,0,82030,18,7
read,128,0,82030,18,12
response,128,0,82030,18,8
accumulate,128,0,82031,18,6
combine,128,0,82031,18,7
dispatch,128,0,82031,18,12
multiply,128,0,82031,18,8
read,128,0,82031,18,13
response,128,0,82031,18,9
accumulate,128,0,82032,18,7
combine,128,0,82032,18,8
dispatch,128,0,82032,18,13
multiply,128,0,82032,18,9
read,128,0,82032,18,14
response,128,0,82032,18,10
accumulate,128,0,82033,18,8
combine,128,0,82033,18,9
dispatch,128,0,82033,18,14
multiply,128,0,82033,18,10
read,128,0,82033,18,15
response,128,0,82033,18,11
accumulate,128,0,82034,18,9
chunk,128,0,82034,18,1
combine,128,0,82034,18,10
dispatch,128,0,82034,18,15
multiply,128,0,82034,18,11
response,128,0,82034,18,12
accumulate,128,0,82035,18,10
combine,128,0,82035,18,11
multiply,128,0,82035,18,12
read,128,0,82035,18,16
response,128,0,82035,18,13
accumulate,128,0,82036,18,11
combine,128,0,82036,18,12
dispatch,128,0,82036,18,16
multiply,128,0,82036,18,13
read,128,0,82036,18,17
response,128,0,82036,18,14
accumulate,128,0,82037,18,12
combine,128,0,82037,18,13
dispatch,128,0,82037,18,17
multiply,128,0,82037,18,14
read,128,0,82037,18,18
response,128,0,82037,18,15
accumulate,128,0,82038,18,13
combine,128,0,82038,18,14
dispatch,128,0,82038,18,18
multiply,128,0,82038,18,15
read,128,0,82038,18,19
accumulate,128,0,82039,18,14
combine,128,0,82039,18,15
dispatch,128,0,82039,18,19
response,128,0,82039,18,16
accumulate,128,0,82040,18,15
multiply,128,0,82040,18,16
response,128,0,82040,18,17
combine,128,0,82041,18,16
multiply,128,0,82041,18,17
response,128,0,82041,18,18
accumulate,128,0,82042,18,16
combine,128,0,82042,18,17
multiply,128,0,82042,18,18
response,128,0,82042,18,19
accumulate,128,0,82043,18,17
combine,128,0,82043,18,18
multiply,128,0,82043,18,19
accumulate,128,0,82044,18,18
combine,128,0,82044,18,19
last,128,0,82045,18,19
bias,128,0,82046,18,-1
restart,128,0,82046,18,-1
add,128,0,82047,18,-1
group,128,0,82047,19,-1
chunk,128,0,82048,19,0
round,128,0,82048,18,-1
collect,128,0,82049,18,-1
read,128,0,82049,19,0
dispatch,128,0,82050,19,0
read,128,0,82050,19,1
dispatch,128,0,82051,19,1
read,128,0,82051,19,2
dispatch,128,0,82052,19,2
read,128,0,82052,19,3
dispatch,128,0,82053,19,3
read,128,0,82053,19,4
response,128,0,82053,19,0
dispatch,128,0,82054,19,4
multiply,128,0,82054,19,0
read,128,0,82054,19,5
response,128,0,82054,19,1
combine,128,0,82055,19,0
dispatch,128,0,82055,19,5
multiply,128,0,82055,19,1
read,128,0,82055,19,6
response,128,0,82055,19,2
accumulate,128,0,82056,19,0
combine,128,0,82056,19,1
dispatch,128,0,82056,19,6
multiply,128,0,82056,19,2
read,128,0,82056,19,7
response,128,0,82056,19,3
accumulate,128,0,82057,19,1
combine,128,0,82057,19,2
dispatch,128,0,82057,19,7
multiply,128,0,82057,19,3
read,128,0,82057,19,8
response,128,0,82057,19,4
accumulate,128,0,82058,19,2
combine,128,0,82058,19,3
dispatch,128,0,82058,19,8
multiply,128,0,82058,19,4
read,128,0,82058,19,9
response,128,0,82058,19,5
accumulate,128,0,82059,19,3
combine,128,0,82059,19,4
dispatch,128,0,82059,19,9
multiply,128,0,82059,19,5
read,128,0,82059,19,10
response,128,0,82059,19,6
accumulate,128,0,82060,19,4
combine,128,0,82060,19,5
dispatch,128,0,82060,19,10
multiply,128,0,82060,19,6
read,128,0,82060,19,11
response,128,0,82060,19,7
accumulate,128,0,82061,19,5
combine,128,0,82061,19,6
dispatch,128,0,82061,19,11
multiply,128,0,82061,19,7
read,128,0,82061,19,12
response,128,0,82061,19,8
accumulate,128,0,82062,19,6
combine,128,0,82062,19,7
dispatch,128,0,82062,19,12
multiply,128,0,82062,19,8
read,128,0,82062,19,13
response,128,0,82062,19,9
accumulate,128,0,82063,19,7
combine,128,0,82063,19,8
dispatch,128,0,82063,19,13
multiply,128,0,82063,19,9
read,128,0,82063,19,14
response,128,0,82063,19,10
accumulate,128,0,82064,19,8
combine,128,0,82064,19,9
dispatch,128,0,82064,19,14
multiply,128,0,82064,19,10
read,128,0,82064,19,15
response,128,0,82064,19,11
accumulate,128,0,82065,19,9
chunk,128,0,82065,19,1
combine,128,0,82065,19,10
dispatch,128,0,82065,19,15
multiply,128,0,82065,19,11
response,128,0,82065,19,12
accumulate,128,0,82066,19,10
combine,128,0,82066,19,11
multiply,128,0,82066,19,12
read,128,0,82066,19,16
response,128,0,82066,19,13
accumulate,128,0,82067,19,11
combine,128,0,82067,19,12
dispatch,128,0,82067,19,16
multiply,128,0,82067,19,13
read,128,0,82067,19,17
response,128,0,82067,19,14
accumulate,128,0,82068,19,12
combine,128,0,82068,19,13
dispatch,128,0,82068,19,17
multiply,128,0,82068,19,14
read,128,0,82068,19,18
response,128,0,82068,19,15
accumulate,128,0,82069,19,13
combine,128,0,82069,19,14
dispatch,128,0,82069,19,18
multiply,128,0,82069,19,15
read,128,0,82069,19,19
accumulate,128,0,82070,19,14
combine,128,0,82070,19,15
dispatch,128,0,82070,19,19
response,128,0,82070,19,16
accumulate,128,0,82071,19,15
multiply,128,0,82071,19,16
response,128,0,82071,19,17
combine,128,0,82072,19,16
multiply,128,0,82072,19,17
response,128,0,82072,19,18
accumulate,128,0,82073,19,16
combine,128,0,82073,19,17
multiply,128,0,82073,19,18
response,128,0,82073,19,19
accumulate,128,0,82074,19,17
combine,128,0,82074,19,18
multiply,128,0,82074,19,19
accumulate,128,0,82075,19,18
combine,128,0,82075,19,19
last,128,0,82076,19,19
bias,128,0,82077,19,-1
restart,128,0,82077,19,-1
add,128,0,82078,19,-1
round,128,0,82079,19,-1
collect,128,0,82080,19,-1
emit,128,0,82081,-1,-1
get,128,0,82082,-1,-1
