epoch,train_minibatch_rmse_m,validation_mae_cm,validation_rmse_cm,learning_rate,elapsed_seconds
100,0.08070631576507731,6.153624177257606,8.400126873565616,1.25e-05,8.671389971999815
101,0.08073343419366413,6.140502839905973,8.39319955200844,1.25e-05,8.409841923001295
102,0.08070711401556432,6.147188993101287,8.397977208526655,1.25e-05,8.63460342200051
103,0.08071426402501589,6.137564308448216,8.394212380173125,1.25e-05,8.932714894999663
104,0.08069886560799881,6.151720758338314,8.401396550623888,1.25e-05,9.941303118001088
105,0.08068143306111969,6.15418655417331,8.402194870314807,1.25e-05,8.896722640000007
106,0.08071015852322445,6.13907650498287,8.394267847050982,1.25e-05,8.943235328999435
107,0.08068836789225577,6.147925811636959,8.396349393547256,6.25e-06,9.14219955199951
108,0.08065481245861994,6.1530540549801955,8.401233213357356,6.25e-06,8.98830548299884
109,0.08062275974913537,6.1466972629872485,8.396230287412267,6.25e-06,11.104688291001366
110,0.08064531038050034,6.14387641371944,8.39464580815578,6.25e-06,10.728133067001181
111,0.08064668519342073,6.146943245715111,8.39444528014665,6.25e-06,10.01907693100111
112,0.08068009275442435,6.152258415002151,8.3976242558378,6.25e-06,10.394816361000267
113,0.08064214861613155,6.145464239880963,8.397412832080919,3.125e-06,10.16752827900018
114,0.08062686118632642,6.141913625215054,8.394035321351547,3.125e-06,10.7174200999998
115,0.08063917231413131,6.143692186679396,8.393619212238619,3.125e-06,9.922389387000294
116,0.08063276317430328,6.147208223657866,8.396124482207336,3.125e-06,10.495051108000553
