stage,frame,token,input_cycle,output_cycle,elapsed_cycles
block0,5,0,50250,53397,3147
block1,5,0,53397,55913,2516
patch_queue,5,1,48999,49625,626
embedding,5,1,49625,50883,1258
block0,5,1,50883,54024,3141
block1,5,1,54024,56540,2516
patch_queue,5,2,49626,50252,626
embedding,5,2,50252,51510,1258
block0,5,2,51510,54651,3141
block1,5,2,54651,57167,2516
patch_queue,5,3,50253,50885,632
embedding,5,3,50885,52137,1252
block0,5,3,52137,55278,3141
block1,5,3,55278,57794,2516
patch_queue,5,4,50886,51512,626
embedding,5,4,51512,52764,1252
block0,5,4,52764,55911,3147
block1,5,4,55911,58427,2516
patch_queue,5,5,51513,52139,626
embedding,5,5,52139,53397,1258
block0,5,5,53397,56538,3141
block1,5,5,56538,59054,2516
patch_queue,5,6,52140,52766,626
embedding,5,6,52766,54024,1258
block0,5,6,54024,57165,3141
block1,5,6,57165,59681,2516
patch_queue,5,7,52767,53399,632
embedding,5,7,53399,54651,1252
block0,5,7,54651,57792,3141
block1,5,7,57792,60308,2516
patch_queue,5,8,53400,54026,626
embedding,5,8,54026,55278,1252
block0,5,8,55278,58425,3147
block1,5,8,58425,60941,2516
patch_queue,5,9,54027,54653,626
embedding,5,9,54653,55911,1258
block0,5,9,55911,59052,3141
block1,5,9,59052,61568,2516
patch_queue,5,10,54654,55280,626
embedding,5,10,55280,56538,1258
block0,5,10,56538,59679,3141
block1,5,10,59679,62195,2516
patch_queue,5,11,55281,55913,632
embedding,5,11,55913,57165,1252
block0,5,11,57165,60306,3141
block1,5,11,60306,62822,2516
patch_queue,5,12,55914,56540,626
embedding,5,12,56540,57792,1252
block0,5,12,57792,60939,3147
block1,5,12,60939,63455,2516
patch_queue,5,13,56541,57167,626
embedding,5,13,57167,58425,1258
block0,5,13,58425,61566,3141
block1,5,13,61566,64082,2516
patch_queue,5,14,57168,57794,626
embedding,5,14,57794,59052,1258
block0,5,14,59052,62193,3141
block1,5,14,62193,64709,2516
patch_queue,5,15,57795,58427,632
embedding,5,15,58427,59679,1252
block0,5,15,59679,62820,3141
block1,5,15,62820,65336,2516
head_hidden_first_token,5,0,55913,68629,12716
head_hidden_last_token,5,15,65336,68629,3293
head_output,5,0,68629,69371,742
serializer,5,0,69371,69429,58
patch_queue,6,0,58428,59054,626
embedding,6,0,59054,60306,1252
block0,6,0,60306,63453,3147
block1,6,0,63453,65969,2516
patch_queue,6,1,59055,59681,626
embedding,6,1,59681,60939,1258
block0,6,1,60939,64080,3141
block1,6,1,64080,66596,2516
patch_queue,6,2,59682,60308,626
embedding,6,2,60308,61566,1258
block0,6,2,61566,64707,3141
block1,6,2,64707,67223,2516
patch_queue,6,3,60309,60941,632
embedding,6,3,60941,62193,1252
block0,6,3,62193,65334,3141
block1,6,3,65334,67850,2516
patch_queue,6,4,60942,61568,626
embedding,6,4,61568,62820,1252
block0,6,4,62820,65967,3147
block1,6,4,65967,68483,2516
patch_queue,6,5,61569,62195,626
embedding,6,5,62195,63453,1258
block0,6,5,63453,66594,3141
block1,6,5,66594,69110,2516
patch_queue,6,6,62196,62822,626
embedding,6,6,62822,64080,1258
block0,6,6,64080,67221,3141
block1,6,6,67221,69737,2516
patch_queue,6,7,62823,63455,632
embedding,6,7,63455,64707,1252
block0,6,7,64707,67848,3141
block1,6,7,67848,70364,2516
patch_queue,6,8,63456,64082,626
embedding,6,8,64082,65334,1252
block0,6,8,65334,68481,3147
block1,6,8,68481,70997,2516
patch_queue,6,9,64083,64709,626
embedding,6,9,64709,65967,1258
block0,6,9,65967,69108,3141
block1,6,9,69108,71624,2516
patch_queue,6,10,64710,65336,626
embedding,6,10,65336,66594,1258
block0,6,10,66594,69735,3141
block1,6,10,69735,72251,2516
patch_queue,6,11,65337,65969,632
embedding,6,11,65969,67221,1252
block0,6,11,67221,70362,3141
block1,6,11,70362,72878,2516
patch_queue,6,12,65970,66596,626
embedding,6,12,66596,67848,1252
block0,6,12,67848,70995,3147
block1,6,12,70995,73511,2516
patch_queue,6,13,66597,67223,626
embedding,6,13,67223,68481,1258
block0,6,13,68481,71622,3141
block1,6,13,71622,74138,2516
patch_queue,6,14,67224,67850,626
embedding,6,14,67850,69108,1258
block0,6,14,69108,72249,3141
block1,6,14,72249,74765,2516
patch_queue,6,15,67851,68483,632
embedding,6,15,68483,69735,1252
block0,6,15,69735,72876,3141
block1,6,15,72876,75392,2516
head_hidden_first_token,6,0,65969,78685,12716
head_hidden_last_token,6,15,75392,78685,3293
head_output,6,0,78685,79427,742
serializer,6,0,79427,79485,58
patch_queue,7,0,68484,69110,626
embedding,7,0,69110,70362,1252
block0,7,0,70362,73509,3147
block1,7,0,73509,76025,2516
patch_queue,7,1,69111,69737,626
embedding,7,1,69737,70995,1258
block0,7,1,70995,74136,3141
block1,7,1,74136,76652,2516
patch_queue,7,2,69738,70364,626
embedding,7,2,70364,71622,1258
block0,7,2,71622,74763,3141
block1,7,2,74763,77279,2516
patch_queue,7,3,70365,70997,632
embedding,7,3,70997,72249,1252
block0,7,3,72249,75390,3141
block1,7,3,75390,77906,2516
patch_queue,7,4,70998,71624,626
embedding,7,4,71624,72876,1252
block0,7,4,72876,76023,3147
block1,7,4,76023,78539,2516
patch_queue,7,5,71625,72251,626
embedding,7,5,72251,73509,1258
block0,7,5,73509,76650,3141
block1,7,5,76650,79166,2516
patch_queue,7,6,72252,72878,626
embedding,7,6,72878,74136,1258
block0,7,6,74136,77277,3141
block1,7,6,77277,79793,2516
patch_queue,7,7,72879,73511,632
embedding,7,7,73511,74763,1252
block0,7,7,74763,77904,3141
block1,7,7,77904,80420,2516
patch_queue,7,8,73512,74138,626
embedding,7,8,74138,75390,1252
block0,7,8,75390,78537,3147
block1,7,8,78537,81053,2516
patch_queue,7,9,74139,74765,626
embedding,7,9,74765,76023,1258
block0,7,9,76023,79164,3141
block1,7,9,79164,81680,2516
patch_queue,7,10,74766,75392,626
embedding,7,10,75392,76650,1258
block0,7,10,76650,79791,3141
block1,7,10,79791,82307,2516
patch_queue,7,11,75393,76025,632
embedding,7,11,76025,77277,1252
block0,7,11,77277,80418,3141
block1,7,11,80418,82934,2516
patch_queue,7,12,76026,76652,626
embedding,7,12,76652,77904,1252
block0,7,12,77904,81051,3147
block1,7,12,81051,83567,2516
patch_queue,7,13,76653,77279,626
embedding,7,13,77279,78537,1258
block0,7,13,78537,81678,3141
block1,7,13,81678,84194,2516
patch_queue,7,14,77280,77906,626
embedding,7,14,77906,79164,1258
block0,7,14,79164,82305,3141
block1,7,14,82305,84821,2516
patch_queue,7,15,77907,78539,632
embedding,7,15,78539,79791,1252
block0,7,15,79791,82932,3141
block1,7,15,82932,85448,2516
head_hidden_first_token,7,0,76025,88741,12716
head_hidden_last_token,7,15,85448,88741,3293
head_output,7,0,88741,89483,742
serializer,7,0,89483,89541,58
patch_queue,8,0,78540,79166,626
embedding,8,0,79166,80418,1252
block0,8,0,80418,83565,3147
block1,8,0,83565,86081,2516
patch_queue,8,1,79167,79793,626
embedding,8,1,79793,81051,1258
block0,8,1,81051,84192,3141
block1,8,1,84192,86708,2516
patch_queue,8,2,79794,80420,626
embedding,8,2,80420,81678,1258
block0,8,2,81678,84819,3141
block1,8,2,84819,87335,2516
patch_queue,8,3,80421,81053,632
embedding,8,3,81053,82305,1252
block0,8,3,82305,85446,3141
block1,8,3,85446,87962,2516
patch_queue,8,4,81054,81680,626
embedding,8,4,81680,82932,1252
block0,8,4,82932,86079,3147
block1,8,4,86079,88595,2516
patch_queue,8,5,81681,82307,626
embedding,8,5,82307,83565,1258
block0,8,5,83565,86706,3141
block1,8,5,86706,89222,2516
patch_queue,8,6,82308,82934,626
embedding,8,6,82934,84192,1258
block0,8,6,84192,87333,3141
block1,8,6,87333,89849,2516
patch_queue,8,7,82935,83567,632
embedding,8,7,83567,84819,1252
block0,8,7,84819,87960,3141
block1,8,7,87960,90476,2516
patch_queue,8,8,83568,84194,626
embedding,8,8,84194,85446,1252
block0,8,8,85446,88593,3147
block1,8,8,88593,91109,2516
patch_queue,8,9,84195,84821,626
embedding,8,9,84821,86079,1258
block0,8,9,86079,89220,3141
block1,8,9,89220,91736,2516
patch_queue,8,10,84822,85448,626
embedding,8,10,85448,86706,1258
block0,8,10,86706,89847,3141
block1,8,10,89847,92363,2516
patch_queue,8,11,85449,86081,632
embedding,8,11,86081,87333,1252
block0,8,11,87333,90474,3141
block1,8,11,90474,92990,2516
patch_queue,8,12,86082,86708,626
embedding,8,12,86708,87960,1252
block0,8,12,87960,91107,3147
block1,8,12,91107,93623,2516
patch_queue,8,13,86709,87335,626
embedding,8,13,87335,88593,1258
block0,8,13,88593,91734,3141
block1,8,13,91734,94250,2516
patch_queue,8,14,87336,87962,626
embedding,8,14,87962,89220,1258
block0,8,14,89220,92361,3141
block1,8,14,92361,94877,2516
patch_queue,8,15,87963,88595,632
embedding,8,15,88595,89847,1252
block0,8,15,89847,92988,3141
block1,8,15,92988,95504,2516
head_hidden_first_token,8,0,86081,98797,12716
head_hidden_last_token,8,15,95504,98797,3293
head_output,8,0,98797,99539,742
serializer,8,0,99539,99597,58
patch_queue,9,0,88596,89222,626
embedding,9,0,89222,90474,1252
block0,9,0,90474,93621,3147
block1,9,0,93621,96137,2516
patch_queue,9,1,89223,89849,626
embedding,9,1,89849,91107,1258
block0,9,1,91107,94248,3141
block1,9,1,94248,96764,2516
patch_queue,9,2,89850,90476,626
embedding,9,2,90476,91734,1258
block0,9,2,91734,94875,3141
block1,9,2,94875,97391,2516
patch_queue,9,3,90477,91109,632
embedding,9,3,91109,92361,1252
block0,9,3,92361,95502,3141
block1,9,3,95502,98018,2516
patch_queue,9,4,91110,91736,626
embedding,9,4,91736,92988,1252
block0,9,4,92988,96135,3147
block1,9,4,96135,98651,2516
patch_queue,9,5,91737,92363,626
embedding,9,5,92363,93621,1258
block0,9,5,93621,96762,3141
block1,9,5,96762,99278,2516
patch_queue,9,6,92364,92990,626
embedding,9,6,92990,94248,1258
block0,9,6,94248,97389,3141
block1,9,6,97389,99905,2516
patch_queue,9,7,92991,93623,632
embedding,9,7,93623,94875,1252
block0,9,7,94875,98016,3141
block1,9,7,98016,100532,2516
patch_queue,9,8,93624,94250,626
embedding,9,8,94250,95502,1252
block0,9,8,95502,98649,3147
block1,9,8,98649,101165,2516
patch_queue,9,9,94251,94877,626
embedding,9,9,94877,96135,1258
block0,9,9,96135,99276,3141
block1,9,9,99276,101792,2516
patch_queue,9,10,94878,95504,626
embedding,9,10,95504,96762,1258
block0,9,10,96762,99903,3141
block1,9,10,99903,102419,2516
patch_queue,9,11,95505,96137,632
embedding,9,11,96137,97389,1252
block0,9,11,97389,100530,3141
block1,9,11,100530,103046,2516
patch_queue,9,12,96138,96764,626
embedding,9,12,96764,98016,1252
block0,9,12,98016,101163,3147
block1,9,12,101163,103679,2516
patch_queue,9,13,96765,97391,626
embedding,9,13,97391,98649,1258
block0,9,13,98649,101790,3141
block1,9,13,101790,104306,2516
patch_queue,9,14,97392,98018,626
embedding,9,14,98018,99276,1258
block0,9,14,99276,102417,3141
block1,9,14,102417,104933,2516
patch_queue,9,15,98019,98651,632
embedding,9,15,98651,99903,1252
block0,9,15,99903,103044,3141
block1,9,15,103044,105560,2516
head_hidden_first_token,9,0,96137,108853,12716
head_hidden_last_token,9,15,105560,108853,3293
head_output,9,0,108853,109595,742
serializer,9,0,109595,109653,58
patch_queue,10,0,98652,99278,626
embedding,10,0,99278,100530,1252
block0,10,0,100530,103677,3147
block1,10,0,103677,106193,2516
patch_queue,10,1,99279,99905,626
embedding,10,1,99905,101163,1258
block0,10,1,101163,104304,3141
block1,10,1,104304,106820,2516
patch_queue,10,2,99906,100532,626
embedding,10,2,100532,101790,1258
block0,10,2,101790,104931,3141
block1,10,2,104931,107447,2516
patch_queue,10,3,100533,101165,632
embedding,10,3,101165,102417,1252
block0,10,3,102417,105558,3141
block1,10,3,105558,108074,2516
patch_queue,10,4,101166,101792,626
embedding,10,4,101792,103044,1252
block0,10,4,103044,106191,3147
block1,10,4,106191,108707,2516
patch_queue,10,5,101793,102419,626
embedding,10,5,102419,103677,1258
block0,10,5,103677,106818,3141
block1,10,5,106818,109334,2516
patch_queue,10,6,102420,103046,626
embedding,10,6,103046,104304,1258
block0,10,6,104304,107445,3141
block1,10,6,107445,109961,2516
patch_queue,10,7,103047,103679,632
embedding,10,7,103679,104931,1252
block0,10,7,104931,108072,3141
block1,10,7,108072,110588,2516
patch_queue,10,8,103680,104306,626
embedding,10,8,104306,105558,1252
block0,10,8,105558,108705,3147
block1,10,8,108705,111221,2516
patch_queue,10,9,104307,104933,626
embedding,10,9,104933,106191,1258
block0,10,9,106191,109332,3141
block1,10,9,109332,111848,2516
patch_queue,10,10,104934,105560,626
embedding,10,10,105560,106818,1258
block0,10,10,106818,109959,3141
block1,10,10,109959,112475,2516
patch_queue,10,11,105561,106193,632
embedding,10,11,106193,107445,1252
block0,10,11,107445,110586,3141
block1,10,11,110586,113102,2516
patch_queue,10,12,106194,106820,626
embedding,10,12,106820,108072,1252
block0,10,12,108072,111219,3147
block1,10,12,111219,113735,2516
patch_queue,10,13,106821,107447,626
embedding,10,13,107447,108705,1258
block0,10,13,108705,111846,3141
block1,10,13,111846,114362,2516
patch_queue,10,14,107448,108074,626
embedding,10,14,108074,109332,1258
block0,10,14,109332,112473,3141
block1,10,14,112473,114989,2516
patch_queue,10,15,108075,108707,632
embedding,10,15,108707,109959,1252
block0,10,15,109959,113100,3141
block1,10,15,113100,115616,2516
head_hidden_first_token,10,0,106193,118909,12716
head_hidden_last_token,10,15,115616,118909,3293
head_output,10,0,118909,119651,742
serializer,10,0,119651,119709,58
patch_queue,11,0,108708,109334,626
embedding,11,0,109334,110586,1252
block0,11,0,110586,113733,3147
block1,11,0,113733,116249,2516
patch_queue,11,1,109335,109961,626
embedding,11,1,109961,111219,1258
block0,11,1,111219,114360,3141
block1,11,1,114360,116876,2516
patch_queue,11,2,109962,110588,626
embedding,11,2,110588,111846,1258
block0,11,2,111846,114987,3141
block1,11,2,114987,117503,2516
patch_queue,11,3,110589,111221,632
embedding,11,3,111221,112473,1252
block0,11,3,112473,115614,3141
block1,11,3,115614,118130,2516
patch_queue,11,4,111222,111848,626
embedding,11,4,111848,113100,1252
block0,11,4,113100,116247,3147
block1,11,4,116247,118763,2516
patch_queue,11,5,111849,112475,626
embedding,11,5,112475,113733,1258
block0,11,5,113733,116874,3141
block1,11,5,116874,119390,2516
patch_queue,11,6,112476,113102,626
embedding,11,6,113102,114360,1258
block0,11,6,114360,117501,3141
block1,11,6,117501,120017,2516
patch_queue,11,7,113103,113735,632
embedding,11,7,113735,114987,1252
block0,11,7,114987,118128,3141
block1,11,7,118128,120644,2516
patch_queue,11,8,113736,114362,626
embedding,11,8,114362,115614,1252
block0,11,8,115614,118761,3147
block1,11,8,118761,121277,2516
patch_queue,11,9,114363,114989,626
embedding,11,9,114989,116247,1258
block0,11,9,116247,119388,3141
block1,11,9,119388,121904,2516
patch_queue,11,10,114990,115616,626
embedding,11,10,115616,116874,1258
block0,11,10,116874,120015,3141
block1,11,10,120015,122531,2516
patch_queue,11,11,115617,116249,632
embedding,11,11,116249,117501,1252
block0,11,11,117501,120642,3141
block1,11,11,120642,123158,2516
patch_queue,11,12,116250,116876,626
embedding,11,12,116876,118128,1252
block0,11,12,118128,121275,3147
block1,11,12,121275,123791,2516
patch_queue,11,13,116877,117503,626
embedding,11,13,117503,118761,1258
block0,11,13,118761,121902,3141
block1,11,13,121902,124418,2516
patch_queue,11,14,117504,118130,626
embedding,11,14,118130,119388,1258
block0,11,14,119388,122529,3141
block1,11,14,122529,125045,2516
patch_queue,11,15,118131,118763,632
embedding,11,15,118763,120015,1252
block0,11,15,120015,123156,3141
block1,11,15,123156,125672,2516
head_hidden_first_token,11,0,116249,128965,12716
head_hidden_last_token,11,15,125672,128965,3293
head_output,11,0,128965,129707,742
serializer,11,0,129707,129765,58
patch_queue,12,0,118764,119390,626
embedding,12,0,119390,120642,1252
block0,12,0,120642,123789,3147
block1,12,0,123789,126305,2516
patch_queue,12,1,119391,120017,626
embedding,12,1,120017,121275,1258
block0,12,1,121275,124416,3141
block1,12,1,124416,126932,2516
patch_queue,12,2,120018,120644,626
