event,ordinal,token,cycle,group,item
multiply,128,0,76772,7,10
read,128,0,76772,7,15
response,128,0,76772,7,11
accumulate,128,0,76773,7,9
chunk,128,0,76773,7,1
combine,128,0,76773,7,10
dispatch,128,0,76773,7,15
multiply,128,0,76773,7,11
response,128,0,76773,7,12
accumulate,128,0,76774,7,10
combine,128,0,76774,7,11
multiply,128,0,76774,7,12
read,128,0,76774,7,16
response,128,0,76774,7,13
accumulate,128,0,76775,7,11
combine,128,0,76775,7,12
dispatch,128,0,76775,7,16
multiply,128,0,76775,7,13
read,128,0,76775,7,17
response,128,0,76775,7,14
accumulate,128,0,76776,7,12
combine,128,0,76776,7,13
dispatch,128,0,76776,7,17
multiply,128,0,76776,7,14
read,128,0,76776,7,18
response,128,0,76776,7,15
accumulate,128,0,76777,7,13
combine,128,0,76777,7,14
dispatch,128,0,76777,7,18
multiply,128,0,76777,7,15
read,128,0,76777,7,19
accumulate,128,0,76778,7,14
combine,128,0,76778,7,15
dispatch,128,0,76778,7,19
group,128,0,76778,8,-1
response,128,0,76778,7,16
accumulate,128,0,76779,7,15
chunk,128,0,76779,8,0
multiply,128,0,76779,7,16
response,128,0,76779,7,17
combine,128,0,76780,7,16
multiply,128,0,76780,7,17
read,128,0,76780,8,0
response,128,0,76780,7,18
accumulate,128,0,76781,7,16
combine,128,0,76781,7,17
dispatch,128,0,76781,8,0
multiply,128,0,76781,7,18
read,128,0,76781,8,1
response,128,0,76781,7,19
accumulate,128,0,76782,7,17
combine,128,0,76782,7,18
dispatch,128,0,76782,8,1
multiply,128,0,76782,7,19
read,128,0,76782,8,2
accumulate,128,0,76783,7,18
combine,128,0,76783,7,19
dispatch,128,0,76783,8,2
read,128,0,76783,8,3
dispatch,128,0,76784,8,3
last,128,0,76784,7,19
read,128,0,76784,8,4
response,128,0,76784,8,0
bias,128,0,76785,7,-1
dispatch,128,0,76785,8,4
multiply,128,0,76785,8,0
read,128,0,76785,8,5
response,128,0,76785,8,1
add,128,0,76786,7,-1
combine,128,0,76786,8,0
dispatch,128,0,76786,8,5
multiply,128,0,76786,8,1
read,128,0,76786,8,6
response,128,0,76786,8,2
accumulate,128,0,76787,8,0
combine,128,0,76787,8,1
dispatch,128,0,76787,8,6
multiply,128,0,76787,8,2
read,128,0,76787,8,7
response,128,0,76787,8,3
round,128,0,76787,7,-1
accumulate,128,0,76788,8,1
collect,128,0,76788,7,-1
combine,128,0,76788,8,2
dispatch,128,0,76788,8,7
multiply,128,0,76788,8,3
read,128,0,76788,8,8
response,128,0,76788,8,4
accumulate,128,0,76789,8,2
combine,128,0,76789,8,3
dispatch,128,0,76789,8,8
multiply,128,0,76789,8,4
read,128,0,76789,8,9
response,128,0,76789,8,5
accumulate,128,0,76790,8,3
combine,128,0,76790,8,4
dispatch,128,0,76790,8,9
multiply,128,0,76790,8,5
read,128,0,76790,8,10
response,128,0,76790,8,6
accumulate,128,0,76791,8,4
combine,128,0,76791,8,5
dispatch,128,0,76791,8,10
multiply,128,0,76791,8,6
read,128,0,76791,8,11
response,128,0,76791,8,7
accumulate,128,0,76792,8,5
combine,128,0,76792,8,6
dispatch,128,0,76792,8,11
multiply,128,0,76792,8,7
read,128,0,76792,8,12
response,128,0,76792,8,8
accumulate,128,0,76793,8,6
combine,128,0,76793,8,7
dispatch,128,0,76793,8,12
multiply,128,0,76793,8,8
read,128,0,76793,8,13
response,128,0,76793,8,9
accumulate,128,0,76794,8,7
combine,128,0,76794,8,8
dispatch,128,0,76794,8,13
multiply,128,0,76794,8,9
read,128,0,76794,8,14
response,128,0,76794,8,10
accumulate,128,0,76795,8,8
combine,128,0,76795,8,9
dispatch,128,0,76795,8,14
multiply,128,0,76795,8,10
read,128,0,76795,8,15
response,128,0,76795,8,11
accumulate,128,0,76796,8,9
chunk,128,0,76796,8,1
combine,128,0,76796,8,10
dispatch,128,0,76796,8,15
multiply,128,0,76796,8,11
response,128,0,76796,8,12
accumulate,128,0,76797,8,10
combine,128,0,76797,8,11
multiply,128,0,76797,8,12
read,128,0,76797,8,16
response,128,0,76797,8,13
accumulate,128,0,76798,8,11
combine,128,0,76798,8,12
dispatch,128,0,76798,8,16
multiply,128,0,76798,8,13
read,128,0,76798,8,17
response,128,0,76798,8,14
accumulate,128,0,76799,8,12
combine,128,0,76799,8,13
dispatch,128,0,76799,8,17
multiply,128,0,76799,8,14
read,128,0,76799,8,18
response,128,0,76799,8,15
accumulate,128,0,76800,8,13
combine,128,0,76800,8,14
dispatch,128,0,76800,8,18
multiply,128,0,76800,8,15
read,128,0,76800,8,19
accumulate,128,0,76801,8,14
combine,128,0,76801,8,15
dispatch,128,0,76801,8,19
group,128,0,76801,9,-1
response,128,0,76801,8,16
accumulate,128,0,76802,8,15
chunk,128,0,76802,9,0
multiply,128,0,76802,8,16
response,128,0,76802,8,17
combine,128,0,76803,8,16
multiply,128,0,76803,8,17
read,128,0,76803,9,0
response,128,0,76803,8,18
accumulate,128,0,76804,8,16
combine,128,0,76804,8,17
dispatch,128,0,76804,9,0
multiply,128,0,76804,8,18
read,128,0,76804,9,1
response,128,0,76804,8,19
accumulate,128,0,76805,8,17
combine,128,0,76805,8,18
dispatch,128,0,76805,9,1
multiply,128,0,76805,8,19
read,128,0,76805,9,2
accumulate,128,0,76806,8,18
combine,128,0,76806,8,19
dispatch,128,0,76806,9,2
read,128,0,76806,9,3
dispatch,128,0,76807,9,3
last,128,0,76807,8,19
read,128,0,76807,9,4
response,128,0,76807,9,0
bias,128,0,76808,8,-1
dispatch,128,0,76808,9,4
multiply,128,0,76808,9,0
read,128,0,76808,9,5
response,128,0,76808,9,1
add,128,0,76809,8,-1
combine,128,0,76809,9,0
dispatch,128,0,76809,9,5
multiply,128,0,76809,9,1
read,128,0,76809,9,6
response,128,0,76809,9,2
accumulate,128,0,76810,9,0
combine,128,0,76810,9,1
dispatch,128,0,76810,9,6
multiply,128,0,76810,9,2
read,128,0,76810,9,7
response,128,0,76810,9,3
round,128,0,76810,8,-1
accumulate,128,0,76811,9,1
collect,128,0,76811,8,-1
combine,128,0,76811,9,2
dispatch,128,0,76811,9,7
multiply,128,0,76811,9,3
read,128,0,76811,9,8
response,128,0,76811,9,4
accumulate,128,0,76812,9,2
combine,128,0,76812,9,3
dispatch,128,0,76812,9,8
multiply,128,0,76812,9,4
read,128,0,76812,9,9
response,128,0,76812,9,5
accumulate,128,0,76813,9,3
combine,128,0,76813,9,4
dispatch,128,0,76813,9,9
multiply,128,0,76813,9,5
read,128,0,76813,9,10
response,128,0,76813,9,6
accumulate,128,0,76814,9,4
combine,128,0,76814,9,5
dispatch,128,0,76814,9,10
multiply,128,0,76814,9,6
read,128,0,76814,9,11
response,128,0,76814,9,7
accumulate,128,0,76815,9,5
combine,128,0,76815,9,6
dispatch,128,0,76815,9,11
multiply,128,0,76815,9,7
read,128,0,76815,9,12
response,128,0,76815,9,8
accumulate,128,0,76816,9,6
combine,128,0,76816,9,7
dispatch,128,0,76816,9,12
multiply,128,0,76816,9,8
read,128,0,76816,9,13
response,128,0,76816,9,9
accumulate,128,0,76817,9,7
combine,128,0,76817,9,8
dispatch,128,0,76817,9,13
multiply,128,0,76817,9,9
read,128,0,76817,9,14
response,128,0,76817,9,10
accumulate,128,0,76818,9,8
combine,128,0,76818,9,9
dispatch,128,0,76818,9,14
multiply,128,0,76818,9,10
read,128,0,76818,9,15
response,128,0,76818,9,11
accumulate,128,0,76819,9,9
chunk,128,0,76819,9,1
combine,128,0,76819,9,10
dispatch,128,0,76819,9,15
multiply,128,0,76819,9,11
response,128,0,76819,9,12
accumulate,128,0,76820,9,10
combine,128,0,76820,9,11
multiply,128,0,76820,9,12
read,128,0,76820,9,16
response,128,0,76820,9,13
accumulate,128,0,76821,9,11
combine,128,0,76821,9,12
dispatch,128,0,76821,9,16
multiply,128,0,76821,9,13
read,128,0,76821,9,17
response,128,0,76821,9,14
accumulate,128,0,76822,9,12
combine,128,0,76822,9,13
dispatch,128,0,76822,9,17
multiply,128,0,76822,9,14
read,128,0,76822,9,18
response,128,0,76822,9,15
accumulate,128,0,76823,9,13
combine,128,0,76823,9,14
dispatch,128,0,76823,9,18
multiply,128,0,76823,9,15
read,128,0,76823,9,19
accumulate,128,0,76824,9,14
combine,128,0,76824,9,15
dispatch,128,0,76824,9,19
group,128,0,76824,10,-1
response,128,0,76824,9,16
accumulate,128,0,76825,9,15
chunk,128,0,76825,10,0
multiply,128,0,76825,9,16
response,128,0,76825,9,17
combine,128,0,76826,9,16
multiply,128,0,76826,9,17
read,128,0,76826,10,0
response,128,0,76826,9,18
accumulate,128,0,76827,9,16
combine,128,0,76827,9,17
dispatch,128,0,76827,10,0
multiply,128,0,76827,9,18
read,128,0,76827,10,1
response,128,0,76827,9,19
accumulate,128,0,76828,9,17
combine,128,0,76828,9,18
dispatch,128,0,76828,10,1
multiply,128,0,76828,9,19
read,128,0,76828,10,2
accumulate,128,0,76829,9,18
combine,128,0,76829,9,19
dispatch,128,0,76829,10,2
read,128,0,76829,10,3
dispatch,128,0,76830,10,3
last,128,0,76830,9,19
read,128,0,76830,10,4
response,128,0,76830,10,0
bias,128,0,76831,9,-1
dispatch,128,0,76831,10,4
multiply,128,0,76831,10,0
read,128,0,76831,10,5
response,128,0,76831,10,1
add,128,0,76832,9,-1
combine,128,0,76832,10,0
dispatch,128,0,76832,10,5
multiply,128,0,76832,10,1
read,128,0,76832,10,6
response,128,0,76832,10,2
accumulate,128,0,76833,10,0
combine,128,0,76833,10,1
dispatch,128,0,76833,10,6
multiply,128,0,76833,10,2
read,128,0,76833,10,7
response,128,0,76833,10,3
round,128,0,76833,9,-1
accumulate,128,0,76834,10,1
collect,128,0,76834,9,-1
combine,128,0,76834,10,2
dispatch,128,0,76834,10,7
multiply,128,0,76834,10,3
read,128,0,76834,10,8
response,128,0,76834,10,4
accumulate,128,0,76835,10,2
combine,128,0,76835,10,3
dispatch,128,0,76835,10,8
multiply,128,0,76835,10,4
read,128,0,76835,10,9
response,128,0,76835,10,5
accumulate,128,0,76836,10,3
combine,128,0,76836,10,4
dispatch,128,0,76836,10,9
multiply,128,0,76836,10,5
read,128,0,76836,10,10
response,128,0,76836,10,6
accumulate,128,0,76837,10,4
combine,128,0,76837,10,5
dispatch,128,0,76837,10,10
multiply,128,0,76837,10,6
read,128,0,76837,10,11
response,128,0,76837,10,7
accumulate,128,0,76838,10,5
combine,128,0,76838,10,6
dispatch,128,0,76838,10,11
multiply,128,0,76838,10,7
read,128,0,76838,10,12
response,128,0,76838,10,8
accumulate,128,0,76839,10,6
combine,128,0,76839,10,7
dispatch,128,0,76839,10,12
multiply,128,0,76839,10,8
read,128,0,76839,10,13
response,128,0,76839,10,9
accumulate,128,0,76840,10,7
combine,128,0,76840,10,8
dispatch,128,0,76840,10,13
multiply,128,0,76840,10,9
read,128,0,76840,10,14
response,128,0,76840,10,10
accumulate,128,0,76841,10,8
combine,128,0,76841,10,9
dispatch,128,0,76841,10,14
multiply,128,0,76841,10,10
read,128,0,76841,10,15
response,128,0,76841,10,11
accumulate,128,0,76842,10,9
chunk,128,0,76842,10,1
combine,128,0,76842,10,10
dispatch,128,0,76842,10,15
multiply,128,0,76842,10,11
response,128,0,76842,10,12
accumulate,128,0,76843,10,10
combine,128,0,76843,10,11
multiply,128,0,76843,10,12
read,128,0,76843,10,16
response,128,0,76843,10,13
accumulate,128,0,76844,10,11
combine,128,0,76844,10,12
dispatch,128,0,76844,10,16
multiply,128,0,76844,10,13
read,128,0,76844,10,17
response,128,0,76844,10,14
accumulate,128,0,76845,10,12
combine,128,0,76845,10,13
dispatch,128,0,76845,10,17
multiply,128,0,76845,10,14
read,128,0,76845,10,18
response,128,0,76845,10,15
accumulate,128,0,76846,10,13
combine,128,0,76846,10,14
dispatch,128,0,76846,10,18
multiply,128,0,76846,10,15
read,128,0,76846,10,19
accumulate,128,0,76847,10,14
combine,128,0,76847,10,15
dispatch,128,0,76847,10,19
group,128,0,76847,11,-1
response,128,0,76847,10,16
accumulate,128,0,76848,10,15
chunk,128,0,76848,11,0
multiply,128,0,76848,10,16
response,128,0,76848,10,17
combine,128,0,76849,10,16
multiply,128,0,76849,10,17
read,128,0,76849,11,0
response,128,0,76849,10,18
accumulate,128,0,76850,10,16
combine,128,0,76850,10,17
dispatch,128,0,76850,11,0
multiply,128,0,76850,10,18
read,128,0,76850,11,1
response,128,0,76850,10,19
accumulate,128,0,76851,10,17
combine,128,0,76851,10,18
dispatch,128,0,76851,11,1
multiply,128,0,76851,10,19
read,128,0,76851,11,2
accumulate,128,0,76852,10,18
combine,128,0,76852,10,19
dispatch,128,0,76852,11,2
read,128,0,76852,11,3
dispatch,128,0,76853,11,3
last,128,0,76853,10,19
read,128,0,76853,11,4
response,128,0,76853,11,0
bias,128,0,76854,10,-1
dispatch,128,0,76854,11,4
multiply,128,0,76854,11,0
read,128,0,76854,11,5
response,128,0,76854,11,1
add,128,0,76855,10,-1
combine,128,0,76855,11,0
dispatch,128,0,76855,11,5
multiply,128,0,76855,11,1
read,128,0,76855,11,6
response,128,0,76855,11,2
accumulate,128,0,76856,11,0
combine,128,0,76856,11,1
dispatch,128,0,76856,11,6
multiply,128,0,76856,11,2
read,128,0,76856,11,7
response,128,0,76856,11,3
round,128,0,76856,10,-1
accumulate,128,0,76857,11,1
collect,128,0,76857,10,-1
combine,128,0,76857,11,2
dispatch,128,0,76857,11,7
multiply,128,0,76857,11,3
read,128,0,76857,11,8
response,128,0,76857,11,4
accumulate,128,0,76858,11,2
combine,128,0,76858,11,3
dispatch,128,0,76858,11,8
multiply,128,0,76858,11,4
read,128,0,76858,11,9
response,128,0,76858,11,5
accumulate,128,0,76859,11,3
combine,128,0,76859,11,4
dispatch,128,0,76859,11,9
multiply,128,0,76859,11,5
read,128,0,76859,11,10
response,128,0,76859,11,6
accumulate,128,0,76860,11,4
combine,128,0,76860,11,5
dispatch,128,0,76860,11,10
multiply,128,0,76860,11,6
read,128,0,76860,11,11
response,128,0,76860,11,7
accumulate,128,0,76861,11,5
combine,128,0,76861,11,6
dispatch,128,0,76861,11,11
multiply,128,0,76861,11,7
read,128,0,76861,11,12
response,128,0,76861,11,8
accumulate,128,0,76862,11,6
combine,128,0,76862,11,7
dispatch,128,0,76862,11,12
multiply,128,0,76862,11,8
read,128,0,76862,11,13
response,128,0,76862,11,9
accumulate,128,0,76863,11,7
combine,128,0,76863,11,8
dispatch,128,0,76863,11,13
multiply,128,0,76863,11,9
read,128,0,76863,11,14
response,128,0,76863,11,10
accumulate,128,0,76864,11,8
combine,128,0,76864,11,9
dispatch,128,0,76864,11,14
multiply,128,0,76864,11,10
read,128,0,76864,11,15
response,128,0,76864,11,11
accumulate,128,0,76865,11,9
chunk,128,0,76865,11,1
combine,128,0,76865,11,10
dispatch,128,0,76865,11,15
multiply,128,0,76865,11,11
response,128,0,76865,11,12
accumulate,128,0,76866,11,10
combine,128,0,76866,11,11
multiply,128,0,76866,11,12
read,128,0,76866,11,16
response,128,0,76866,11,13
accumulate,128,0,76867,11,11
combine,128,0,76867,11,12
dispatch,128,0,76867,11,16
multiply,128,0,76867,11,13
read,128,0,76867,11,17
response,128,0,76867,11,14
accumulate,128,0,76868,11,12
combine,128,0,76868,11,13
dispatch,128,0,76868,11,17
multiply,128,0,76868,11,14
read,128,0,76868,11,18
response,128,0,76868,11,15
accumulate,128,0,76869,11,13
combine,128,0,76869,11,14
dispatch,128,0,76869,11,18
multiply,128,0,76869,11,15
read,128,0,76869,11,19
accumulate,128,0,76870,11,14
combine,128,0,76870,11,15
dispatch,128,0,76870,11,19
group,128,0,76870,12,-1
response,128,0,76870,11,16
accumulate,128,0,76871,11,15
chunk,128,0,76871,12,0
multiply,128,0,76871,11,16
response,128,0,76871,11,17
combine,128,0,76872,11,16
multiply,128,0,76872,11,17
read,128,0,76872,12,0
response,128,0,76872,11,18
accumulate,128,0,76873,11,16
combine,128,0,76873,11,17
dispatch,128,0,76873,12,0
multiply,128,0,76873,11,18
read,128,0,76873,12,1
response,128,0,76873,11,19
accumulate,128,0,76874,11,17
combine,128,0,76874,11,18
dispatch,128,0,76874,12,1
multiply,128,0,76874,11,19
read,128,0,76874,12,2
accumulate,128,0,76875,11,18
combine,128,0,76875,11,19
dispatch,128,0,76875,12,2
read,128,0,76875,12,3
dispatch,128,0,76876,12,3
last,128,0,76876,11,19
read,128,0,76876,12,4
response,128,0,76876,12,0
bias,128,0,76877,11,-1
dispatch,128,0,76877,12,4
multiply,128,0,76877,12,0
read,128,0,76877,12,5
response,128,0,76877,12,1
add,128,0,76878,11,-1
combine,128,0,76878,12,0
dispatch,128,0,76878,12,5
multiply,128,0,76878,12,1
read,128,0,76878,12,6
response,128,0,76878,12,2
accumulate,128,0,76879,12,0
combine,128,0,76879,12,1
dispatch,128,0,76879,12,6
multiply,128,0,76879,12,2
read,128,0,76879,12,7
response,128,0,76879,12,3
round,128,0,76879,11,-1
accumulate,128,0,76880,12,1
collect,128,0,76880,11,-1
combine,128,0,76880,12,2
dispatch,128,0,76880,12,7
multiply,128,0,76880,12,3
read,128,0,76880,12,8
response,128,0,76880,12,4
accumulate,128,0,76881,12,2
combine,128,0,76881,12,3
dispatch,128,0,76881,12,8
multiply,128,0,76881,12,4
read,128,0,76881,12,9
response,128,0,76881,12,5
accumulate,128,0,76882,12,3
combine,128,0,76882,12,4
dispatch,128,0,76882,12,9
multiply,128,0,76882,12,5
read,128,0,76882,12,10
response,128,0,76882,12,6
accumulate,128,0,76883,12,4
combine,128,0,76883,12,5
dispatch,128,0,76883,12,10
multiply,128,0,76883,12,6
read,128,0,76883,12,11
response,128,0,76883,12,7
accumulate,128,0,76884,12,5
combine,128,0,76884,12,6
dispatch,128,0,76884,12,11
multiply,128,0,76884,12,7
read,128,0,76884,12,12
response,128,0,76884,12,8
accumulate,128,0,76885,12,6
combine,128,0,76885,12,7
dispatch,128,0,76885,12,12
multiply,128,0,76885,12,8
read,128,0,76885,12,13
response,128,0,76885,12,9
accumulate,128,0,76886,12,7
combine,128,0,76886,12,8
dispatch,128,0,76886,12,13
multiply,128,0,76886,12,9
read,128,0,76886,12,14
response,128,0,76886,12,10
accumulate,128,0,76887,12,8
combine,128,0,76887,12,9
dispatch,128,0,76887,12,14
multiply,128,0,76887,12,10
read,128,0,76887,12,15
response,128,0,76887,12,11
accumulate,128,0,76888,12,9
chunk,128,0,76888,12,1
combine,128,0,76888,12,10
dispatch,128,0,76888,12,15
multiply,128,0,76888,12,11
response,128,0,76888,12,12
accumulate,128,0,76889,12,10
combine,128,0,76889,12,11
multiply,128,0,76889,12,12
read,128,0,76889,12,16
response,128,0,76889,12,13
accumulate,128,0,76890,12,11
combine,128,0,76890,12,12
dispatch,128,0,76890,12,16
multiply,128,0,76890,12,13
read,128,0,76890,12,17
response,128,0,76890,12,14
accumulate,128,0,76891,12,12
combine,128,0,76891,12,13
dispatch,128,0,76891,12,17
multiply,128,0,76891,12,14
read,128,0,76891,12,18
response,128,0,76891,12,15
accumulate,128,0,76892,12,13
combine,128,0,76892,12,14
dispatch,128,0,76892,12,18
multiply,128,0,76892,12,15
read,128,0,76892,12,19
accumulate,128,0,76893,12,14
combine,128,0,76893,12,15
dispatch,128,0,76893,12,19
group,128,0,76893,13,-1
response,128,0,76893,12,16
accumulate,128,0,76894,12,15
chunk,128,0,76894,13,0
multiply,128,0,76894,12,16
response,128,0,76894,12,17
combine,128,0,76895,12,16
multiply,128,0,76895,12,17
read,128,0,76895,13,0
response,128,0,76895,12,18
accumulate,128,0,76896,12,16
combine,128,0,76896,12,17
dispatch,128,0,76896,13,0
multiply,128,0,76896,12,18
read,128,0,76896,13,1
response,128,0,76896,12,19
accumulate,128,0,76897,12,17
combine,128,0,76897,12,18
dispatch,128,0,76897,13,1
multiply,128,0,76897,12,19
read,128,0,76897,13,2
accumulate,128,0,76898,12,18
combine,128,0,76898,12,19
dispatch,128,0,76898,13,2
read,128,0,76898,13,3
dispatch,128,0,76899,13,3
last,128,0,76899,12,19
read,128,0,76899,13,4
response,128,0,76899,13,0
bias,128,0,76900,12,-1
dispatch,128,0,76900,13,4
multiply,128,0,76900,13,0
read,128,0,76900,13,5
response,128,0,76900,13,1
add,128,0,76901,12,-1
combine,128,0,76901,13,0
dispatch,128,0,76901,13,5
multiply,128,0,76901,13,1
read,128,0,76901,13,6
response,128,0,76901,13,2
accumulate,128,0,76902,13,0
combine,128,0,76902,13,1
dispatch,128,0,76902,13,6
multiply,128,0,76902,13,2
read,128,0,76902,13,7
response,128,0,76902,13,3
round,128,0,76902,12,-1
accumulate,128,0,76903,13,1
collect,128,0,76903,12,-1
combine,128,0,76903,13,2
dispatch,128,0,76903,13,7
multiply,128,0,76903,13,3
read,128,0,76903,13,8
response,128,0,76903,13,4
accumulate,128,0,76904,13,2
combine,128,0,76904,13,3
dispatch,128,0,76904,13,8
multiply,128,0,76904,13,4
read,128,0,76904,13,9
response,128,0,76904,13,5
accumulate,128,0,76905,13,3
combine,128,0,76905,13,4
dispatch,128,0,76905,13,9
multiply,128,0,76905,13,5
read,128,0,76905,13,10
response,128,0,76905,13,6
accumulate,128,0,76906,13,4
combine,128,0,76906,13,5
dispatch,128,0,76906,13,10
multiply,128,0,76906,13,6
read,128,0,76906,13,11
response,128,0,76906,13,7
accumulate,128,0,76907,13,5
combine,128,0,76907,13,6
dispatch,128,0,76907,13,11
multiply,128,0,76907,13,7
read,128,0,76907,13,12
response,128,0,76907,13,8
accumulate,128,0,76908,13,6
combine,128,0,76908,13,7
dispatch,128,0,76908,13,12
multiply,128,0,76908,13,8
read,128,0,76908,13,13
response,128,0,76908,13,9
accumulate,128,0,76909,13,7
combine,128,0,76909,13,8
dispatch,128,0,76909,13,13
multiply,128,0,76909,13,9
read,128,0,76909,13,14
response,128,0,76909,13,10
accumulate,128,0,76910,13,8
combine,128,0,76910,13,9
dispatch,128,0,76910,13,14
multiply,128,0,76910,13,10
read,128,0,76910,13,15
response,128,0,76910,13,11
accumulate,128,0,76911,13,9
chunk,128,0,76911,13,1
combine,128,0,76911,13,10
dispatch,128,0,76911,13,15
multiply,128,0,76911,13,11
response,128,0,76911,13,12
accumulate,128,0,76912,13,10
combine,128,0,76912,13,11
multiply,128,0,76912,13,12
read,128,0,76912,13,16
response,128,0,76912,13,13
accumulate,128,0,76913,13,11
combine,128,0,76913,13,12
dispatch,128,0,76913,13,16
multiply,128,0,76913,13,13
read,128,0,76913,13,17
response,128,0,76913,13,14
accumulate,128,0,76914,13,12
combine,128,0,76914,13,13
dispatch,128,0,76914,13,17
multiply,128,0,76914,13,14
read,128,0,76914,13,18
response,128,0,76914,13,15
accumulate,128,0,76915,13,13
combine,128,0,76915,13,14
dispatch,128,0,76915,13,18
multiply,128,0,76915,13,15
read,128,0,76915,13,19
accumulate,128,0,76916,13,14
combine,128,0,76916,13,15
dispatch,128,0,76916,13,19
group,128,0,76916,14,-1
response,128,0,76916,13,16
accumulate,128,0,76917,13,15
chunk,128,0,76917,14,0
multiply,128,0,76917,13,16
response,128,0,76917,13,17
combine,128,0,76918,13,16
multiply,128,0,76918,13,17
read,128,0,76918,14,0
response,128,0,76918,13,18
accumulate,128,0,76919,13,16
combine,128,0,76919,13,17
dispatch,128,0,76919,14,0
multiply,128,0,76919,13,18
read,128,0,76919,14,1
response,128,0,76919,13,19
accumulate,128,0,76920,13,17
combine,128,0,76920,13,18
dispatch,128,0,76920,14,1
multiply,128,0,76920,13,19
read,128,0,76920,14,2
accumulate,128,0,76921,13,18
combine,128,0,76921,13,19
dispatch,128,0,76921,14,2
read,128,0,76921,14,3
dispatch,128,0,76922,14,3
last,128,0,76922,13,19
read,128,0,76922,14,4
response,128,0,76922,14,0
bias,128,0,76923,13,-1
dispatch,128,0,76923,14,4
multiply,128,0,76923,14,0
read,128,0,76923,14,5
response,128,0,76923,14,1
add,128,0,76924,13,-1
combine,128,0,76924,14,0
dispatch,128,0,76924,14,5
multiply,128,0,76924,14,1
read,128,0,76924,14,6
response,128,0,76924,14,2
accumulate,128,0,76925,14,0
combine,128,0,76925,14,1
dispatch,128,0,76925,14,6
multiply,128,0,76925,14,2
read,128,0,76925,14,7
response,128,0,76925,14,3
round,128,0,76925,13,-1
accumulate,128,0,76926,14,1
collect,128,0,76926,13,-1
combine,128,0,76926,14,2
dispatch,128,0,76926,14,7
multiply,128,0,76926,14,3
read,128,0,76926,14,8
response,128,0,76926,14,4
accumulate,128,0,76927,14,2
combine,128,0,76927,14,3
dispatch,128,0,76927,14,8
multiply,128,0,76927,14,4
read,128,0,76927,14,9
response,128,0,76927,14,5
accumulate,128,0,76928,14,3
combine,128,0,76928,14,4
dispatch,128,0,76928,14,9
multiply,128,0,76928,14,5
read,128,0,76928,14,10
response,128,0,76928,14,6
accumulate,128,0,76929,14,4
combine,128,0,76929,14,5
dispatch,128,0,76929,14,10
multiply,128,0,76929,14,6
read,128,0,76929,14,11
response,128,0,76929,14,7
accumulate,128,0,76930,14,5
combine,128,0,76930,14,6
dispatch,128,0,76930,14,11
multiply,128,0,76930,14,7
read,128,0,76930,14,12
response,128,0,76930,14,8
accumulate,128,0,76931,14,6
combine,128,0,76931,14,7
dispatch,128,0,76931,14,12
multiply,128,0,76931,14,8
read,128,0,76931,14,13
response,128,0,76931,14,9
accumulate,128,0,76932,14,7
combine,128,0,76932,14,8
dispatch,128,0,76932,14,13
multiply,128,0,76932,14,9
read,128,0,76932,14,14
response,128,0,76932,14,10
accumulate,128,0,76933,14,8
combine,128,0,76933,14,9
dispatch,128,0,76933,14,14
multiply,128,0,76933,14,10
read,128,0,76933,14,15
response,128,0,76933,14,11
accumulate,128,0,76934,14,9
chunk,128,0,76934,14,1
combine,128,0,76934,14,10
dispatch,128,0,76934,14,15
multiply,128,0,76934,14,11
response,128,0,76934,14,12
accumulate,128,0,76935,14,10
combine,128,0,76935,14,11
multiply,128,0,76935,14,12
read,128,0,76935,14,16
response,128,0,76935,14,13
accumulate,128,0,76936,14,11
combine,128,0,76936,14,12
dispatch,128,0,76936,14,16
multiply,128,0,76936,14,13
read,128,0,76936,14,17
response,128,0,76936,14,14
accumulate,128,0,76937,14,12
combine,128,0,76937,14,13
dispatch,128,0,76937,14,17
multiply,128,0,76937,14,14
read,128,0,76937,14,18
response,128,0,76937,14,15
accumulate,128,0,76938,14,13
combine,128,0,76938,14,14
dispatch,128,0,76938,14,18
multiply,128,0,76938,14,15
read,128,0,76938,14,19
accumulate,128,0,76939,14,14
combine,128,0,76939,14,15
dispatch,128,0,76939,14,19
group,128,0,76939,15,-1
response,128,0,76939,14,16
accumulate,128,0,76940,14,15
chunk,128,0,76940,15,0
multiply,128,0,76940,14,16
response,128,0,76940,14,17
combine,128,0,76941,14,16
multiply,128,0,76941,14,17
read,128,0,76941,15,0
response,128,0,76941,14,18
accumulate,128,0,76942,14,16
combine,128,0,76942,14,17
dispatch,128,0,76942,15,0
multiply,128,0,76942,14,18
read,128,0,76942,15,1
response,128,0,76942,14,19
accumulate,128,0,76943,14,17
combine,128,0,76943,14,18
dispatch,128,0,76943,15,1
multiply,128,0,76943,14,19
read,128,0,76943,15,2
accumulate,128,0,76944,14,18
combine,128,0,76944,14,19
dispatch,128,0,76944,15,2
read,128,0,76944,15,3
dispatch,128,0,76945,15,3
last,128,0,76945,14,19
read,128,0,76945,15,4
response,128,0,76945,15,0
bias,128,0,76946,14,-1
dispatch,128,0,76946,15,4
multiply,128,0,76946,15,0
read,128,0,76946,15,5
response,128,0,76946,15,1
add,128,0,76947,14,-1
combine,128,0,76947,15,0
dispatch,128,0,76947,15,5
multiply,128,0,76947,15,1
read,128,0,76947,15,6
response,128,0,76947,15,2
accumulate,128,0,76948,15,0
combine,128,0,76948,15,1
