event,ordinal,token,cycle,group,item
read,128,0,76621,1,2
accumulate,128,0,76622,0,18
combine,128,0,76622,0,19
dispatch,128,0,76622,1,2
read,128,0,76622,1,3
dispatch,128,0,76623,1,3
last,128,0,76623,0,19
read,128,0,76623,1,4
response,128,0,76623,1,0
bias,128,0,76624,0,-1
dispatch,128,0,76624,1,4
multiply,128,0,76624,1,0
read,128,0,76624,1,5
response,128,0,76624,1,1
add,128,0,76625,0,-1
combine,128,0,76625,1,0
dispatch,128,0,76625,1,5
multiply,128,0,76625,1,1
read,128,0,76625,1,6
response,128,0,76625,1,2
accumulate,128,0,76626,1,0
combine,128,0,76626,1,1
dispatch,128,0,76626,1,6
multiply,128,0,76626,1,2
read,128,0,76626,1,7
response,128,0,76626,1,3
round,128,0,76626,0,-1
accumulate,128,0,76627,1,1
collect,128,0,76627,0,-1
combine,128,0,76627,1,2
dispatch,128,0,76627,1,7
multiply,128,0,76627,1,3
read,128,0,76627,1,8
response,128,0,76627,1,4
accumulate,128,0,76628,1,2
combine,128,0,76628,1,3
dispatch,128,0,76628,1,8
multiply,128,0,76628,1,4
read,128,0,76628,1,9
response,128,0,76628,1,5
accumulate,128,0,76629,1,3
combine,128,0,76629,1,4
dispatch,128,0,76629,1,9
multiply,128,0,76629,1,5
read,128,0,76629,1,10
response,128,0,76629,1,6
accumulate,128,0,76630,1,4
combine,128,0,76630,1,5
dispatch,128,0,76630,1,10
multiply,128,0,76630,1,6
read,128,0,76630,1,11
response,128,0,76630,1,7
accumulate,128,0,76631,1,5
combine,128,0,76631,1,6
dispatch,128,0,76631,1,11
multiply,128,0,76631,1,7
read,128,0,76631,1,12
response,128,0,76631,1,8
accumulate,128,0,76632,1,6
combine,128,0,76632,1,7
dispatch,128,0,76632,1,12
multiply,128,0,76632,1,8
read,128,0,76632,1,13
response,128,0,76632,1,9
accumulate,128,0,76633,1,7
combine,128,0,76633,1,8
dispatch,128,0,76633,1,13
multiply,128,0,76633,1,9
read,128,0,76633,1,14
response,128,0,76633,1,10
accumulate,128,0,76634,1,8
combine,128,0,76634,1,9
dispatch,128,0,76634,1,14
multiply,128,0,76634,1,10
read,128,0,76634,1,15
response,128,0,76634,1,11
accumulate,128,0,76635,1,9
chunk,128,0,76635,1,1
combine,128,0,76635,1,10
dispatch,128,0,76635,1,15
multiply,128,0,76635,1,11
response,128,0,76635,1,12
accumulate,128,0,76636,1,10
combine,128,0,76636,1,11
multiply,128,0,76636,1,12
read,128,0,76636,1,16
response,128,0,76636,1,13
accumulate,128,0,76637,1,11
combine,128,0,76637,1,12
dispatch,128,0,76637,1,16
multiply,128,0,76637,1,13
read,128,0,76637,1,17
response,128,0,76637,1,14
accumulate,128,0,76638,1,12
combine,128,0,76638,1,13
dispatch,128,0,76638,1,17
multiply,128,0,76638,1,14
read,128,0,76638,1,18
response,128,0,76638,1,15
accumulate,128,0,76639,1,13
combine,128,0,76639,1,14
dispatch,128,0,76639,1,18
multiply,128,0,76639,1,15
read,128,0,76639,1,19
accumulate,128,0,76640,1,14
combine,128,0,76640,1,15
dispatch,128,0,76640,1,19
group,128,0,76640,2,-1
response,128,0,76640,1,16
accumulate,128,0,76641,1,15
chunk,128,0,76641,2,0
multiply,128,0,76641,1,16
response,128,0,76641,1,17
combine,128,0,76642,1,16
multiply,128,0,76642,1,17
read,128,0,76642,2,0
response,128,0,76642,1,18
accumulate,128,0,76643,1,16
combine,128,0,76643,1,17
dispatch,128,0,76643,2,0
multiply,128,0,76643,1,18
read,128,0,76643,2,1
response,128,0,76643,1,19
accumulate,128,0,76644,1,17
combine,128,0,76644,1,18
dispatch,128,0,76644,2,1
multiply,128,0,76644,1,19
read,128,0,76644,2,2
accumulate,128,0,76645,1,18
combine,128,0,76645,1,19
dispatch,128,0,76645,2,2
read,128,0,76645,2,3
dispatch,128,0,76646,2,3
last,128,0,76646,1,19
read,128,0,76646,2,4
response,128,0,76646,2,0
bias,128,0,76647,1,-1
dispatch,128,0,76647,2,4
multiply,128,0,76647,2,0
read,128,0,76647,2,5
response,128,0,76647,2,1
add,128,0,76648,1,-1
combine,128,0,76648,2,0
dispatch,128,0,76648,2,5
multiply,128,0,76648,2,1
read,128,0,76648,2,6
response,128,0,76648,2,2
accumulate,128,0,76649,2,0
combine,128,0,76649,2,1
dispatch,128,0,76649,2,6
multiply,128,0,76649,2,2
read,128,0,76649,2,7
response,128,0,76649,2,3
round,128,0,76649,1,-1
accumulate,128,0,76650,2,1
collect,128,0,76650,1,-1
combine,128,0,76650,2,2
dispatch,128,0,76650,2,7
multiply,128,0,76650,2,3
read,128,0,76650,2,8
response,128,0,76650,2,4
accumulate,128,0,76651,2,2
combine,128,0,76651,2,3
dispatch,128,0,76651,2,8
multiply,128,0,76651,2,4
read,128,0,76651,2,9
response,128,0,76651,2,5
accumulate,128,0,76652,2,3
combine,128,0,76652,2,4
dispatch,128,0,76652,2,9
multiply,128,0,76652,2,5
read,128,0,76652,2,10
response,128,0,76652,2,6
accumulate,128,0,76653,2,4
combine,128,0,76653,2,5
dispatch,128,0,76653,2,10
multiply,128,0,76653,2,6
read,128,0,76653,2,11
response,128,0,76653,2,7
accumulate,128,0,76654,2,5
combine,128,0,76654,2,6
dispatch,128,0,76654,2,11
multiply,128,0,76654,2,7
read,128,0,76654,2,12
response,128,0,76654,2,8
accumulate,128,0,76655,2,6
combine,128,0,76655,2,7
dispatch,128,0,76655,2,12
multiply,128,0,76655,2,8
read,128,0,76655,2,13
response,128,0,76655,2,9
accumulate,128,0,76656,2,7
combine,128,0,76656,2,8
dispatch,128,0,76656,2,13
multiply,128,0,76656,2,9
read,128,0,76656,2,14
response,128,0,76656,2,10
accumulate,128,0,76657,2,8
combine,128,0,76657,2,9
dispatch,128,0,76657,2,14
multiply,128,0,76657,2,10
read,128,0,76657,2,15
response,128,0,76657,2,11
accumulate,128,0,76658,2,9
chunk,128,0,76658,2,1
combine,128,0,76658,2,10
dispatch,128,0,76658,2,15
multiply,128,0,76658,2,11
response,128,0,76658,2,12
accumulate,128,0,76659,2,10
combine,128,0,76659,2,11
multiply,128,0,76659,2,12
read,128,0,76659,2,16
response,128,0,76659,2,13
accumulate,128,0,76660,2,11
combine,128,0,76660,2,12
dispatch,128,0,76660,2,16
multiply,128,0,76660,2,13
read,128,0,76660,2,17
response,128,0,76660,2,14
accumulate,128,0,76661,2,12
combine,128,0,76661,2,13
dispatch,128,0,76661,2,17
multiply,128,0,76661,2,14
read,128,0,76661,2,18
response,128,0,76661,2,15
accumulate,128,0,76662,2,13
combine,128,0,76662,2,14
dispatch,128,0,76662,2,18
multiply,128,0,76662,2,15
read,128,0,76662,2,19
accumulate,128,0,76663,2,14
combine,128,0,76663,2,15
dispatch,128,0,76663,2,19
group,128,0,76663,3,-1
response,128,0,76663,2,16
accumulate,128,0,76664,2,15
chunk,128,0,76664,3,0
multiply,128,0,76664,2,16
response,128,0,76664,2,17
combine,128,0,76665,2,16
multiply,128,0,76665,2,17
read,128,0,76665,3,0
response,128,0,76665,2,18
accumulate,128,0,76666,2,16
combine,128,0,76666,2,17
dispatch,128,0,76666,3,0
multiply,128,0,76666,2,18
read,128,0,76666,3,1
response,128,0,76666,2,19
accumulate,128,0,76667,2,17
combine,128,0,76667,2,18
dispatch,128,0,76667,3,1
multiply,128,0,76667,2,19
read,128,0,76667,3,2
accumulate,128,0,76668,2,18
combine,128,0,76668,2,19
dispatch,128,0,76668,3,2
read,128,0,76668,3,3
dispatch,128,0,76669,3,3
last,128,0,76669,2,19
read,128,0,76669,3,4
response,128,0,76669,3,0
bias,128,0,76670,2,-1
dispatch,128,0,76670,3,4
multiply,128,0,76670,3,0
read,128,0,76670,3,5
response,128,0,76670,3,1
add,128,0,76671,2,-1
combine,128,0,76671,3,0
dispatch,128,0,76671,3,5
multiply,128,0,76671,3,1
read,128,0,76671,3,6
response,128,0,76671,3,2
accumulate,128,0,76672,3,0
combine,128,0,76672,3,1
dispatch,128,0,76672,3,6
multiply,128,0,76672,3,2
read,128,0,76672,3,7
response,128,0,76672,3,3
round,128,0,76672,2,-1
accumulate,128,0,76673,3,1
collect,128,0,76673,2,-1
combine,128,0,76673,3,2
dispatch,128,0,76673,3,7
multiply,128,0,76673,3,3
read,128,0,76673,3,8
response,128,0,76673,3,4
accumulate,128,0,76674,3,2
combine,128,0,76674,3,3
dispatch,128,0,76674,3,8
multiply,128,0,76674,3,4
read,128,0,76674,3,9
response,128,0,76674,3,5
accumulate,128,0,76675,3,3
combine,128,0,76675,3,4
dispatch,128,0,76675,3,9
multiply,128,0,76675,3,5
read,128,0,76675,3,10
response,128,0,76675,3,6
accumulate,128,0,76676,3,4
combine,128,0,76676,3,5
dispatch,128,0,76676,3,10
multiply,128,0,76676,3,6
read,128,0,76676,3,11
response,128,0,76676,3,7
accumulate,128,0,76677,3,5
combine,128,0,76677,3,6
dispatch,128,0,76677,3,11
multiply,128,0,76677,3,7
read,128,0,76677,3,12
response,128,0,76677,3,8
accumulate,128,0,76678,3,6
combine,128,0,76678,3,7
dispatch,128,0,76678,3,12
multiply,128,0,76678,3,8
read,128,0,76678,3,13
response,128,0,76678,3,9
accumulate,128,0,76679,3,7
combine,128,0,76679,3,8
dispatch,128,0,76679,3,13
multiply,128,0,76679,3,9
read,128,0,76679,3,14
response,128,0,76679,3,10
accumulate,128,0,76680,3,8
combine,128,0,76680,3,9
dispatch,128,0,76680,3,14
multiply,128,0,76680,3,10
read,128,0,76680,3,15
response,128,0,76680,3,11
accumulate,128,0,76681,3,9
chunk,128,0,76681,3,1
combine,128,0,76681,3,10
dispatch,128,0,76681,3,15
multiply,128,0,76681,3,11
response,128,0,76681,3,12
accumulate,128,0,76682,3,10
combine,128,0,76682,3,11
multiply,128,0,76682,3,12
read,128,0,76682,3,16
response,128,0,76682,3,13
accumulate,128,0,76683,3,11
combine,128,0,76683,3,12
dispatch,128,0,76683,3,16
multiply,128,0,76683,3,13
read,128,0,76683,3,17
response,128,0,76683,3,14
accumulate,128,0,76684,3,12
combine,128,0,76684,3,13
dispatch,128,0,76684,3,17
multiply,128,0,76684,3,14
read,128,0,76684,3,18
response,128,0,76684,3,15
accumulate,128,0,76685,3,13
combine,128,0,76685,3,14
dispatch,128,0,76685,3,18
multiply,128,0,76685,3,15
read,128,0,76685,3,19
accumulate,128,0,76686,3,14
combine,128,0,76686,3,15
dispatch,128,0,76686,3,19
group,128,0,76686,4,-1
response,128,0,76686,3,16
accumulate,128,0,76687,3,15
chunk,128,0,76687,4,0
multiply,128,0,76687,3,16
response,128,0,76687,3,17
combine,128,0,76688,3,16
multiply,128,0,76688,3,17
read,128,0,76688,4,0
response,128,0,76688,3,18
accumulate,128,0,76689,3,16
combine,128,0,76689,3,17
dispatch,128,0,76689,4,0
multiply,128,0,76689,3,18
read,128,0,76689,4,1
response,128,0,76689,3,19
accumulate,128,0,76690,3,17
combine,128,0,76690,3,18
dispatch,128,0,76690,4,1
multiply,128,0,76690,3,19
read,128,0,76690,4,2
accumulate,128,0,76691,3,18
combine,128,0,76691,3,19
dispatch,128,0,76691,4,2
read,128,0,76691,4,3
dispatch,128,0,76692,4,3
last,128,0,76692,3,19
read,128,0,76692,4,4
response,128,0,76692,4,0
bias,128,0,76693,3,-1
dispatch,128,0,76693,4,4
multiply,128,0,76693,4,0
read,128,0,76693,4,5
response,128,0,76693,4,1
add,128,0,76694,3,-1
combine,128,0,76694,4,0
dispatch,128,0,76694,4,5
multiply,128,0,76694,4,1
read,128,0,76694,4,6
response,128,0,76694,4,2
accumulate,128,0,76695,4,0
combine,128,0,76695,4,1
dispatch,128,0,76695,4,6
multiply,128,0,76695,4,2
read,128,0,76695,4,7
response,128,0,76695,4,3
round,128,0,76695,3,-1
accumulate,128,0,76696,4,1
collect,128,0,76696,3,-1
combine,128,0,76696,4,2
dispatch,128,0,76696,4,7
multiply,128,0,76696,4,3
read,128,0,76696,4,8
response,128,0,76696,4,4
accumulate,128,0,76697,4,2
combine,128,0,76697,4,3
dispatch,128,0,76697,4,8
multiply,128,0,76697,4,4
read,128,0,76697,4,9
response,128,0,76697,4,5
accumulate,128,0,76698,4,3
combine,128,0,76698,4,4
dispatch,128,0,76698,4,9
multiply,128,0,76698,4,5
read,128,0,76698,4,10
response,128,0,76698,4,6
accumulate,128,0,76699,4,4
combine,128,0,76699,4,5
dispatch,128,0,76699,4,10
multiply,128,0,76699,4,6
read,128,0,76699,4,11
response,128,0,76699,4,7
accumulate,128,0,76700,4,5
combine,128,0,76700,4,6
dispatch,128,0,76700,4,11
multiply,128,0,76700,4,7
read,128,0,76700,4,12
response,128,0,76700,4,8
accumulate,128,0,76701,4,6
combine,128,0,76701,4,7
dispatch,128,0,76701,4,12
multiply,128,0,76701,4,8
read,128,0,76701,4,13
response,128,0,76701,4,9
accumulate,128,0,76702,4,7
combine,128,0,76702,4,8
dispatch,128,0,76702,4,13
multiply,128,0,76702,4,9
read,128,0,76702,4,14
response,128,0,76702,4,10
accumulate,128,0,76703,4,8
combine,128,0,76703,4,9
dispatch,128,0,76703,4,14
multiply,128,0,76703,4,10
read,128,0,76703,4,15
response,128,0,76703,4,11
accumulate,128,0,76704,4,9
chunk,128,0,76704,4,1
combine,128,0,76704,4,10
dispatch,128,0,76704,4,15
multiply,128,0,76704,4,11
response,128,0,76704,4,12
accumulate,128,0,76705,4,10
combine,128,0,76705,4,11
multiply,128,0,76705,4,12
read,128,0,76705,4,16
response,128,0,76705,4,13
accumulate,128,0,76706,4,11
combine,128,0,76706,4,12
dispatch,128,0,76706,4,16
multiply,128,0,76706,4,13
read,128,0,76706,4,17
response,128,0,76706,4,14
accumulate,128,0,76707,4,12
combine,128,0,76707,4,13
dispatch,128,0,76707,4,17
multiply,128,0,76707,4,14
read,128,0,76707,4,18
response,128,0,76707,4,15
accumulate,128,0,76708,4,13
combine,128,0,76708,4,14
dispatch,128,0,76708,4,18
multiply,128,0,76708,4,15
read,128,0,76708,4,19
accumulate,128,0,76709,4,14
combine,128,0,76709,4,15
dispatch,128,0,76709,4,19
group,128,0,76709,5,-1
response,128,0,76709,4,16
accumulate,128,0,76710,4,15
chunk,128,0,76710,5,0
multiply,128,0,76710,4,16
response,128,0,76710,4,17
combine,128,0,76711,4,16
multiply,128,0,76711,4,17
read,128,0,76711,5,0
response,128,0,76711,4,18
accumulate,128,0,76712,4,16
combine,128,0,76712,4,17
dispatch,128,0,76712,5,0
multiply,128,0,76712,4,18
read,128,0,76712,5,1
response,128,0,76712,4,19
accumulate,128,0,76713,4,17
combine,128,0,76713,4,18
dispatch,128,0,76713,5,1
multiply,128,0,76713,4,19
read,128,0,76713,5,2
accumulate,128,0,76714,4,18
combine,128,0,76714,4,19
dispatch,128,0,76714,5,2
read,128,0,76714,5,3
dispatch,128,0,76715,5,3
last,128,0,76715,4,19
read,128,0,76715,5,4
response,128,0,76715,5,0
bias,128,0,76716,4,-1
dispatch,128,0,76716,5,4
multiply,128,0,76716,5,0
read,128,0,76716,5,5
response,128,0,76716,5,1
add,128,0,76717,4,-1
combine,128,0,76717,5,0
dispatch,128,0,76717,5,5
multiply,128,0,76717,5,1
read,128,0,76717,5,6
response,128,0,76717,5,2
accumulate,128,0,76718,5,0
combine,128,0,76718,5,1
dispatch,128,0,76718,5,6
multiply,128,0,76718,5,2
read,128,0,76718,5,7
response,128,0,76718,5,3
round,128,0,76718,4,-1
accumulate,128,0,76719,5,1
collect,128,0,76719,4,-1
combine,128,0,76719,5,2
dispatch,128,0,76719,5,7
multiply,128,0,76719,5,3
read,128,0,76719,5,8
response,128,0,76719,5,4
accumulate,128,0,76720,5,2
combine,128,0,76720,5,3
dispatch,128,0,76720,5,8
multiply,128,0,76720,5,4
read,128,0,76720,5,9
response,128,0,76720,5,5
accumulate,128,0,76721,5,3
combine,128,0,76721,5,4
dispatch,128,0,76721,5,9
multiply,128,0,76721,5,5
read,128,0,76721,5,10
response,128,0,76721,5,6
accumulate,128,0,76722,5,4
combine,128,0,76722,5,5
dispatch,128,0,76722,5,10
multiply,128,0,76722,5,6
read,128,0,76722,5,11
response,128,0,76722,5,7
accumulate,128,0,76723,5,5
combine,128,0,76723,5,6
dispatch,128,0,76723,5,11
multiply,128,0,76723,5,7
read,128,0,76723,5,12
response,128,0,76723,5,8
accumulate,128,0,76724,5,6
combine,128,0,76724,5,7
dispatch,128,0,76724,5,12
multiply,128,0,76724,5,8
read,128,0,76724,5,13
response,128,0,76724,5,9
accumulate,128,0,76725,5,7
combine,128,0,76725,5,8
dispatch,128,0,76725,5,13
multiply,128,0,76725,5,9
read,128,0,76725,5,14
response,128,0,76725,5,10
accumulate,128,0,76726,5,8
combine,128,0,76726,5,9
dispatch,128,0,76726,5,14
multiply,128,0,76726,5,10
read,128,0,76726,5,15
response,128,0,76726,5,11
accumulate,128,0,76727,5,9
chunk,128,0,76727,5,1
combine,128,0,76727,5,10
dispatch,128,0,76727,5,15
multiply,128,0,76727,5,11
response,128,0,76727,5,12
accumulate,128,0,76728,5,10
combine,128,0,76728,5,11
multiply,128,0,76728,5,12
read,128,0,76728,5,16
response,128,0,76728,5,13
accumulate,128,0,76729,5,11
combine,128,0,76729,5,12
dispatch,128,0,76729,5,16
multiply,128,0,76729,5,13
read,128,0,76729,5,17
response,128,0,76729,5,14
accumulate,128,0,76730,5,12
combine,128,0,76730,5,13
dispatch,128,0,76730,5,17
multiply,128,0,76730,5,14
read,128,0,76730,5,18
response,128,0,76730,5,15
accumulate,128,0,76731,5,13
combine,128,0,76731,5,14
dispatch,128,0,76731,5,18
multiply,128,0,76731,5,15
read,128,0,76731,5,19
accumulate,128,0,76732,5,14
combine,128,0,76732,5,15
dispatch,128,0,76732,5,19
group,128,0,76732,6,-1
response,128,0,76732,5,16
accumulate,128,0,76733,5,15
chunk,128,0,76733,6,0
multiply,128,0,76733,5,16
response,128,0,76733,5,17
combine,128,0,76734,5,16
multiply,128,0,76734,5,17
read,128,0,76734,6,0
response,128,0,76734,5,18
accumulate,128,0,76735,5,16
combine,128,0,76735,5,17
dispatch,128,0,76735,6,0
multiply,128,0,76735,5,18
read,128,0,76735,6,1
response,128,0,76735,5,19
accumulate,128,0,76736,5,17
combine,128,0,76736,5,18
dispatch,128,0,76736,6,1
multiply,128,0,76736,5,19
read,128,0,76736,6,2
accumulate,128,0,76737,5,18
combine,128,0,76737,5,19
dispatch,128,0,76737,6,2
read,128,0,76737,6,3
dispatch,128,0,76738,6,3
last,128,0,76738,5,19
read,128,0,76738,6,4
response,128,0,76738,6,0
bias,128,0,76739,5,-1
dispatch,128,0,76739,6,4
multiply,128,0,76739,6,0
read,128,0,76739,6,5
response,128,0,76739,6,1
add,128,0,76740,5,-1
combine,128,0,76740,6,0
dispatch,128,0,76740,6,5
multiply,128,0,76740,6,1
read,128,0,76740,6,6
response,128,0,76740,6,2
accumulate,128,0,76741,6,0
combine,128,0,76741,6,1
dispatch,128,0,76741,6,6
multiply,128,0,76741,6,2
read,128,0,76741,6,7
response,128,0,76741,6,3
round,128,0,76741,5,-1
accumulate,128,0,76742,6,1
collect,128,0,76742,5,-1
combine,128,0,76742,6,2
dispatch,128,0,76742,6,7
multiply,128,0,76742,6,3
read,128,0,76742,6,8
response,128,0,76742,6,4
accumulate,128,0,76743,6,2
combine,128,0,76743,6,3
dispatch,128,0,76743,6,8
multiply,128,0,76743,6,4
read,128,0,76743,6,9
response,128,0,76743,6,5
accumulate,128,0,76744,6,3
combine,128,0,76744,6,4
dispatch,128,0,76744,6,9
multiply,128,0,76744,6,5
read,128,0,76744,6,10
response,128,0,76744,6,6
accumulate,128,0,76745,6,4
combine,128,0,76745,6,5
dispatch,128,0,76745,6,10
multiply,128,0,76745,6,6
read,128,0,76745,6,11
response,128,0,76745,6,7
accumulate,128,0,76746,6,5
combine,128,0,76746,6,6
dispatch,128,0,76746,6,11
multiply,128,0,76746,6,7
read,128,0,76746,6,12
response,128,0,76746,6,8
accumulate,128,0,76747,6,6
combine,128,0,76747,6,7
dispatch,128,0,76747,6,12
multiply,128,0,76747,6,8
read,128,0,76747,6,13
response,128,0,76747,6,9
accumulate,128,0,76748,6,7
combine,128,0,76748,6,8
dispatch,128,0,76748,6,13
multiply,128,0,76748,6,9
read,128,0,76748,6,14
response,128,0,76748,6,10
accumulate,128,0,76749,6,8
combine,128,0,76749,6,9
dispatch,128,0,76749,6,14
multiply,128,0,76749,6,10
read,128,0,76749,6,15
response,128,0,76749,6,11
accumulate,128,0,76750,6,9
chunk,128,0,76750,6,1
combine,128,0,76750,6,10
dispatch,128,0,76750,6,15
multiply,128,0,76750,6,11
response,128,0,76750,6,12
accumulate,128,0,76751,6,10
combine,128,0,76751,6,11
multiply,128,0,76751,6,12
read,128,0,76751,6,16
response,128,0,76751,6,13
accumulate,128,0,76752,6,11
combine,128,0,76752,6,12
dispatch,128,0,76752,6,16
multiply,128,0,76752,6,13
read,128,0,76752,6,17
response,128,0,76752,6,14
accumulate,128,0,76753,6,12
combine,128,0,76753,6,13
dispatch,128,0,76753,6,17
multiply,128,0,76753,6,14
read,128,0,76753,6,18
response,128,0,76753,6,15
accumulate,128,0,76754,6,13
combine,128,0,76754,6,14
dispatch,128,0,76754,6,18
multiply,128,0,76754,6,15
read,128,0,76754,6,19
accumulate,128,0,76755,6,14
combine,128,0,76755,6,15
dispatch,128,0,76755,6,19
group,128,0,76755,7,-1
response,128,0,76755,6,16
accumulate,128,0,76756,6,15
chunk,128,0,76756,7,0
multiply,128,0,76756,6,16
response,128,0,76756,6,17
combine,128,0,76757,6,16
multiply,128,0,76757,6,17
read,128,0,76757,7,0
response,128,0,76757,6,18
accumulate,128,0,76758,6,16
combine,128,0,76758,6,17
dispatch,128,0,76758,7,0
multiply,128,0,76758,6,18
read,128,0,76758,7,1
response,128,0,76758,6,19
accumulate,128,0,76759,6,17
combine,128,0,76759,6,18
dispatch,128,0,76759,7,1
multiply,128,0,76759,6,19
read,128,0,76759,7,2
accumulate,128,0,76760,6,18
combine,128,0,76760,6,19
dispatch,128,0,76760,7,2
read,128,0,76760,7,3
dispatch,128,0,76761,7,3
last,128,0,76761,6,19
read,128,0,76761,7,4
response,128,0,76761,7,0
bias,128,0,76762,6,-1
dispatch,128,0,76762,7,4
multiply,128,0,76762,7,0
read,128,0,76762,7,5
response,128,0,76762,7,1
add,128,0,76763,6,-1
combine,128,0,76763,7,0
dispatch,128,0,76763,7,5
multiply,128,0,76763,7,1
read,128,0,76763,7,6
response,128,0,76763,7,2
accumulate,128,0,76764,7,0
combine,128,0,76764,7,1
dispatch,128,0,76764,7,6
multiply,128,0,76764,7,2
read,128,0,76764,7,7
response,128,0,76764,7,3
round,128,0,76764,6,-1
accumulate,128,0,76765,7,1
collect,128,0,76765,6,-1
combine,128,0,76765,7,2
dispatch,128,0,76765,7,7
multiply,128,0,76765,7,3
read,128,0,76765,7,8
response,128,0,76765,7,4
accumulate,128,0,76766,7,2
combine,128,0,76766,7,3
dispatch,128,0,76766,7,8
multiply,128,0,76766,7,4
read,128,0,76766,7,9
response,128,0,76766,7,5
accumulate,128,0,76767,7,3
combine,128,0,76767,7,4
dispatch,128,0,76767,7,9
multiply,128,0,76767,7,5
read,128,0,76767,7,10
response,128,0,76767,7,6
accumulate,128,0,76768,7,4
combine,128,0,76768,7,5
dispatch,128,0,76768,7,10
multiply,128,0,76768,7,6
read,128,0,76768,7,11
response,128,0,76768,7,7
accumulate,128,0,76769,7,5
combine,128,0,76769,7,6
dispatch,128,0,76769,7,11
multiply,128,0,76769,7,7
read,128,0,76769,7,12
response,128,0,76769,7,8
accumulate,128,0,76770,7,6
combine,128,0,76770,7,7
dispatch,128,0,76770,7,12
multiply,128,0,76770,7,8
read,128,0,76770,7,13
response,128,0,76770,7,9
accumulate,128,0,76771,7,7
combine,128,0,76771,7,8
dispatch,128,0,76771,7,13
multiply,128,0,76771,7,9
read,128,0,76771,7,14
response,128,0,76771,7,10
accumulate,128,0,76772,7,8
combine,128,0,76772,7,9
dispatch,128,0,76772,7,14
